Date,MMM,AOS,ABT,ABBV,ACN,ADBE,AMD,AES,AFL,A
2020-10-05,1.4904034,3.1384277,1.93427,2.1017156,0.49011314,1.5616215,5.3178463,0.21574438,1.4913211,3.1096895
2020-10-06,-0.31950942,-2.9161396,-2.1278534,-2.3200283,-1.4049842,-1.5396613,-1.9384773,0.4305701,-0.16030289,-1.4449239
2020-10-07,2.6259027,0.8955287,1.4023509,1.3738506,1.4068485,2.9583662,2.6160026,0.48231593,1.4450119,2.2139132
2020-10-08,0.73277557,4.9371266,0.7425312,0.31009147,0.96666086,-0.46841684,-0.20763676,3.680003,0.8704876,0.26954797
2020-10-09,0.9480693,0.775328,1.022665,0.412183,1.3651885,2.306252,-3.941745,-0.61728823,-0.36611715,1.5360968
2020-10-12,-0.3839404,-1.223985,1.2767912,0.7069587,0.8308163,1.7384919,1.4320126,1.0352006,0.7874096,-0.31202894
2020-10-13,-1.197748,-2.2835915,-2.4133275,-0.5547983,-0.5247372,0.66941667,1.174514,0.15368226,-3.0989645,-0.009486993
2020-10-14,1.0622349,0.6702879,-0.57211655,-2.0038736,0.021792568,-1.5554821,-1.25469,0.40920678,-0.6181122,-0.34149176
2020-10-15,0.40379754,0.4678822,-0.3990722,-0.97594553,-0.28766438,-1.0191392,-1.2825102,1.1716834,0.73012567,0.24747968
2020-10-16,1.1178204,-0.823935,2.1897116,1.2202197,0.5595134,0.33323625,0.04811851,0.20140487,-0.10738501,1.3102899
2020-10-19,-0.83055186,-0.7404729,-1.4862745,-2.271936,-1.6561606,-1.5154519,-1.4067551,0.0,-1.961837,-1.1340199
2020-10-20,0.825711,0.30931947,0.2961863,-0.07116304,1.8343325,-0.12520711,-0.5365884,0.5025145,1.1787289,0.11375746
2020-10-21,-1.0412416,-0.58044565,-2.242525,-1.6142441,1.1762693,0.2790256,-2.8935761,1.0499954,-0.7044116,-0.73856527
2020-10-22,0.91032887,0.18244568,3.3512726,1.7131115,-2.127845,-2.4921336,0.27777934,0.98961294,2.3465123,1.8506103
2020-10-23,-0.53306407,0.03642407,-1.5436631,0.03558152,0.6837896,1.0132328,3.198188,1.1758931,0.9064254,-0.5619542
2020-10-26,-2.143705,-1.8204988,1.1225523,-0.4979822,-4.55812,-2.7226179,0.32943422,-0.33898157,-2.8533635,-1.4505048
2020-10-27,-3.0873811,-1.6688328,-0.3853194,-1.4418483,0.65228665,0.7070676,-4.073946,-1.1661797,-3.8346474,1.3476094
2020-10-28,-1.5525061,-2.9605877,-1.9893199,-2.6840785,-3.0454097,-4.5114503,-3.144011,-4.129794,-3.421943,-4.130514
2020-10-29,-0.03154208,3.7310572,-1.3343339,0.22363065,1.1685519,0.9059641,2.1204123,0.15384968,0.20497714,0.35411465
2020-10-30,0.9338711,-3.1659844,0.10476249,5.491509,0.2171508,-3.0383162,-3.4990976,-0.15361334,-0.78901356,0.0686137
2020-11-02,1.8629653,2.2441475,2.2547834,3.7015295,1.5121473,-0.4831142,-0.7836419,2.5641026,4.624447,3.0855143
2020-11-03,1.5772712,0.8514679,1.9352384,-0.32861292,2.5069277,2.0407217,2.5167403,1.3500023,2.0270305,1.700875
2020-11-04,-3.232438,-1.6510339,1.7981026,7.435199,0.9791287,7.3146605,6.228776,-1.6280212,0.80021274,1.3641027
2020-11-05,1.8981042,2.6707394,1.7932395,-0.8571403,2.6632185,1.8964329,2.0282748,5.16549,1.8341144,1.7052249
2020-11-06,-0.11029101,1.3749567,0.7839332,-0.896578,0.98294276,-0.3706158,3.4698763,-2.6704793,-0.80644953,1.9938414
2020-11-09,0.2514989,-2.6209683,-4.396084,2.444808,1.6632138,-4.7490025,-3.2137804,2.7437506,12.439024,-0.035543732
2020-11-10,3.4938498,3.0491228,1.2981061,3.9423885,-0.62858814,-4.0624895,-6.1718054,-0.7153058,0.8676712,-2.0444472
2020-11-11,0.041388866,0.12785332,1.6605036,-0.7282302,1.6924273,3.4845133,4.218491,2.2574506,-2.3177955,-0.71687233
2020-11-12,-1.2765167,-1.33163,-0.62139773,-0.5603699,-1.8949561,-1.1052941,0.68897337,-3.5227804,-1.3943241,0.02741868
2020-11-13,1.6402273,1.8117943,0.5806177,1.4754124,1.5242515,1.461371,-0.5009727,1.6066208,3.0017343,0.66702825
2020-11-16,2.3970714,2.4151113,0.9502662,-0.68659157,1.3111085,-1.7876133,2.8245156,2.2041163,4.118495,0.09076743
2020-11-17,-0.12653737,-0.035461802,-0.5366417,0.86417085,-0.4613144,1.5186028,-0.44189984,0.09376679,-0.5320369,-0.37181106
2020-11-18,-1.2900252,0.19510573,-2.9099603,-0.49389967,-1.6774716,-1.8121617,-0.98368484,0.09367896,-0.32557997,-3.5590785
2020-11-19,0.12251875,0.19471905,1.1205279,0.96231455,1.4474623,1.5104364,3.6346014,-2.2929418,2.0065343,2.5766904
2020-11-20,0.74587876,-0.9540585,-0.09909965,1.173872,0.09868647,-0.7482666,-1.0521411,-2.2030609,0.29734045,2.033492
2020-11-23,0.72300327,2.550839,-1.4609097,1.3288417,1.1337473,-0.49901235,0.79158574,0.19588153,1.3683063,1.1903685
2020-11-24,1.6882946,0.81752896,-1.5191691,1.7420226,1.5434619,0.45375195,-0.28132442,3.3724368,3.7795281,2.201231
2020-11-25,0.022590315,-2.7432716,-1.1151352,0.23085597,-0.26799926,1.5949804,1.9278234,-0.8037829,-1.1272501,-0.28775883
2020-11-27,-0.12985468,1.2595404,1.1371102,0.66219044,0.31684646,1.4784744,0.55357325,0.28599322,-0.7235296,-0.22737397
2020-11-30,-2.3517408,-1.3489846,0.55751574,-0.2955454,-0.41180184,0.30186832,6.2736564,-2.8517127,-2.9814456,2.4629724
2020-12-01,-1.2794521,-2.2198544,0.24948867,-0.516352,1.2766502,0.14211814,-0.032383345,0.7827781,1.7527896,-1.317366
2020-12-02,0.77996004,-0.34508252,-0.31338957,0.9131074,-1.034606,0.44036645,1.1983166,2.7184439,1.3646545,-0.68481356
2020-12-03,-0.01163891,0.16402434,-0.5732804,-0.23811792,0.10814268,0.6275171,-1.5254964,0.0,0.8386609,-0.86409867
2020-12-04,0.36664706,0.18195468,0.34409258,2.4250534,1.4043971,0.35516667,1.8741235,-0.42533153,1.3132027,1.3822854
2020-12-07,-1.3394439,0.45405012,-0.6672856,-1.3422842,-1.6335225,1.2860082,0.03190002,-0.9492115,-2.419535,-0.65132433
2020-12-08,1.3576286,1.410231,-0.35454118,1.7479272,0.22462797,0.6155406,-1.2224956,1.5332999,0.15497789,2.281469
2020-12-09,1.6409534,2.8168979,-0.44944134,0.9100155,-1.2366911,-2.3299968,-3.3254373,-1.6045312,-0.26525804,-0.5213235
2020-12-10,-1.0268618,-2.3582397,0.18810849,-1.0858566,-0.24719399,-1.4201834,2.0371833,0.0,0.5097508,2.0704434
2020-12-11,0.30549443,0.088792816,0.46939543,-1.0698684,-0.13405989,-0.20131093,-0.010912214,1.4388453,-1.1245829,-0.2777495
2020-12-14,-0.54017586,-1.685594,-0.21490912,-2.0124125,-0.8461139,2.2084029,3.4151633,0.7092181,-1.4272957,-1.468607
2020-12-15,0.9244325,1.8227726,0.6180317,-1.3243736,1.3538474,-0.7771059,2.4688795,4.600946,1.5158329,0.55679417
2020-12-16,0.41790628,-2.375038,-0.10237377,1.7700833,0.16190808,1.5042224,-0.278011,-1.7055702,-0.42344245,-0.1277805
2020-12-17,0.70691496,0.326791,1.3415339,0.23891437,6.878159,1.1145115,-0.010327451,0.8675824,0.2909603,1.4756085
2020-12-18,-0.13020016,0.6876603,0.1746667,-0.4194894,0.6730437,1.5322244,-0.9500188,2.0371244,-2.0531175,0.27738237
2020-12-21,-0.43079066,0.32350883,-0.80756617,-0.70847094,-1.8140795,-0.90665025,-2.804415,0.35492423,-0.68352526,-1.2741024
2020-12-22,-0.5009629,-0.82407576,0.17578171,-0.8774429,-0.74593073,1.159734,-0.0750828,0.8841682,-1.2847015,-0.34810328
2020-12-23,-0.45199856,-0.45158958,-0.7665329,0.4669219,-0.7823636,-1.4399924,-1.7282101,2.9360213,1.16198,-0.05964019
2020-12-24,0.30461654,0.67138255,0.83760035,-0.019361584,-0.054387294,0.5936652,0.2839918,-0.9365658,0.7121557,0.008520466
2020-12-28,0.108867556,0.25234208,-0.5168413,0.18399653,0.9249922,-0.18204561,-0.22873226,0.12891611,0.18247722,0.44327363
2020-12-29,-0.492249,-1.6361018,0.50097495,1.2083132,-0.739365,0.6333246,-1.0698644,0.04291944,-0.38706324,-0.5092069
2020-12-30,0.14955467,0.0,0.101542145,0.5444123,-0.085351184,-0.9280782,1.8428582,-2.2736971,0.59428185,0.13648045
2020-12-31,0.39056534,0.20106125,0.96827316,1.7858887,1.4250146,0.5367339,-0.62845576,3.160664,1.0452236,0.9370462
2021-01-04,-1.6705835,-1.6417394,-0.34706116,-1.6238897,-1.8184603,-2.9552906,0.6433366,-1.1063839,-2.8783507,0.12659425
2021-01-05,-0.16873392,0.6491141,1.237282,1.0340539,0.56929815,0.07211565,0.5092021,3.3562853,0.16207385,0.8176005
2021-01-06,1.5211614,3.4457324,-0.20821631,-0.86384803,1.0933533,-3.9902005,-2.630155,3.9966655,3.8603837,2.7422445
2021-01-07,-2.5661628,1.2290746,0.97069734,1.0702758,0.94347703,2.4511576,5.3470626,-1.0008006,-0.5564211,2.6609197
2021-01-08,-1.8265425,-1.1789582,0.2785243,0.5247845,0.36473837,1.5405903,-0.6095017,2.7901356,-0.4252431,0.713375
2021-01-11,-0.8522354,1.3176668,-0.6899062,1.6313975,-1.4423068,-2.2387168,2.823005,0.1573525,0.044946376,0.85785955
2021-01-12,0.792981,3.3040373,-1.8044028,0.6971218,-0.74899644,-0.5461362,-1.9434441,2.1995342,3.7519705,-0.92079026
2021-01-13,-0.138129,-0.7825776,3.0411663,2.4321353,-0.51083875,0.08480736,-3.7541966,3.3051448,-0.19488989,0.0078775585
2021-01-14,0.078176126,-1.5432125,-1.8814093,-0.72921276,-0.8090815,-1.8599722,-1.0786641,2.1205418,1.6923385,-0.7481529
2021-01-15,-0.51678985,-1.0275102,1.1450402,-0.99435693,-0.5294142,-1.1202976,-2.8417246,0.5464467,-0.83208746,0.14282338
2021-01-19,2.1564407,0.65106267,1.1410571,1.5019939,0.86339545,-0.344915,1.405734,1.6666633,1.2263333,0.903256
2021-01-20,0.6504302,1.11888,0.2842673,0.39222896,2.2787747,2.8981404,-0.7825567,-0.14254814,0.021258526,0.5967822
2021-01-21,0.26436168,0.3457828,0.05314692,-1.2076013,-1.4254637,0.48750943,3.132393,-2.64097,-1.5724642,-0.8664434
2021-01-22,-0.9550546,-0.48243037,-0.09738877,-0.3595196,-1.2289673,0.08898213,1.3766001,-0.65982515,0.23747973,-0.5275576
2021-01-25,0.79862124,-1.454294,1.6660802,-0.32473445,-1.0715591,0.21166709,1.4441172,-3.2103353,0.30152786,-0.67283976
2021-01-26,3.2631056,-4.2691436,0.008718738,-1.5384588,0.37692916,0.59986407,0.61617106,-6.366756,-0.30062142,-1.2432301
2021-01-27,6.0812726,-2.3857644,-0.38351122,-5.523899,-2.7234275,-3.418157,-6.1978703,-6.51466,-2.7568357,-4.131694
2021-01-28,-1.7305113,6.9937983,5.3372984,1.3814555,1.316534,1.2326117,-1.485817,6.925088,2.1483884,2.3232276
2021-01-29,-4.2307286,-4.5861897,2.6580255,-1.6601053,-2.9758556,-1.4817412,-2.1480775,-0.65173054,-2.0381584,-1.1434678
2021-02-01,-0.5465088,3.186003,-0.84957963,-0.17564432,2.3354867,2.4478521,2.3587158,1.7220175,0.9517492,0.549225
2021-02-02,0.18317412,2.4272723,-1.8769406,1.1436932,0.4766299,3.1765943,1.3689219,3.7887971,1.5347528,1.9531578
2021-02-03,0.2628255,-0.29621565,-0.016630609,3.3632896,-0.15276578,-0.6207039,-1.0916061,0.388351,-0.9069358,-0.8442251
2021-02-04,0.92317694,2.4816465,-0.3992708,1.4773276,1.8681803,1.5479729,-0.056892768,1.2379098,-0.30507603,1.5718364
2021-02-05,1.0784936,2.319237,3.5827634,0.18428506,0.20947741,0.5598901,0.06831192,2.6366088,-0.655736,-0.7173365
2021-02-08,0.9775992,2.3000019,0.37894157,-1.7382572,1.4869466,0.33325502,4.061433,3.0528655,1.8261782,0.18672135
2021-02-09,0.09957675,-0.09775395,0.5220896,-1.347805,0.14379352,0.46378362,-0.6122199,0.8309232,-0.064820185,-0.1377569
2021-02-10,0.077369295,-0.16307645,0.111865275,-1.2808335,-0.2871741,-0.68137777,1.5839784,-0.96739686,0.95134836,1.493025
2021-02-11,-2.1371722,-0.21235065,1.2371262,-0.28832585,0.79006726,0.80174994,0.3356851,1.3024625,0.42835888,1.5030358
2021-02-12,0.8408101,-1.178591,1.0958683,0.6650626,-0.5792177,0.4470221,1.1979203,1.8928596,0.06397692,0.803406
2021-02-16,-1.1583691,-2.070565,-0.16376157,-0.22980227,-0.16313101,0.5613059,-2.463472,1.3319284,-1.2148331,-0.023446169
2021-02-17,0.011323934,0.23680547,-0.60928476,2.005762,0.67302513,-2.0751941,-1.6619251,-0.51885027,1.4886785,1.6959736
2021-02-18,1.539767,-1.8730962,-1.4382224,-0.21639228,-0.44439057,-0.5822152,-1.4454114,-3.3032014,0.53146255,-1.8751882
2021-02-19,-1.5777378,2.562335,-1.8898035,-0.9900014,-1.2964374,-1.8940557,1.0604721,1.7979145,1.6705453,-0.63439655
2021-02-22,-0.2379135,3.7055652,-0.39824274,1.9521906,-0.65279347,-2.4607632,-4.6997085,-4.6273384,2.3502438,-2.6562643
2021-02-23,0.028391814,-0.1455136,-1.4279885,-0.73790485,1.4091744,0.100571595,-0.7379699,0.81481224,0.10160381,-0.8744954
2021-02-24,0.8287435,-0.7448172,1.3079422,2.2772238,1.2022275,1.8854227,2.596182,2.8655427,1.1977267,2.1238348
2021-02-25,0.6361593,-1.7455134,-0.65369785,-1.2512656,-2.11748,-3.6632938,-5.1989927,-5.8928556,-2.4072156,-2.335625
2021-02-26,-2.0698228,-1.4278609,-1.4805092,0.38199574,-1.1348431,0.11107452,2.535797,0.7969605,-1.5621831,-0.024569025
2021-03-01,0.7711686,2.1896567,2.0287197,0.62187284,2.893587,2.1537175,2.2245855,1.6566286,1.7331423,1.97428
2021-03-02,0.39680094,0.4120653,0.26184413,-0.5165623,0.4144745,-0.6346255,-2.616046,-0.70370567,-0.16420737,-0.67481035
2021-03-03,0.5363879,1.7399892,-2.734023,-1.057023,-1.948084,-3.8877783,-3.886838,0.29839584,0.61677474,-3.5101879
2021-03-04,-0.24148883,-1.5166161,-2.6598408,-0.9933442,-2.824767,-2.093882,-3.8461547,-3.7560441,-1.103386,-3.6127453
2021-03-05,1.7846056,2.3591065,1.0688715,0.99384326,1.0161921,0.40313146,0.99034935,0.42504102,3.2024777,1.0000883
2021-03-08,1.6426984,1.9846377,-1.3816655,-0.5529488,-0.04809231,-4.452958,-5.8074346,1.1158173,1.6616577,-0.051659685
2021-03-09,-1.4093645,-0.5178936,0.92536515,0.6408447,1.9968706,4.268751,6.179015,4.756469,-1.142178,3.2391407
2021-03-10,1.8379447,2.524055,-0.70265615,1.133064,1.0889726,-0.49409875,-1.2861354,-0.14529936,1.2151406,0.12516816
2021-03-11,0.032520946,-0.015378531,1.4152566,-0.120367825,3.5894766,3.2150266,4.7858706,2.5100057,0.39361727,1.5334644
2021-03-12,0.18963395,-0.92337036,-0.6892423,0.32446322,-0.53308666,-1.4986942,-0.22159338,0.9581279,1.6271356,-0.32011768
2021-03-15,2.465934,1.3979521,1.1909857,1.8850498,0.49443197,0.7404926,1.7890153,0.17574424,0.5787022,2.1409736
2021-03-16,-1.3880146,0.5361496,0.10161113,0.5260241,-1.029077,0.6590881,0.3030303,-2.140353,-1.9946316,-0.83843994
2021-03-17,0.7760218,1.6608319,-0.50752705,-5.232764,0.2846084,0.10431953,-0.14501843,-3.7289317,1.1154593,-0.39024663
2021-03-18,1.4338806,1.1091095,0.416594,-1.2090672,0.99142003,-2.6230054,-5.45806,-3.165737,0.19354033,0.057133283
2021-03-19,-1.1989452,0.029653532,1.8118697,-0.33728293,-1.16528,0.52825886,1.2032703,1.1923057,-1.1782898,0.0815777
2021-03-22,0.40273482,0.0,1.014554,2.3979921,0.53833246,2.471122,1.568436,-1.3302941,-1.192339,0.7498559
2021-03-23,-0.60168386,-2.756373,-0.8067863,-1.0009491,0.31296626,1.7218913,-2.3910408,-1.4637873,-2.0771499,-1.3186613
2021-03-24,1.2531241,-0.54861414,-2.0499637,-1.6978241,0.57136,-1.88831,-2.4240801,0.2736501,0.8080839,-0.93458515
2021-03-25,1.2638282,2.25253,0.8727389,0.79565275,0.39618674,-0.11517342,-0.33996093,1.8323635,2.4849656,0.8771973
2021-03-26,0.92180353,4.136062,2.5367463,2.0215693,4.527011,4.0133944,1.5612732,0.76569235,0.8212788,3.0680869
2021-03-29,0.44129208,-0.3885403,0.13107534,0.70768064,-0.43807405,0.049033444,-0.34879765,-0.94984806,-0.4266897,-0.17510444
2021-03-30,-0.5619645,-0.04333831,-2.0289645,0.056214333,-0.35416067,-0.8224699,-1.4778317,3.1070175,0.9544248,-0.46244764
2021-03-31,-1.006986,-2.2835696,0.075153515,1.339077,-0.8257002,2.1290774,3.2894738,-0.26041555,-1.2541028,1.8423607
2021-04-01,0.010380665,0.38456166,-0.7509963,0.27720886,0.7565598,1.676589,3.2993584,0.96978825,0.468929,0.4325964
2021-04-05,1.177998,0.16207545,0.7734977,-2.1931417,1.0023743,1.7130796,0.41929212,0.99741584,0.058348104,1.8090669
2021-04-06,-0.0666818,1.3533365,0.09177425,-0.71603745,0.17785366,-0.05695431,0.01228311,1.7556677,0.31098124,0.7999948
2021-04-07,0.056460716,-2.1770682,0.11669533,-0.1613192,0.33377212,0.42129835,0.9331956,-2.6240098,0.21313816,-1.2973115
2021-04-08,0.3949739,-0.84569687,-0.27474967,0.84592664,0.6547072,1.3031744,1.3990287,2.177926,-0.44470134,1.0437654
2021-04-09,1.1649215,0.6583792,0.9350499,1.3572125,1.1567322,0.84027135,-0.70785403,0.14450508,0.29131424,0.9335077
2021-04-12,-0.08585566,1.6946738,0.115797676,0.6602186,-0.05908134,0.394808,-5.0507493,-0.14429657,1.5491853,-0.4851788
2021-04-13,-0.68746316,-1.1109518,1.6275622,-0.027712498,-0.8068468,1.7449532,2.0488682,2.0231194,-0.28603682,1.2950383
2021-04-14,0.14251655,-0.5173665,-1.2275442,-2.143781,-0.27347267,-0.8215788,-2.045142,0.46034372,1.1091949,-0.7520493
2021-04-15,0.37102857,0.3863217,2.0082324,0.93484217,0.24961028,2.4714558,5.677911,0.56397545,-0.07565179,0.992648
2021-04-16,0.5570223,0.99171966,0.33080202,0.95425606,0.6347528,0.34974048,-1.0360205,0.35050288,1.1735736,0.97539246
2021-04-19,0.0050361226,-0.527628,0.14475296,0.6486859,-0.14635591,-1.6968907,-1.265978,-1.01292,0.20580095,-0.802498
2021-04-20,-0.146031,-1.1197909,-3.6376767,0.38670304,0.7189214,-0.3797123,-2.2685292,-0.31757286,-1.8110553,-0.7790212
2021-04-21,1.3010622,1.2218741,2.1666653,1.6234103,0.734579,-0.36366367,2.9519415,0.49557307,1.7303667,1.0342708
2021-04-22,0.009956921,-0.2649791,0.7340959,-0.67689526,-0.19262436,-0.9856771,-3.124621,-0.24656463,-1.0467316,0.52304935
2021-04-23,0.64708096,0.9003699,-0.15384813,1.2085363,0.5445225,1.68543,4.679996,-0.070623085,0.8122409,1.598152
2021-04-26,-1.2710127,-0.6729068,-0.5920004,0.00898019,-0.760952,-0.027143037,3.2020316,-0.31802174,0.0,0.4828824
2021-04-27,-2.5947983,0.3240077,-0.7179025,0.044890072,0.2521453,0.31413516,-0.23416996,-1.4533849,0.2997936,-0.6261836
2021-04-28,0.7611205,-2.319439,-0.20542318,0.43969658,0.0068868264,-0.35568446,-1.3965526,0.6115111,-0.018677978,-1.2309443
2021-04-29,1.5924009,2.8103437,-0.36228475,-0.92915297,0.78203726,0.11834531,-0.13091286,-0.25026706,1.3079237,-0.48220262
2021-04-30,-0.95955485,-0.9647765,-0.76853174,0.55009526,-0.8785148,-1.5016819,-2.7291155,-0.28673807,-0.90372866,-0.38016737
2021-05-03,0.74566203,3.7490788,-0.45803052,2.852018,0.7587034,-0.95998836,-3.7613325,-1.6894296,1.4703163,-0.33672324
2021-05-04,0.3876953,1.764117,-1.6648523,-0.6801524,-0.19509439,-2.5344574,0.076381356,-2.3400412,0.67864805,-1.7193546
2021-05-05,1.0332054,-0.4333812,0.825252,1.6505682,-0.71331173,-0.8172019,-0.99223864,-0.89853907,0.8926976,1.8869376
2021-05-06,0.48153198,0.16848513,0.23626594,0.25911474,0.5664599,-0.6328499,0.07708795,-3.8534136,1.4445634,-0.72730094
2021-05-07,0.32606766,-0.29436374,0.13468814,-0.28428826,0.12707622,1.0587096,1.1811506,1.3359534,-0.12459896,1.1329305
2021-05-10,2.0977998,1.5745857,-0.008402276,0.40604857,-0.31558105,-1.913123,-3.5782259,-0.23265363,0.7485264,-1.516056
2021-05-11,-1.7411898,-1.9100308,-0.46242058,-1.144383,-0.91530687,1.2119817,1.1054139,-1.515738,-2.3173494,-0.34124285
2021-05-12,-2.380714,-3.3582683,-1.7231193,0.060927577,-2.9727373,-2.6999745,-2.8504522,-2.8413548,-1.3944231,-2.1153545
2021-05-13,2.2829003,3.7523723,0.945422,1.4265827,2.1224785,0.43847728,-2.0766387,-0.73111415,1.9283732,1.072765
2021-05-14,0.4768684,0.9991544,0.732227,-0.14579603,1.0093946,2.6151497,2.0522645,3.8052385,1.7297281,0.86908907
2021-05-17,0.35717717,-1.2539974,-1.327022,0.39508638,-0.41638175,-0.7851051,0.0804467,-0.7883357,-0.07084824,-0.7929801
2021-05-18,-1.014093,-2.8220685,0.20558977,0.2737614,-1.3902406,-0.4391588,-0.28131157,-1.1124382,-0.90393186,-1.0452698
2021-05-19,-0.2117889,-0.36300275,-0.5129134,-1.1603111,-0.72082555,-0.031208418,2.4046223,0.20088848,-0.26829106,1.1339858
2021-05-20,-0.46890256,0.45175976,1.220146,1.0876151,1.0606153,2.3310535,2.400622,1.6439449,-0.19726829,1.489891
2021-05-21,0.10413941,0.4932487,-0.5687655,-0.84535724,-0.20074214,-0.73219967,-1.1401478,0.039448634,0.6109616,0.11351431
2021-05-24,0.37154472,-0.1299211,0.13660349,-0.1808466,0.5187385,1.9997089,0.34988245,1.3406945,0.6786877,0.7860871
2021-05-25,-0.44420865,-0.028905237,0.94637275,-1.1647019,0.40020505,1.4563205,0.542353,-1.4007806,-1.082137,-0.08249634
2021-05-26,-0.06444464,1.1567314,-1.3935823,0.122206174,-0.713304,0.37618288,0.61648566,0.4735554,0.87876916,0.04503307
2021-05-27,0.82349133,1.6295017,-0.90792084,-2.074976,-1.3734897,-1.7160465,0.10212131,-0.4713234,1.0133328,3.1885364
2021-05-28,-0.09840406,-0.042192377,0.829803,0.7834733,0.7534426,1.264347,2.1168118,0.2762419,-0.24639104,0.42897457
2021-06-01,0.07880798,0.6613215,-9.309902,-0.8745564,-0.45364287,-1.7182574,0.91158307,0.8657982,0.93507195,-0.67328453
2021-06-02,0.0442856,-0.4053689,1.049249,-0.7218586,0.32753593,-0.028233882,1.4354705,-1.7167329,-0.1048725,-0.45917612
2021-06-03,0.18692979,-3.3964887,2.151539,0.7271073,-0.7700437,-0.53048277,-2.0617328,-0.47638285,0.17497545,-0.14645398
2021-06-04,1.1685529,0.31962985,0.08242122,0.13367929,1.2659616,2.3036025,1.6193361,-0.43877387,0.40174592,1.1219468
2021-06-07,-1.1259431,-1.2310008,0.6496469,0.578499,-0.34608573,0.98513407,-0.28193596,1.4423102,-0.15657647,-0.1812908
2021-06-08,-0.06871448,0.27859595,-1.9090896,-0.59287304,-0.2622312,-0.052994095,-0.5654568,0.0,-0.17424373,0.7991327
2021-06-09,-0.41750947,0.07311457,1.065803,1.4776604,0.23449036,1.076194,-1.1497098,-0.47392944,-1.221855,0.9945981
2021-06-10,0.1923697,-0.9497392,1.0087101,1.9649104,0.74794084,4.0491233,2.0009985,0.71427935,-0.6891666,2.0909102
2021-06-11,-0.15753713,1.6964176,-0.21788277,-0.70543677,0.37294966,1.0718535,-0.30652282,1.9700552,0.088966615,0.32853433
2021-06-14,-0.71495324,-0.14506252,0.5186058,-0.01732511,0.15072654,2.898792,0.2951734,-0.5409559,-1.4577773,0.5991783
2021-06-15,-0.3724673,0.61011887,-0.0633596,0.37261724,0.16800638,-1.524372,-1.3243431,1.2432001,-0.054120112,0.15928786
2021-06-16,-1.8443732,-1.2705816,-0.31700578,-0.2590029,-0.786191,-0.9353471,-0.44737244,-1.2663083,-0.5415217,-0.7122105
2021-06-17,-0.89888877,-2.2959926,1.4264944,-0.54531056,0.29231054,1.4779173,5.554858,1.3214153,-2.9764056,2.3191044
2021-06-18,-1.814084,-1.1375461,-1.1645575,-1.5491722,-1.2360815,2.5808985,0.106437996,-3.5673199,-2.5813642,-1.3000298
2021-06-21,1.8841382,2.4072616,1.0060732,1.4232678,1.5324435,0.3111704,-2.433556,4.017503,1.9009175,0.965457
2021-06-22,-0.035861444,0.41395444,-0.43072805,-0.026153933,0.035021048,1.4788076,1.198699,-1.567877,-0.45222887,0.15026379
2021-06-23,-1.4246197,0.3239123,-0.10814956,-0.61028504,0.014005652,-0.26227286,0.28714746,0.46620372,-0.265007,0.4160135
2021-06-24,0.46786904,-0.54300374,0.77589375,0.6491209,2.0510974,0.70181453,2.720113,0.42536235,0.89201224,-0.38712803
