Date,Open,High,Low,Close,Adj Close,Volume,returns
1985-01-01,1.546875,1.6328129768371582,1.4921879768371582,1.5390629768371582,0.604423463344574,81347200,
1985-02-01,1.53125,1.5859379768371582,1.4140629768371582,1.484375,0.5906608700752258,104452800,-3.553329373794978
1985-03-01,1.46875,1.5625,1.421875,1.5546879768371582,0.6186398863792419,77144000,4.736874229029597
1985-04-01,1.546875,1.625,1.4453129768371582,1.5703129768371582,0.6248577237129211,68880000,1.0050248173776533
1985-05-01,1.578125,1.5859379768371582,1.5,1.5859379768371582,0.6392578482627869,72120000,0.9950245734752228
1985-06-01,1.59375,1.7109379768371582,1.578125,1.6640629768371582,0.6707479953765869,90097600,4.926106893272397
1985-07-01,1.65625,1.8046879768371582,1.6328129768371582,1.7421879768371582,0.7022382020950317,105385600,4.694834335446263
1985-08-01,1.75,1.7578129768371582,1.625,1.640625,0.6691226363182068,124161600,-5.829622187012218
1985-09-01,1.640625,1.6875,1.6015629768371582,1.671875,0.6818675398826599,43624000,1.904761904761898
1985-10-01,1.65625,2.085937976837158,1.625,1.8828129768371582,0.7678978443145752,181956800,12.616850951007596
1985-11-01,1.8828129768371582,1.953125,1.84375,1.859375,0.7668523192405701,102969600,-1.2448382885341336
1985-12-01,1.8671879768371582,2.0625,1.828125,2.046875,0.8441817760467529,95752000,10.084033613445387
1986-01-01,2.039062976837158,2.09375,1.8984379768371582,2.046875,0.8441817760467529,89132800,0.0
1986-02-01,2.03125,2.210937976837158,2.0,2.1875,0.912023663520813,78012800,6.870229007633588
1986-03-01,2.1875,2.453125,2.15625,2.328125,0.9706533551216125,84876800,6.428571428571428
1986-04-01,2.335937976837158,2.554687976837158,2.257812976837158,2.34375,0.9771679639816284,125790400,0.6711409395973256
1986-05-01,2.34375,2.554687976837158,2.273437976837158,2.484375,1.045026421546936,79219200,6.000000000000005
1986-06-01,2.484375,2.71875,2.429687976837158,2.65625,1.1173235177993774,73043200,6.91823899371069
1986-07-01,2.664062976837158,2.6875,2.414062976837158,2.515625,1.058171272277832,88827200,-5.294117647058827
1986-08-01,2.515625,2.578125,2.46875,2.492187976837158,1.057443618774414,52470400,-0.9316580636160698
1986-09-01,2.484375,2.5,2.226562976837158,2.289062976837158,0.971256673336029,76276800,-8.150468659983922
1986-10-01,2.296875,2.460937976837158,2.289062976837158,2.414062976837158,1.024295449256897,60022400,5.460749715707469
1986-11-01,2.421875,2.9375,2.414062976837158,2.765625,1.1839196681976318,110051200,14.563084167068796
1986-12-01,2.765625,2.84375,2.554687976837158,2.554687976837158,1.0936212539672852,126134400,-7.627101402498237
1987-01-01,2.570312976837158,2.984375,2.570312976837158,2.882812976837158,1.234084963798523,108640000,12.8440342998849
1987-02-01,2.875,2.976562976837158,2.828125,2.890625,1.2466440200805664,70884800,0.27098612451137427
1987-03-01,2.90625,3.054687976837158,2.765625,2.898437976837158,1.2500133514404297,101385600,0.27028676625844295
1987-04-01,2.867187976837158,3.007812976837158,2.523437976837158,2.71875,1.1725186109542847,90838400,-6.199476348058264
1987-05-01,2.726562976837158,2.8125,2.375,2.789062976837158,1.212156891822815,84577600,2.586224435389717
1987-06-01,2.8125,3.226562976837158,2.78125,2.9375,1.2766698598861694,103172800,5.322110844953798
1987-07-01,2.960937976837158,3.265625,2.9375,3.164062976837158,1.375136375427246,86196800,7.712782190201128
1987-08-01,3.125,3.289062976837158,3.03125,3.117187976837158,1.3639472723007202,77822400,-1.4814812582161996
1987-09-01,3.117187976837158,3.210937976837158,2.90625,3.203125,1.401549220085144,82260800,2.756876511824524
1987-10-01,3.203125,3.234375,1.75,2.585937976837158,1.1314945220947266,138092800,-19.26827779630336
1987-11-01,2.625,2.703125,2.257812976837158,2.34375,1.0363249778747559,57835200,-9.365575625033994
1987-12-01,2.328125,2.484375,2.148437976837158,2.453125,1.0846866369247437,61918400,4.666666666666663
1988-01-01,2.453125,2.726562976837158,2.40625,2.679687976837158,1.1848649978637695,51908800,9.235688227756778
1988-02-01,2.6875,2.789062976837158,2.484375,2.765625,1.233667254447937,48563200,3.2069787193758748
1988-03-01,2.765625,2.835937976837158,2.609375,2.679687976837158,1.195333480834961,51747200,-3.1073273911987997
1988-04-01,2.664062976837158,2.765625,2.484375,2.75,1.2266974449157715,69940800,2.6238884441251775
1988-05-01,2.757812976837158,2.765625,2.53125,2.734375,1.231079339981079,56011200,-0.5681818181818232
1988-06-01,2.742187976837158,2.859375,2.679687976837158,2.734375,1.231079339981079,58356800,0.0
1988-07-01,2.734375,2.773437976837158,2.554687976837158,2.742187976837158,1.234597086906433,54593600,0.28573172433035143
1988-08-01,2.742187976837158,2.742187976837158,2.5625,2.65625,1.2065669298171997,47036800,-3.133919977881283
1988-09-01,2.640625,2.890625,2.609375,2.804687976837158,1.2739927768707275,74166400,5.588253245634189
1988-10-01,2.789062976837158,3.09375,2.757812976837158,2.875,1.305931568145752,104011200,2.506946360647677
1988-11-01,2.890625,2.929687976837158,2.640625,2.742187976837158,1.255814790725708,52318400,-4.619548631751014
1988-12-01,2.757812976837158,2.9375,2.742187976837158,2.9375,1.3452603816986084,38632000,7.122488495048929
1989-01-01,2.929687976837158,2.929687976837158,2.765625,2.921875,1.3381048440933228,70059200,-0.5319148936170248
1989-02-01,2.898437976837158,2.960937976837158,2.757812976837158,2.78125,1.2838655710220337,57334400,-4.8128342245989275
1989-03-01,2.78125,3.007812976837158,2.765625,2.992187976837158,1.3812367916107178,66913600,7.584286807628171
1989-04-01,2.992187976837158,3.148437976837158,2.914062976837158,3.101562976837158,1.4317264556884766,79944000,3.655351897898229
1989-05-01,3.078125,3.296875,3.039062976837158,3.164062976837158,1.4716323614120483,89000000,2.0151130403205597
1989-06-01,3.179687976837158,3.34375,3.085937976837158,3.226562976837158,1.5007023811340332,72204800,1.9753083442882735
1989-07-01,3.210937976837158,3.703125,3.1875,3.648437976837158,1.6969197988510132,74721600,13.075058600391664
1989-08-01,3.640625,3.742187976837158,3.5,3.695312976837158,1.7304702997207642,70080000,1.284796405957711
1989-09-01,3.6875,3.804687976837158,3.617187976837158,3.765625,1.76339590549469,60945600,1.9027352650119012
1989-10-01,3.765625,4.039062976837158,3.609375,3.851562976837158,1.8036401271820068,104804800,2.2821703392440273
1989-11-01,3.851562976837158,3.953125,3.703125,3.859375,1.8203001022338867,40481600,0.20282735112531203
1989-12-01,3.875,4.054687976837158,3.773437976837158,3.96875,1.8718875646591187,64713600,2.8340080971659853
1990-01-01,3.96875,4.0,3.296875,3.398437976837158,1.6028958559036255,79588800,-14.370066725362939
1990-02-01,3.398437976837158,3.703125,3.398437976837158,3.546875,1.685366153717041,50200000,4.367801448034325
1990-03-01,3.554687976837158,3.804687976837158,3.390625,3.71875,1.767035961151123,59036800,4.8458149779735615
1990-04-01,3.703125,3.71875,3.507812976837158,3.523437976837158,1.6742300987243652,53528000,-5.2520880178243186
1990-05-01,3.546875,4.085937976837158,3.5,4.039062976837158,1.9345452785491943,87068800,14.634144360981626
1990-06-01,4.0625,4.320312976837158,3.914062976837158,4.273437976837158,2.046799898147583,87294400,5.802707245320815
1990-07-01,4.265625,4.625,4.226562976837158,4.375,2.095445156097412,78656000,2.376588211021824
1990-08-01,4.375,4.4375,3.71875,4.09375,1.9728583097457886,76376000,-6.428571428571428
1990-09-01,4.070312976837158,4.09375,3.546875,3.71875,1.792136788368225,44385600,-9.160305343511455
1990-10-01,3.75,4.234375,3.640625,4.179687976837158,2.014272689819336,70795200,12.394970805705086
1990-11-01,4.179687976837158,4.460937976837158,4.101562976837158,4.414062976837158,2.1421101093292236,64249600,5.607475995788458
1990-12-01,4.445312976837158,4.71875,4.429687976837158,4.609375,2.23689341545105,50883200,4.424767480385849
1991-01-01,4.59375,4.59375,4.203125,4.375,2.1231536865234375,75328000,-5.0847457627118615
1991-02-01,4.375,4.835937976837158,4.359375,4.609375,2.250986099243164,90264000,5.35714285714286
1991-03-01,4.601562976837158,4.835937976837158,4.578125,4.773437976837158,2.3311076164245605,69897600,3.559332378840052
1991-04-01,4.773437976837158,5.328125,4.765625,4.96875,2.426487922668457,64019200,4.091642629705938
1991-05-01,4.976562976837158,5.15625,4.703125,5.15625,2.5339221954345703,47448800,3.7735849056603765
1991-06-01,5.15625,5.15625,4.546875,4.59375,2.2574944496154785,43737600,-10.909090909090914
1991-07-01,4.625,5.03125,4.453125,5.015625,2.464815616607666,51104800,9.183673469387754
1991-08-01,5.015625,5.171875,4.71875,5.140625,2.5434703826904297,43281600,2.492211838006231
1991-09-01,5.140625,5.390625,4.859375,5.390625,2.6671669483184814,50880000,4.863221884498481
1991-10-01,5.40625,5.546875,5.03125,5.21875,2.5821239948272705,47643200,-3.1884057971014457
1991-11-01,5.15625,5.34375,5.0,5.28125,2.6294939517974854,71280000,1.1976047904191711
1991-12-01,5.15625,6.140625,5.125,6.109375,3.0418102741241455,70068800,15.680473372781067
1992-01-01,6.0625,6.34375,5.71875,5.890625,2.9328975677490234,64354400,-3.5805626598465423
1992-02-01,5.890625,6.09375,5.71875,5.890625,2.949660539627075,47416800,0.0
1992-03-01,5.8125,6.25,5.640625,6.171875,3.090494394302368,54272800,4.774535809018565
1992-04-01,6.109375,6.34375,5.703125,6.25,3.1296145915985107,52272000,1.2658227848101333
1992-05-01,6.21875,6.65625,6.078125,6.625,3.3352925777435303,55899200,6.000000000000005
1992-06-01,6.59375,6.6875,6.0625,6.46875,3.2566311359405518,61382400,-2.358490566037741
1992-07-01,6.5,6.734375,6.28125,6.5625,3.3038268089294434,59055200,1.449275362318847
1992-08-01,6.53125,7.03125,6.484375,6.96875,3.529238700866699,50040000,6.190476190476191
1992-09-01,6.96875,7.25,6.875,7.1875,3.640021324157715,39799200,3.1390134529148073
