Date,Open,High,Low,Close,Adj Close,Volume,returns
1985-01-01,3.4279160499572754,3.7357289791107178,3.120102882385254,3.609805107116699,1.856486439704895,3379731,
1985-02-01,3.5538389682769775,3.6377880573272705,3.5118649005889893,3.5538389682769775,1.8277039527893066,3112604,-1.550392256063493
1985-03-01,3.581821918487549,3.5958139896392822,3.3719499111175537,3.5118649005889893,1.8061167001724243,2278168,-1.1810908727904135
1985-04-01,2.7703158855438232,3.134093999862671,2.742332935333252,3.022162914276123,1.5542680025100708,2413964,-13.944214831007207
1985-05-01,2.9801878929138184,3.03615403175354,2.868256092071533,2.868256092071533,1.475115180015564,2105743,-5.092605083516954
1985-06-01,2.924221992492676,3.4279160499572754,2.840272903442383,3.3439669609069824,1.7197685241699219,1616162,16.585369421873274
1985-07-01,3.4558990001678467,3.7357289791107178,3.399933099746704,3.609805107116699,1.856486439704895,2329988,7.949783873989413
1985-08-01,3.665771007537842,3.693753957748413,3.1900599002838135,3.2600181102752686,1.676594853401184,1502697,-9.689913623088087
1985-09-01,3.218043088912964,3.2740089893341064,3.1061110496520996,3.1061110496520996,1.5974411964416504,1426758,-4.721049252397358
1985-10-01,3.162076950073242,3.315984010696411,3.0781280994415283,3.1061110496520996,1.5974411964416504,1567917,0.0
1985-11-01,3.1061110496520996,3.399933099746704,3.1061110496520996,3.3719499111175537,1.7341599464416504,3130475,8.558575569770088
1985-12-01,3.315984010696411,3.973583936691284,3.315984010696411,3.693753957748413,1.8996608257293701,3184972,9.54355951640471
1986-01-01,3.581821918487549,3.7357289791107178,3.399933099746704,3.5538389682769775,1.8277039527893066,2768645,-3.7878805971343854
1986-02-01,3.5538389682769775,3.931610107421875,3.399933099746704,3.8756439685821533,1.993204951286316,5835689,9.05513736490986
1986-03-01,3.973583936691284,4.0015668869018555,3.232034921646118,3.5258560180664062,1.813312292098999,5459568,-9.025285948639695
1986-04-01,3.497873067855835,3.5538389682769775,3.1900599002838135,3.1900599002838135,1.6406155824661255,4114999,-9.523818217816638
1986-05-01,3.162076950073242,3.3859410285949707,3.120102882385254,3.3859410285949707,1.7413547039031982,3290391,6.1403589410258475
