Date,ALUM,COBALT,IRON,LEAD,LITHIUM,NICKEL,PALLAD,STEEL,URN,ZINK,ZINN
2012-11-01,9.863591,-10.547942,0.0,9.161413,0.0,8.984256,13.433325,0.0,1.8072248,9.411764,9.63614
2012-12-01,-1.002866,11.201059,0.0,3.4635901,0.0,-3.3427775,2.3902893,0.7692337,2.1301866,1.6617775,7.1183324
2013-01-01,0.86830854,3.0493736,0.0,4.3347597,0.0,7.4150085,6.0242653,-1.0686994,1.3904929,3.125,5.854702
2013-02-01,-4.1128635,-2.8484166,0.0,-6.1291637,1.1627913,-9.413367,-1.6798258,-1.5432119,-4.000002,-3.7296057,-5.530882
2013-03-01,-5.037409,5.879581,0.0,-7.449603,0.0,0.36144257,4.778445,-3.134799,0.95238686,-8.135593,-0.7264972
2013-04-01,-1.7857134,2.1113634,0.0,-4.024619,0.0,-7.623047,-9.088546,-2.1035612,-4.481137,-1.528728,-12.311667
2013-05-01,1.9251347,7.238412,0.0,8.584118,-1.1494279,-3.671217,7.710445,-0.8264482,0.0,3.158462,2.601862
2013-06-01,-6.9779634,8.759319,0.0,-6.8150816,0.0,-7.521081,-12.16082,4.999995,-1.8518507,-3.8401663,-5.8612466
2013-07-01,1.7484546,-17.762745,0.0,0.9263754,-1.1627913,1.2035012,10.007548,-3.9682567,-11.949688,-0.5396664,3.6848783
2013-08-01,0.5543232,5.802536,0.0,3.9613485,-1.1764705,-0.5405426,-0.6041944,3.8016558,-2.8571427,3.3640862,4.0441155
2013-09-01,1.7089248,-4.871762,0.0,-1.6263962,-1.1904776,1.1231899,0.6562114,0.31846762,3.676474,0.6824136,10.01178
2013-10-01,0.7588029,1.1824131,0.0,3.1648517,-1.2048185,4.7294855,1.3793588,3.9682508,-2.1276593,1.7726779,-2.0342588
2013-11-01,-5.5944085,-5.340534,0.0,-4.7619047,-2.439022,-7.526511,-2.5722623,-0.458014,5.0724626,-3.3299208,-0.32786727
2013-12-01,2.5641084,13.858854,0.0,6.682694,0.0,2.8486848,0.013887882,-1.3803661,-5.103445,8.903027,-1.9736826
2014-01-01,-5.222225,-0.12430549,0.0,-4.731864,2.4999976,0.57554245,-2.0284772,-2.177292,4.0697575,-4.03893,-1.4541388
2014-02-01,2.8136015,8.278597,0.0,0.99338293,0.0,5.293274,5.5732846,-1.4308453,-0.9776473,5.121708,6.878543
2014-03-01,1.767385,0.23787022,0.0,-3.1381726,0.0,8.0163,4.4798136,5.645156,-4.090267,-4.3415365,-3.1435847
2014-04-01,0.84034204,-4.771763,0.0,1.8375278,-2.439022,15.251577,4.583442,-1.5267193,-10.294115,2.874434,0.6578922
2014-05-01,2.111113,1.9501567,0.0,-0.5223155,0.0,5.0477505,2.8151631,-3.410852,-7.3770466,0.68627596,1.1764765
2014-06-01,2.8835654,0.17389059,0.0,3.7231445,-2.4999976,-1.090908,0.80708265,1.9261599,0.0,7.9357386,-2.9069781
2014-07-01,5.129564,4.506898,0.0,2.439022,1.2820482,-2.8098762,3.6709785,1.7322779,1.7699122,6.4501524,1.3528466
2014-08-01,5.4829,1.6516685,0.0,0.67385435,0.0,1.594162,4.061556,-0.15479922,13.913048,-0.042372942,-4.266959
2014-09-01,-6.53314,-0.7815838,0.0,-6.2918367,3.7974715,-13.244682,-14.732557,-1.705426,7.786262,-3.0097485,-7.154286
2014-10-01,4.030609,-6.8939266,0.0,-4.285717,0.0,-3.249538,2.1597624,1.1041045,3.3994317,0.83042383,-3.101921
2014-11-01,-1.7165303,1.4384866,0.0,0.895524,1.219511,3.1368852,2.6505113,-2.0280838,10.27397,-3.9878607,2.8963447
2014-12-01,-7.5598774,3.2935143,0.0,-8.382643,3.6144614,-6.9124403,-1.7582655,-3.6624193,-12.422359,-1.6704261,-4.1975317
2015-01-01,0.6207824,-6.211376,0.0,0.10764599,3.9534926,0.099015236,-3.2352924,-9.090906,5.673754,-2.4334252,-1.9329906
2015-02-01,-2.6287556,-2.4589062,0.0,-7.096773,0.0,-7.0557175,5.9949517,-7.272726,4.026842,-2.8235316,-5.6504607
2015-03-01,-1.6528904,-6.831479,0.0,5.3240776,4.026842,-12.061012,-10.1708355,2.9411793,1.935482,0.7748127,-7.493037
2015-04-01,7.843137,11.813295,0.0,15.934062,5.376339,12.545383,5.6170583,-2.4761915,-6.329113,12.686205,-3.4929216
2015-05-01,-9.610391,1.4405608,0.0,-7.5829387,0.0,-9.534049,-0.05145073,0.0,-5.1351366,-6.695098,-2.6521087
2015-06-01,-2.816093,9.555185,0.0,-9.743589,3.061223,-5.071318,-13.350922,-3.7109375,1.8518567,-8.5923195,-10.76923
2015-07-01,-4.3169737,-7.6691685,0.0,-3.2954574,0.9901047,-7.846409,-9.2373905,1.6227126,-1.2587428,-4.2,17.0977
2015-08-01,-0.92707276,-8.302938,0.0,1.7626286,0.9803891,-8.876812,-1.4562726,-5.3892193,4.5325875,-5.558455,-12.883436
2015-09-01,-1.6219616,-1.6020715,0.0,-3.464204,0.9708762,3.3797264,8.136153,-10.970461,-0.6775081,-6.6869316,9.330988
2015-10-01,-6.2460365,-2.7689517,0.0,1.3756037,26.923073,-3.2692313,4.0537477,-0.4739344,-3.4106433,1.2733221,-3.41385
2015-11-01,-2.1981716,-8.436489,0.0,-2.8318584,24.242424,-11.530817,-19.840628,-6.904763,1.977396,-8.596492,0.36678314
2015-12-01,4.2185307,-2.817434,0.0,8.864605,57.317078,-0.8988738,3.5069942,3.5805583,-4.570633,2.9430628,-3.289038
2016-01-01,0.7962823,-8.954352,0.0,-4.1829348,18.604649,-2.2675753,-11.249447,0.98764896,0.72568655,0.8701086,2.0267963
2016-02-01,3.554976,3.6182404,0.0,2.037251,10.130715,-1.1600912,-0.671345,0.24449825,-7.3486986,8.687615,6.397307
2016-03-01,-3.3693552,-2.7798057,0.0,-2.7381659,1.7804146,-0.35211444,13.921118,19.5122,-12.441683,3.004539,5.6962013
2016-04-01,10.460531,7.936394,0.0,5.865097,-0.8746326,11.248529,11.325586,17.346943,-1.7762005,6.6868424,3.1137705
2016-05-01,-7.3257866,-0.16437769,0.0,-5.817175,-1.1764705,-10.693491,-12.925548,0.0,-1.4466524,-0.7995844,-5.3426266
2016-06-01,5.9768677,0.027441978,0.0,5.1764727,-4.7619047,11.973917,9.244549,0.0,-3.119266,9.438372,4.601228
2016-07-01,-0.3032148,10.792208,0.0,1.9575,-5.6249976,12.546325,18.864452,-0.8695662,-1.5151501,6.5811396,4.6920776
2016-08-01,-1.82482,0.0,0.0,4.4706583,-14.569539,-8.137345,-5.740416,-7.017541,-2.8846145,2.9870749,5.7422996
2016-09-01,3.655517,4.7619104,0.0,11.499083,-1.5503883,8.294928,7.9110384,-8.301884,-11.287128,2.9004335,6.0927153
2016-10-01,3.6461473,3.7709117,0.0,-2.754885,-2.7559042,-0.9456277,-14.254093,6.9958806,-16.29464,3.4076571,3.3707857
2016-11-01,-0.11534095,4.250622,0.0,14.527845,0.8097172,7.3985696,24.641073,20.192314,-5.333334,9.926772,1.6908169
2016-12-01,-2.2517323,10.084033,0.0,-14.735728,1.2048244,-10.933333,-11.479974,0.32000542,14.929581,-4.663211,0.35629272
2017-01-01,7.4424148,12.977099,0.0,17.57996,0.0,-0.6487012,10.446668,-5.1036654,20.833338,11.024845,-6.153846
2017-02-01,5.7724,35.810818,0.0,-4.808098,1.5873075,10.296333,2.1577954,6.7226887,-6.693709,-1.2237787,-3.0264795
2017-03-01,2.0010352,8.457708,0.0,3.6774516,3.125,-8.697635,3.4728527,-3.937006,1.0869622,-1.9115031,4.9414873
2017-04-01,-2.5987267,0.9174347,0.0,-3.8888872,1.5151501,-5.7356596,3.5003185,-3.2786906,-2.1505356,-5.341029,-1.3630748
2017-05-01,0.86319447,2.454543,0.0,-5.73588,5.223882,-5.079365,-1.2704968,-3.2203376,-13.186812,-0.87685585,2.135682
2017-06-01,-0.4668057,6.0337186,0.0,8.113205,3.191495,4.6822786,1.8015862,12.084066,3.7974715,6.07692,-1.7220199
2017-07-01,-0.05211234,-4.8702955,0.0,1.8324614,2.0618558,8.785939,5.646181,-2.4999976,-2.1951258,1.3415575,3.3792257
2017-08-01,10.375393,6.87896,0.0,2.5706887,5.050504,15.5164,6.233263,1.4423132,0.49875975,12.558138,0.09685755
2017-09-01,-0.7085502,-2.8148115,0.0,3.801167,4.4871807,-11.016947,0.0,-4.42338,0.4962802,0.5085826,0.024187565
2017-10-01,2.7592778,2.3035288,0.0,-2.8571427,4.9079776,17.095243,4.1566133,3.305781,-0.9876609,3.2574296,-6.2877893
2017-11-01,-5.185187,11.225164,0.0,2.3198009,0.0,-9.638065,3.352213,1.6000032,15.96011,-3.3384383,1.2645125
2017-12-01,10.7421875,11.945522,0.0,0.7084966,-2.9239774,14.851486,4.832852,4.5669317,2.7956963,5.1647663,2.0642161
2018-01-01,-2.1384478,6.317401,0.0,5.005026,-6.9277105,6.5830708,-3.2222807,6.1746955,-6.903762,6.6586375,8.264673
2018-02-01,-3.9423287,1.3057113,0.0,-4.2113304,0.0,1.3970613,1.910317,16.31205,-1.1235952,-2.612996,-0.69188476
2018-03-01,-5.980301,15.493834,0.0,-4.27658,0.0,-3.553301,-9.5364275,-0.3658533,-4.545456,-5.0326347,-1.9972146
2018-04-01,12.496877,-5.398184,0.0,-3.1315267,-7.119739,2.6315808,1.827085,0.7343888,-0.47619343,-4.4899225,0.35544634
2018-05-01,1.6407967,1.6949177,0.0,5.9482813,-7.317072,11.501837,2.7097702,9.963549,7.8947306,-0.8634448,-2.7154684
2018-06-01,-6.93717,-13.833332,0.0,-1.9528091,-7.518798,-2.1024942,-3.6772966,-4.198897,0.66519976,-7.935482,-4.126215
2018-07-01,-2.4378836,-10.8962,0.0,-10.601658,-16.260164,-5.8389244,-1.7978013,-4.498267,13.876653,-8.0238285,1.6708851
2018-08-01,2.1143675,-6.937772,0.0,-3.5507083,-18.4466,-8.766926,4.4475555,-1.9323647,2.3210883,-6.400001,-5.4282846
2018-09-01,-2.9647052,-3.662175,0.0,-2.0211756,-4.166669,-1.5625,9.897923,1.6009808,3.9697528,6.308508,-0.6055832
2018-10-01,-5.26188,-3.5528064,0.0,-5.500984,-3.1055927,-8.730162,-0.36588907,-1.090908,2.363634,-4.555893,1.1920571
2018-11-01,0.23036003,-7.9497933,0.0,2.4428248,2.5641084,-2.6086986,7.7777743,-7.2303953,3.0195355,1.9654989,-3.6649227
2018-12-01,-5.7201204,0.0,0.0,2.5367856,-0.6250024,-4.5535746,3.2500505,-5.8124185,-0.68965554,-2.95043,5.8423877
2019-01-01,3.4669518,-38.181816,0.0,4.5027256,-2.5157213,16.744625,9.104753,0.98177195,0.5208373,10.214842,7.060337
2019-02-01,0.05235672,-2.9411793,0.0,1.8465877,1.2903214,4.567313,16.44951,2.222228,-3.9723694,2.169919,3.8369298
2019-03-01,0.052332878,-9.090906,0.0,-6.229663,-2.5477707,-0.5057454,-11.248755,-5.434781,-10.071939,5.2195787,-1.1547327
2019-04-01,-6.014645,14.999998,0.0,-4.561228,0.0,-6.0305,3.4894228,-6.3218412,0.8000016,-3.335613,-8.177572
2019-05-01,-0.1391232,-7.246375,0.0,-6.2337637,0.6536007,-1.508075,-3.4515262,-9.815949,-4.7619104,-10.67068,-4.7582684
2019-06-01,0.30648708,-10.468751,0.0,7.0360065,-4.545456,5.6004047,15.133309,-0.17006993,2.7083278,-1.1489689,0.5877614
2019-07-01,-0.05555749,-10.415358,0.0,4.037273,-8.843535,14.184391,-0.6262243,5.4514527,2.839756,-2.0440876,-8.021248
2019-08-01,-2.5569737,25.594175,0.0,0.34825802,-8.208954,23.533476,1.0371447,-11.470116,-0.19724369,-9.779048,-5.573201
2019-09-01,-1.7969191,10.2900505,0.0,5.8502674,-4.0650425,-4.748601,6.5683484,-4.9270096,0.9881377,7.845807,-2.5993884
2019-10-01,1.9459724,0.12938976,0.0,1.0772824,-0.84745884,-2.3753643,6.6817045,5.3742766,-6.457925,4.394448,3.7676573
2019-11-01,0.85470676,-0.6011605,0.0,-10.264134,-7.6923075,-17.873234,3.4401894,7.468128,9.414232,-8.41893,-0.18154383
2019-12-01,2.2598863,-8.52927,0.0,-0.49057603,-8.333331,2.5969267,5.1654577,-0.6779671,-4.2065024,-0.06597638,4.12246
2020-01-01,-4.8618793,7.018161,0.0,-2.4909198,-1.010102,-8.377897,16.673672,-6.1433434,-0.9980023,-3.169012,-4.6579304
2020-02-01,-1.5969813,-4.275709,0.0,-1.6498148,0.0,-4.630351,12.161196,4.54545,0.40322542,-8.113634,-0.51908493
2020-03-01,-9.943938,-10.634417,0.0,-5.762988,-5.1020384,-6.291312,-8.076763,-16.52174,10.040164,-5.738312,-10.362185
2020-04-01,-2.064222,0.02193451,0.0,-6.086707,-3.2258093,6.165099,-14.764833,4.1666627,22.262775,1.7843127,4.074788
2020-05-01,3.5797954,0.050616264,0.0,2.3234487,-5.555558,1.0826826,1.0810494,7.0000052,1.6417861,2.5006413,1.3686895
2020-06-01,4.6188593,-3.9491415,0.0,6.0053825,-4.705882,3.902948,-0.5271435,-2.803737,-4.405284,2.9929519,8.549177
2020-07-01,5.8042645,1.822269,0.0,5.9470177,-2.4691343,7.6610684,9.9515915,-0.38461685,-1.9969285,13.235653,7.0266724
2020-08-01,5.048144,13.939655,0.0,4.9481273,0.7594943,11.468161,5.6307316,5.2123547,-1.5673995,8.475304,-0.2626121
2020-09-01,-1.9444466,2.7994275,0.0,-7.50317,1.75879,-5.531335,2.4525046,9.541285,-4.777068,-4.4532776,-1.9943953
2020-10-01,4.7308803,-4.2084336,0.0,-0.24664402,1.2345672,4.4017315,-4.5991716,13.065327,-1.6722381,4.9937606,1.3204575
2020-11-01,10.630238,-1.5274405,0.0,13.736259,7.317078,5.7864904,7.9944253,21.629631,-0.85033774,10.602463,5.0550103
2020-12-01,-3.202933,-0.02887249,0.0,-3.671497,19.318188,3.617537,2.2361755,17.29598,5.3173304,-1.415515,9.150958
2021-01-01,-0.10103583,28.75663,0.0,1.5045166,37.14286,6.4888954,-9.773546,3.2191038,-1.9544005,-6.2340975,12.073803
2021-02-01,8.950699,25.968039,0.0,1.4081001,12.5,5.008197,4.244578,17.404425,-5.4817257,8.257413,12.665176
2021-03-01,2.6688337,-3.6263525,0.0,-3.8002431,8.64197,-13.505947,13.140261,9.682953,10.193324,0.9310603,-1.0754347
2021-04-01,8.363474,-9.794479,0.0,8.98962,1.1363626,9.99502,13.069725,19.609379,-6.379586,3.8140893,13.006139
2021-05-01,3.5878181,-3.4318566,0.0,1.9284368,0.0,2.4838805,-4.375589,2.5473595,7.325387,4.5796275,7.145345
2021-06-01,1.631093,13.763607,0.0,3.6699295,-2.2471905,0.5576134,-1.7172575,16.242039,3.0158758,-2.7941167,1.6753435
2021-07-01,2.6352286,5.6592345,0.0,4.749346,4.5976996,7.3459983,-4.271078,-1.6438365,-0.154078,1.7650008,10.85906
2021-08-01,4.9420834,-4.3957233,0.0,-5.289674,28.571426,-0.025570393,-7.19946,1.6713142,4.0123463,-0.77634454,-2.1414757
2021-09-01,5.1692367,5.780959,0.0,-7.2473407,50.427353,-8.241672,-23.02307,-11.287671,27.744806,-0.516063,0.041294098
2021-10-01,-4.967642,6.2637925,0.0,13.930702,9.375,8.429968,4.226911,-3.5206914,21.36029,13.068938,8.746791
2021-11-01,-3.3683062,16.311682,0.0,-4.5511723,3.1168818,2.3087263,-13.972259,-11.779767,14.975775,-5.2686095,5.7796597
2021-12-01,6.952381,7.17535,0.0,1.2524724,39.798485,4.3222547,12.160659,-9.288824,8.591259,10.420251,-0.4100442
2022-01-01,7.604635,0.7574916,0.0,-2.5824666,36.036037,7.5685263,23.216057,-23.199999,2.2067428,1.4714241,10.712814
2022-02-01,11.502814,4.243684,0.0,6.3488483,28.079473,8.751345,6.262207,13.750005,11.250008,2.2308946,5.1158667
2022-03-01,3.6366343,10.971033,0.0,1.2149096,2.6887298,32.225513,-9.961671,40.109886,19.713985,13.84343,-5.1167545
2022-04-01,-12.560868,-0.11361241,0.0,-6.4362583,-6.8479357,-1.0465026,2.7714968,-22.222221,-9.385663,-1.5933871,-6.1780453
2022-05-01,-8.69779,-9.939218,0.0,-3.4726858,1.2972951,-10.635483,-13.432002,-15.294117,-8.757061,-4.711467,-13.882607
2022-06-01,-12.253321,-4.809886,0.0,-12.580204,1.4941335,-20.054943,-4.112047,-12.5,4.9535513,-19.330524,-23.706377
2022-07-01,1.758337,-28.53291,0.0,6.657934,0.21030903,4.057622,11.576044,1.9274354,-2.359879,4.7988653,-5.307931
2022-08-01,-5.2039385,2.9901981,0.0,-4.1533527,3.3578157,-9.348404,-3.1493187,-10.344828,7.351458,4.563999,-8.99908
2022-09-01,-8.350998,0.015509129,0.0,-2.1538436,3.6548257,-1.4198303,5.238354,-5.707198,-8.067542,-14.207256,-9.472209
2022-10-01,2.7752042,-0.04941821,0.0,3.4067035,10.773754,3.3259153,-15.700704,-9.605265,7.7551007,-9.130728,-14.553648
2022-11-01,11.498653,0.012600422,0.88715553,11.150527,2.1220207,23.742496,1.1765957,4.8034906,-5.397725,12.6251335,30.003965
2022-12-01,-4.016143,0.013566017,19.335115,4.559958,-10.043287,11.342502,-3.177923,11.111116,-1.9019008,-2.13992,8.23263
2023-01-01,11.185873,-5.696726,10.864485,-6.825119,-8.662176,0.98508596,-7.6935825,0.0,3.7755013,14.011776,18.87294
2023-02-01,-10.24962,-30.497206,1.929152,-1.5211821,-21.917809,-18.29027,-14.7988205,49.749992,0.39331913,-11.463558,-15.350967
2023-03-01,1.6856313,2.2608638,1.0417461,0.14258623,-38.05668,-3.8557708,4.0537715,-15.27546,6.1105595,-2.5995672,3.493166
2023-04-01,-2.3622036,0.008678436,-8.594364,1.945889,-22.657955,1.5982866,1.1856675,-13.30049,11.8278,-9.40975,0.9792924
2023-05-01,-4.668933,-15.66422,-9.531599,-6.3081923,67.60564,-14.992362,-9.159576,-10.000002,17.54504,-15.07082,-2.4302363
2023-06-01,-4.20748,13.403058,7.1380973,4.322982,3.3613443,-0.34971833,-10.080939,11.237371,23.26228,6.20414,5.2369
2023-07-01,6.0887694,-0.07408261,-0.097715855,2.3577094,-13.983738,8.661532,4.386246,-10.896707,28.97952,7.412064,6.9063306
2023-08-01,-3.2639623,0.018155575,-2.720964,3.210795,-23.818523,-8.98937,-3.9510846,-7.6433125,34.696762,-5.2436647,-11.317528
2023-09-01,6.2952876,0.046885014,10.411334,-2.1190286,-17.36973,-7.8614054,2.5138736,12.413788,40.414,9.010494,-5.7174387
2023-10-01,-4.069024,-0.036287308,-1.5564203,-3.9613068,-1.8018007,-3.0170083,-10.34236,22.208584,46.13124,-8.303452,0.56381226
2023-11-01,-2.5982678,0.0574708,9.713232,1.8225431,-29.357798,-8.190846,-9.386373,8.032131,8.042896,1.8933892,-3.4594476
2023-12-01,8.709526,-12.970853,4.53012,-2.5671244,-16.450214,-0.2523303,8.33987,-7.5278816,13.64764,7.372248,9.330643
2024-01-01,-4.3624163,-0.07990003,-0.90928674,4.350984,-1.0362685,-2.0116866,-9.832657,-15.175879,10.589528,-4.909706,3.2185674
2024-02-01,-2.2807002,-1.6565561,-7.600093,-4.60968,6.282723,10.00061,-5.557781,-2.8436005,-6.5153065,-4.015827,1.231277
2024-03-01,4.8922777,0.52672625,-12.277752,-0.19426942,5.9113264,-6.4092517,8.508598,11.219513,-6.5997896,0.5358577,3.3702374
2024-04-01,10.890031,-2.3261964,1.2599349,7.883215,2.7907014,14.860594,-6.7254066,-8.44298,2.0350456,19.967197,13.715351
2024-05-01,2.353847,-3.1232476,5.959785,2.5259376,-4.5248866,2.4534822,-4.9538193,-2.9940128,-1.8282592,1.486671,5.849564
2024-06-01,-4.825634,-0.39579272,-9.368616,-2.155739,-13.27014,-12.27296,7.884276,-7.037038,-3.2167017,-1.0776222,-0.91701746
2024-07-01,-9.26916,-2.0204067,-0.5351603,-6.3174486,-10.928965,-3.9731681,-5.3019466,4.249668,-1.5160382,-8.919149,-8.19512
2024-08-01,6.832564,-8.297795,-6.8340597,-1.4638841,-7.975459,0.97566843,3.9775133,-3.9490461,-6.157488,8.278823,7.619107
