"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"14.01.2024","948,70","982,25","999,00","905,03","","-3,05%"
"07.01.2024","978,50","1.030,75","1.040,50","972,50","","-5,65%"
"31.12.2023","1.037,10","1.106,00","1.122,00","1.020,78","","-6,19%"
"24.12.2023","1.105,50","1.228,00","1.228,03","1.101,50","1,86K","-9,66%"
"17.12.2023","1.223,70","1.189,00","1.260,00","1.158,00","16,81K","1,77%"
"10.12.2023","1.202,40","953,00","1.206,50","939,50","14,98K","26,36%"
"03.12.2023","951,60","1.010,50","1.021,00","926,50","14,14K","-5,82%"
"26.11.2023","1.010,40","1.084,00","1.100,00","996,00","12,35K","-6,79%"
"19.11.2023","1.084,00","1.062,00","1.104,50","1.050,00","22,18K","2,07%"
"12.11.2023","1.062,00","973,50","1.068,50","957,50","10,12K","8,50%"
"05.11.2023","978,80","1.130,00","1.138,50","950,00","23,02K","-13,25%"
"29.10.2023","1.128,25","1.130,50","1.166,78","1.109,28","","-0,74%"
"22.10.2023","1.136,70","1.105,25","1.153,78","1.088,00","","2,29%"
"15.10.2023","1.111,20","1.150,50","1.160,00","1.099,00","12,02K","-3,50%"
"08.10.2023","1.151,50","1.166,00","1.189,50","1.117,75","","-1,00%"
"01.10.2023","1.163,10","1.254,00","1.258,50","1.137,00","15,96K","-7,40%"
"24.09.2023","1.256,00","1.224,50","1.299,00","1.221,00","3,65K","-0,52%"
"17.09.2023","1.262,60","1.258,00","1.301,50","1.228,00","11,23K","0,79%"
"10.09.2023","1.252,70","1.199,50","1.281,00","1.195,50","8,34K","5,07%"
"03.09.2023","1.192,30","1.220,00","1.237,00","1.180,50","8,68K","-2,86%"
"27.08.2023","1.227,40","1.233,50","1.268,00","1.215,00","6,74K","-0,14%"
"20.08.2023","1.229,10","1.262,00","1.302,50","1.213,00","21,15K","-2,30%"
"13.08.2023","1.258,00","1.301,75","1.316,28","1.205,50","","-3,90%"
"06.08.2023","1.309,10","1.256,00","1.346,00","1.196,50","15,30K","3,52%"
"30.07.2023","1.264,60","1.241,00","1.285,03","1.220,50","","2,02%"
"23.07.2023","1.239,60","1.234,50","1.264,50","1.219,00","","-2,82%"
"16.07.2023","1.275,60","1.268,50","1.324,50","1.248,00","7,98K","0,73%"
"09.07.2023","1.266,40","1.244,50","1.305,00","1.185,00","9,53K","1,71%"
"02.07.2023","1.245,10","1.225,00","1.272,00","1.212,50","","1,89%"
"25.06.2023","1.222,00","1.260,50","1.264,00","1.214,00","1,88K","-4,46%"
"18.06.2023","1.279,00","1.415,00","1.417,00","1.265,00","8,02K","-9,69%"
"11.06.2023","1.416,20","1.318,50","1.426,00","1.296,00","8,06K","8,54%"
"04.06.2023","1.304,80","1.426,50","1.448,50","1.293,00","10,14K","-7,03%"
"28.05.2023","1.403,50","1.425,00","1.445,00","1.351,00","7,89K","-0,57%"
"21.05.2023","1.411,50","1.526,00","1.532,00","1.389,00","12,85K","-7,37%"
"14.05.2023","1.523,80","1.511,50","1.547,00","1.448,50","7,88K","0,66%"
"07.05.2023","1.513,80","1.486,50","1.627,50","1.486,00","11,93K","1,82%"
"30.04.2023","1.486,80","1.505,00","1.514,00","1.405,00","9,32K","-1,53%"
"23.04.2023","1.509,90","1.498,00","1.529,00","1.458,50","2,02K","-6,07%"
"16.04.2023","1.607,40","1.500,50","1.649,00","1.483,50","11,27K","6,88%"
"09.04.2023","1.504,00","1.457,25","1.524,50","1.402,00","","2,84%"
"02.04.2023","1.462,40","1.456,50","1.498,50","1.408,00","6,56K","-0,38%"
"26.03.2023","1.468,00","1.428,00","1.503,50","1.423,00","2,02K","3,79%"
"19.03.2023","1.414,40","1.407,50","1.463,00","1.360,50","1,97K","2,04%"
"12.03.2023","1.386,10","1.374,00","1.532,00","1.363,00","11,52K","1,75%"
"05.03.2023","1.362,30","1.432,50","1.447,00","1.333,00","10,09K","-5,98%"
"26.02.2023","1.449,00","1.398,00","1.465,00","1.389,50","9,64K","5,21%"
"19.02.2023","1.377,30","1.494,00","1.538,50","1.354,00","14,28K","-7,72%"
"12.02.2023","1.492,50","1.526,50","1.577,00","1.413,50","15,98K","-2,12%"
"05.02.2023","1.524,90","1.617,50","1.674,50","1.522,00","14,44K","-5,78%"
"29.01.2023","1.618,40","1.600,00","1.698,50","1.582,00","10,80K","1,17%"
"22.01.2023","1.599,70","1.734,50","1.748,50","1.597,50","7,75K","-7,17%"
"15.01.2023","1.723,20","1.789,00","1.794,00","1.662,50","7,78K","-3,59%"
"08.01.2023","1.787,30","1.814,50","1.841,00","1.730,00","5,18K","-1,07%"
"01.01.2023","1.806,70","1.804,50","1.838,00","1.674,00","6,12K","0,00%"
"25.12.2022","1.806,70","1.750,00","1.845,00","1.750,00","3,75K","4,31%"
"18.12.2022","1.732,00","1.707,00","1.754,00","1.640,50","8,70K","1,49%"
"11.12.2022","1.706,60","1.954,00","2.003,00","1.702,50","13,31K","-13,32%"
"04.12.2022","1.968,80","1.904,00","1.972,50","1.839,00","6,45K","3,56%"
"27.11.2022","1.901,10","1.847,00","1.955,00","1.811,50","5,88K","2,82%"
"20.11.2022","1.849,00","1.947,00","1.947,25","1.798,50","","-4,64%"
"13.11.2022","1.938,90","2.036,50","2.113,50","1.932,00","10,56K","-5,02%"
"06.11.2022","2.041,28","1.854,00","2.042,50","1.802,50","","10,97%"
"30.10.2022","1.839,50","1.894,00","1.945,00","1.759,50","9,87K","-3,32%"
"23.10.2022","1.902,60","2.012,25","2.070,52","1.876,00","","-5,13%"
"16.10.2022","2.005,50","1.996,50","2.094,50","1.951,00","","0,41%"
"09.10.2022","1.997,30","2.193,00","2.270,00","1.989,00","6,72K","-8,85%"
"02.10.2022","2.191,30","2.185,00","2.360,00","2.167,50","7,17K","0,16%"
"25.09.2022","2.187,80","2.066,27","2.257,77","2.024,78","","5,70%"
"18.09.2022","2.069,77","2.135,50","2.239,50","2.062,52","","-2,03%"
"11.09.2022","2.112,70","2.186,77","2.279,77","2.071,02","","-2,98%"
"04.09.2022","2.177,60","2.007,03","2.189,00","1.942,78","","7,97%"
"28.08.2022","2.016,78","2.119,27","2.167,02","1.990,78","","-4,12%"
"21.08.2022","2.103,52","2.119,50","2.200,00","1.954,78","","-0,97%"
"14.08.2022","2.124,02","2.224,50","2.234,50","2.102,00","","-4,30%"
"07.08.2022","2.219,52","2.129,77","2.296,52","2.116,00","","4,23%"
"31.07.2022","2.129,50","2.127,50","2.223,02","1.983,50","","0,10%"
"24.07.2022","2.127,27","2.032,50","2.137,00","1.965,00","","4,83%"
"17.07.2022","2.029,28","1.838,50","2.048,00","1.829,28","","11,13%"
"10.07.2022","1.826,03","2.151,52","2.188,50","1.821,50","","-15,77%"
"03.07.2022","2.168,00","1.928,25","2.180,00","1.876,78","","11,79%"
"26.06.2022","1.939,28","1.863,00","2.010,00","1.844,75","","4,18%"
"19.06.2022","1.861,53","1.800,78","1.895,00","1.795,53","","3,56%"
"12.06.2022","1.797,53","1.924,03","1.927,28","1.763,53","","-6,57%"
"05.06.2022","1.924,03","1.962,00","2.023,78","1.854,00","","-2,11%"
"29.05.2022","1.965,53","2.060,02","2.090,00","1.956,00","","-4,16%"
"22.05.2022","2.050,78","1.961,03","2.053,52","1.954,53","","5,36%"
"15.05.2022","1.946,53","1.917,50","2.101,02","1.888,00","","1,47%"
"08.05.2022","1.918,28","2.034,03","2.149,00","1.843,28","","-5,60%"
"01.05.2022","2.032,00","2.271,00","2.312,77","1.986,50","","-12,19%"
"24.04.2022","2.314,00","2.359,50","2.359,50","2.058,52","","-2,35%"
"17.04.2022","2.369,77","2.340,00","2.488,27","2.339,00","","1,01%"
"10.04.2022","2.346,00","2.403,50","2.532,02","2.301,00","","-3,18%"
"03.04.2022","2.423,00","2.254,00","2.465,00","2.166,00","","6,27%"
"27.03.2022","2.280,00","2.355,00","2.393,50","2.025,50","","-2,71%"
"20.03.2022","2.343,50","2.499,00","2.609,02","2.283,50","","-5,66%"
"13.03.2022","2.484,00","2.784,50","2.796,25","2.316,27","","-11,57%"
"06.03.2022","2.809,00","2.964,00","3.417,02","2.705,00","","-6,05%"
"27.02.2022","2.990,00","2.356,00","2.992,02","2.356,00","","26,03%"
"20.02.2022","2.372,50","2.320,50","2.712,27","2.301,00","","0,91%"
"13.02.2022","2.351,00","2.335,50","2.419,77","2.186,00","","1,64%"
"06.02.2022","2.313,00","2.296,75","2.359,50","2.168,00","","1,20%"
"30.01.2022","2.285,50","2.364,75","2.448,00","2.273,00","","-3,75%"
"23.01.2022","2.374,50","2.103,25","2.388,52","2.083,75","","13,15%"
"16.01.2022","2.098,50","1.880,00","2.139,27","1.865,50","","11,44%"
"09.01.2022","1.883,00","1.936,50","1.965,78","1.851,00","","-2,59%"
"02.01.2022","1.933,00","1.892,25","1.944,03","1.817,25","","1,58%"
"26.12.2021","1.903,00","1.949,25","2.019,28","1.855,00","","-2,08%"
"19.12.2021","1.943,50","1.782,50","1.962,00","1.688,00","","9,43%"
"12.12.2021","1.776,00","1.751,25","1.858,78","1.531,53","","0,97%"
"05.12.2021","1.759,00","1.811,75","1.884,50","1.732,50","","-2,71%"
"28.11.2021","1.808,00","1.733,50","1.871,00","1.696,50","","3,11%"
"21.11.2021","1.753,50","2.060,00","2.084,00","1.698,50","","-14,71%"
"14.11.2021","2.056,00","2.101,50","2.215,25","2.056,00","","-2,79%"
"07.11.2021","2.115,00","2.039,25","2.124,52","2.001,00","","4,24%"
"31.10.2021","2.029,00","2.001,25","2.071,00","1.972,00","","1,20%"
"24.10.2021","2.005,00","2.018,00","2.078,00","1.932,50","","-0,62%"
"17.10.2021","2.017,50","2.078,50","2.122,00","1.970,50","","-2,79%"
"10.10.2021","2.075,50","2.069,00","2.205,50","2.026,75","","0,41%"
"03.10.2021","2.067,00","1.920,25","2.081,00","1.831,00","","8,79%"
"26.09.2021","1.900,00","1.948,00","1.977,50","1.827,00","","-2,71%"
"19.09.2021","1.953,00","1.990,25","2.067,50","1.827,50","","-2,62%"
"12.09.2021","2.005,50","2.133,00","2.156,50","1.918,00","","-5,69%"
"05.09.2021","2.126,50","2.413,50","2.433,50","2.116,00","","-11,82%"
"29.08.2021","2.411,50","2.425,25","2.500,00","2.382,00","","0,15%"
"22.08.2021","2.408,00","2.271,00","2.479,50","2.260,00","","5,99%"
"15.08.2021","2.272,00","2.643,00","2.655,00","2.265,00","","-14,22%"
"08.08.2021","2.648,50","2.632,25","2.663,50","2.592,00","","0,82%"
"01.08.2021","2.627,00","2.649,75","2.707,25","2.624,50","","-1,39%"
"25.07.2021","2.664,00","2.673,77","2.706,50","2.583,00","","-0,32%"
"18.07.2021","2.672,50","2.631,00","2.740,00","2.566,50","","1,68%"
"11.07.2021","2.628,25","2.821,00","2.868,00","2.609,50","","-6,72%"
"04.07.2021","2.817,50","2.788,00","2.882,00","2.768,50","","1,02%"
"27.06.2021","2.789,00","2.643,25","2.812,50","2.629,00","","5,44%"
"20.06.2021","2.645,00","2.478,00","2.659,00","2.465,50","","7,00%"
"13.06.2021","2.472,00","2.780,25","2.843,25","2.452,00","","-11,00%"
"06.06.2021","2.777,50","2.845,00","2.847,25","2.738,25","","-2,37%"
"30.05.2021","2.845,00","2.824,50","2.875,00","2.798,00","","0,46%"
"23.05.2021","2.832,00","2.790,00","2.845,00","2.733,00","","2,05%"
"16.05.2021","2.775,00","2.891,25","2.942,50","2.767,50","","-3,96%"
"09.05.2021","2.889,50","2.925,00","2.999,25","2.798,50","","-1,11%"
"02.05.2021","2.922,00","2.940,75","3.019,00","2.824,50","","-0,44%"
"25.04.2021","2.935,00","2.857,00","3.008,50","2.843,00","","2,74%"
"18.04.2021","2.856,75","2.771,25","2.929,00","2.724,00","","2,91%"
"11.04.2021","2.776,00","2.636,50","2.787,50","2.616,50","","5,09%"
"04.04.2021","2.641,50","2.659,50","2.698,25","2.586,50","","-1,03%"
"28.03.2021","2.669,00","2.672,50","2.687,50","2.513,50","","-0,41%"
"21.03.2021","2.680,00","2.614,75","2.685,00","2.548,50","","2,17%"
"14.03.2021","2.623,00","2.354,75","2.748,00","2.334,75","","11,10%"
"07.03.2021","2.361,00","2.326,25","2.367,00","2.264,25","","1,59%"
"28.02.2021","2.324,00","2.312,50","2.379,25","2.305,00","","0,82%"
"21.02.2021","2.305,00","2.397,50","2.490,00","2.294,00","","-3,13%"
"14.02.2021","2.379,50","2.385,00","2.417,50","2.326,00","","-0,26%"
"07.02.2021","2.385,75","2.334,50","2.387,50","2.303,50","","1,78%"
"31.01.2021","2.344,00","2.219,75","2.344,50","2.208,00","","5,14%"
"24.01.2021","2.229,50","2.364,00","2.385,50","2.190,50","","-5,83%"
"17.01.2021","2.367,50","2.390,50","2.414,50","2.348,00","","-0,98%"
"10.01.2021","2.391,00","2.377,00","2.465,50","2.344,50","","0,55%"
"03.01.2021","2.378,00","2.463,75","2.535,50","2.340,00","","-3,16%"
"27.12.2020","2.455,50","2.340,00","2.476,50","2.323,75","","4,69%"
"20.12.2020","2.345,50","2.367,50","2.404,50","2.297,25","","-0,76%"
"13.12.2020","2.363,50","2.321,25","2.398,00","2.303,50","","2,03%"
"06.12.2020","2.316,50","2.360,25","2.374,75","2.257,75","","-1,63%"
"29.11.2020","2.355,00","2.423,85","2.432,55","2.225,10","","-2,71%"
"22.11.2020","2.420,70","2.316,55","2.428,50","2.316,55","","4,06%"
"15.11.2020","2.326,30","2.324,50","2.379,20","2.273,35","","0,05%"
"08.11.2020","2.325,20","2.487,65","2.522,25","2.310,40","","-6,74%"
"01.11.2020","2.493,30","2.221,50","2.512,90","2.196,00","","12,53%"
"25.10.2020","2.215,70","2.406,80","2.406,90","2.182,00","","-8,05%"
"18.10.2020","2.409,60","2.338,30","2.429,90","2.338,30","","3,05%"
"11.10.2020","2.338,20","2.457,05","2.480,00","2.310,60","","-4,90%"
"04.10.2020","2.458,70","2.314,20","2.491,90","2.303,20","","6,42%"
"27.09.2020","2.310,40","2.223,25","2.358,35","2.216,20","","3,60%"
"20.09.2020","2.230,20","2.377,95","2.409,80","2.191,20","","-6,40%"
"13.09.2020","2.382,60","2.340,90","2.454,50","2.310,40","","1,93%"
"06.09.2020","2.337,50","2.317,00","2.359,70","2.253,40","","0,59%"
"30.08.2020","2.323,80","2.220,50","2.413,35","2.220,50","","5,96%"
"23.08.2020","2.193,00","2.178,50","2.225,80","2.134,65","","0,65%"
"16.08.2020","2.178,80","2.143,15","2.258,65","2.143,15","","1,81%"
"09.08.2020","2.140,10","2.182,15","2.350,00","2.102,00","","-2,63%"
"02.08.2020","2.197,90","2.127,50","2.307,50","2.101,30","","3,04%"
"26.07.2020","2.133,00","2.287,00","2.420,20","2.079,00","","-7,26%"
"19.07.2020","2.300,00","2.053,75","2.308,15","2.045,50","","12,17%"
"12.07.2020","2.050,50","1.997,00","2.090,75","1.959,20","","2,68%"
"05.07.2020","1.997,00","1.931,05","2.019,10","1.911,65","","3,26%"
"28.06.2020","1.933,90","1.886,00","1.974,10","1.874,90","","2,16%"
"21.06.2020","1.893,10","1.911,25","1.965,00","1.832,10","","-0,84%"
"14.06.2020","1.909,20","1.929,70","1.973,60","1.876,50","","-0,98%"
"07.06.2020","1.928,00","1.967,50","2.060,30","1.904,10","","-1,93%"
"31.05.2020","1.966,00","1.946,40","2.028,00","1.832,20","","0,68%"
"24.05.2020","1.952,70","2.000,45","2.050,00","1.893,50","","-1,44%"
"17.05.2020","1.981,20","1.868,60","2.168,80","1.864,90","","5,96%"
"10.05.2020","1.869,80","1.848,95","1.914,50","1.742,40","","1,07%"
"03.05.2020","1.850,00","1.884,20","1.899,30","1.732,00","","-1,09%"
"26.04.2020","1.870,30","1.980,30","2.075,60","1.862,50","","-5,35%"
"19.04.2020","1.976,00","2.106,50","2.159,20","1.765,00","","-5,90%"
"12.04.2020","2.100,00","2.096,35","2.255,00","2.053,80","","0,62%"
"05.04.2020","2.087,00","2.107,45","2.207,85","2.020,00","","-1,46%"
"29.03.2020","2.118,00","2.146,75","2.368,00","2.039,90","","-1,27%"
"22.03.2020","2.145,30","1.529,30","2.319,90","1.483,30","","41,42%"
"15.03.2020","1.517,00","1.637,50","1.759,30","1.355,10","","-8,50%"
"08.03.2020","1.658,00","2.465,05","2.478,10","1.466,00","","-32,66%"
"01.03.2020","2.462,20","2.504,65","2.576,90","2.322,10","","-1,51%"
"23.02.2020","2.500,00","2.613,80","2.789,10","2.387,30","","-4,36%"
"16.02.2020","2.614,00","2.336,00","2.755,90","2.327,40","","11,94%"
"09.02.2020","2.335,20","2.202,95","2.370,85","2.202,95","","5,54%"
"02.02.2020","2.212,70","2.222,70","2.400,00","2.171,30","","-0,21%"
"26.01.2020","2.217,35","2.318,10","2.324,95","2.151,55","","-4,51%"
"19.01.2020","2.322,00","2.232,55","2.427,55","2.204,35","","3,18%"
"12.01.2020","2.250,40","2.074,70","2.298,35","2.063,55","","8,53%"
"05.01.2020","2.073,60","1.953,70","2.112,95","1.953,70","","5,94%"
"29.12.2019","1.957,40","1.875,70","1.957,80","1.872,30","","4,39%"
"22.12.2019","1.875,10","1.826,25","1.882,20","1.785,30","","2,90%"
"15.12.2019","1.822,30","1.904,30","1.974,50","1.801,85","","-4,50%"
"08.12.2019","1.908,10","1.851,30","1.958,30","1.844,90","","3,02%"
"01.12.2019","1.852,10","1.813,75","1.853,15","1.808,85","","2,15%"
"24.11.2019","1.813,15","1.740,15","1.818,00","1.740,15","","3,92%"
"17.11.2019","1.744,80","1.673,00","1.747,85","1.670,80","","4,21%"
"10.11.2019","1.674,30","1.711,45","1.723,95","1.644,30","","-2,22%"
"03.11.2019","1.712,40","1.778,80","1.795,60","1.707,15","","-3,84%"
"27.10.2019","1.780,85","1.740,75","1.799,10","1.739,75","","2,27%"
"20.10.2019","1.741,25","1.726,90","1.760,20","1.703,30","","0,83%"
"13.10.2019","1.726,90","1.672,50","1.750,00","1.657,40","","3,22%"
"06.10.2019","1.673,00","1.641,75","1.679,50","1.606,45","","1,96%"
"29.09.2019","1.640,80","1.653,70","1.672,10","1.613,00","","-0,73%"
"22.09.2019","1.652,90","1.620,10","1.662,85","1.602,30","","2,06%"
"15.09.2019","1.619,60","1.601,25","1.638,00","1.563,20","","1,04%"
"08.09.2019","1.602,95","1.535,90","1.616,50","1.518,60","","4,39%"
"01.09.2019","1.535,50","1.532,95","1.564,00","1.513,65","","0,36%"
"25.08.2019","1.530,00","1.460,50","1.543,20","1.450,00","","5,31%"
"18.08.2019","1.452,90","1.443,25","1.490,55","1.438,60","","0,81%"
"11.08.2019","1.441,20","1.416,75","1.455,50","1.411,10","","1,88%"
"04.08.2019","1.414,60","1.403,20","1.447,70","1.390,00","","0,76%"
"28.07.2019","1.403,90","1.532,90","1.558,65","1.378,60","","-8,26%"
"21.07.2019","1.530,35","1.503,05","1.544,70","1.495,30","","1,82%"
"14.07.2019","1.502,95","1.538,00","1.568,10","1.495,95","","-2,47%"
"07.07.2019","1.541,05","1.562,15","1.599,95","1.526,65","","-1,51%"
"30.06.2019","1.564,70","1.527,55","1.571,10","1.522,30","","2,46%"
"23.06.2019","1.527,20","1.493,65","1.558,30","1.491,40","","2,16%"
"16.06.2019","1.494,85","1.460,45","1.524,95","1.438,30","","2,26%"
"09.06.2019","1.461,85","1.352,85","1.463,30","1.341,70","","8,12%"
"02.06.2019","1.352,10","1.323,25","1.369,20","1.305,20","","2,11%"
"26.05.2019","1.324,15","1.330,40","1.373,60","1.315,00","","-0,27%"
"19.05.2019","1.327,70","1.304,70","1.333,30","1.292,60","","1,52%"
"12.05.2019","1.307,85","1.350,70","1.350,70","1.298,35","","-2,98%"
"05.05.2019","1.348,00","1.363,65","1.364,20","1.256,50","","-1,28%"
"28.04.2019","1.365,50","1.457,05","1.457,10","1.304,00","","-6,26%"
"21.04.2019","1.456,65","1.407,70","1.456,70","1.352,10","","3,31%"
"14.04.2019","1.410,00","1.346,00","1.410,40","1.326,45","","4,84%"
"07.04.2019","1.344,90","1.344,35","1.373,10","1.325,10","","0,01%"
"31.03.2019","1.344,70","1.354,20","1.412,70","1.295,50","","-0,69%"
"24.03.2019","1.354,10","1.521,65","1.549,40","1.303,60","","-10,93%"
"17.03.2019","1.520,35","1.517,20","1.576,60","1.502,20","","0,38%"
"10.03.2019","1.514,65","1.472,55","1.524,10","1.463,20","","2,97%"
"03.03.2019","1.470,90","1.506,55","1.516,80","1.455,80","","-2,12%"
"24.02.2019","1.502,80","1.459,30","1.525,80","1.454,30","","2,56%"
"17.02.2019","1.465,30","1.409,60","1.479,30","1.406,35","","3,97%"
"10.02.2019","1.409,40","1.378,45","1.412,60","1.347,55","","2,22%"
"03.02.2019","1.378,75","1.316,90","1.379,90","1.306,60","","4,70%"
"27.01.2019","1.316,90","1.325,10","1.347,95","1.284,60","","-0,77%"
"20.01.2019","1.327,10","1.337,60","1.355,35","1.269,10","","-0,77%"
"13.01.2019","1.337,35","1.280,90","1.397,40","1.273,30","","4,38%"
"06.01.2019","1.281,20","1.240,95","1.294,30","1.230,80","","3,29%"
"30.12.2018","1.240,45","1.186,00","1.249,00","1.183,60","","4,66%"
"23.12.2018","1.185,20","1.161,45","1.204,80","1.157,90","","2,27%"
"16.12.2018","1.158,90","1.171,00","1.208,70","1.155,50","","-0,92%"
"09.12.2018","1.169,65","1.169,15","1.198,55","1.149,75","","-0,15%"
"02.12.2018","1.171,35","1.152,00","1.198,30","1.135,80","","2,11%"
"25.11.2018","1.147,20","1.099,60","1.173,00","1.099,60","","4,11%"
"18.11.2018","1.101,90","1.161,80","1.167,10","1.095,00","","-4,92%"
"11.11.2018","1.158,90","1.100,50","1.168,30","1.077,70","","5,40%"
"04.11.2018","1.099,50","1.102,70","1.124,40","1.087,10","","-0,29%"
"28.10.2018","1.102,70","1.090,40","1.110,40","1.054,50","","1,02%"
"21.10.2018","1.091,60","1.072,80","1.136,90","1.065,30","","1,83%"
"14.10.2018","1.072,00","1.062,00","1.083,00","1.057,50","","1,06%"
"07.10.2018","1.060,80","1.058,70","1.089,30","1.048,60","","-0,25%"
"30.09.2018","1.063,50","1.064,50","1.069,30","1.032,40","","-1,76%"
"23.09.2018","1.082,60","1.068,60","1.071,20","1.068,60","0,00K","1,47%"
"16.09.2018","1.066,90","998,80","1.060,00","998,80","0,01K","6,82%"
"09.09.2018","998,80","992,00","1.004,00","976,40","0,07K","1,11%"
"02.09.2018","987,80","967,80","985,00","964,70","0,02K","0,77%"
"26.08.2018","980,30","933,10","980,30","927,00","16,15K","5,57%"
"19.08.2018","928,60","886,30","935,00","886,30","24,29K","5,79%"
"12.08.2018","877,80","902,40","902,50","815,20","43,75K","-2,59%"
"05.08.2018","901,10","905,50","915,20","885,00","26,65K","-0,75%"
"29.07.2018","907,90","921,30","934,30","902,20","19,65K","-1,15%"
"22.07.2018","918,50","890,80","936,80","875,60","23,50K","3,33%"
"15.07.2018","888,90","933,10","939,80","853,30","31,39K","-4,71%"
"08.07.2018","932,80","948,00","962,80","928,70","18,96K","-1,56%"
"01.07.2018","947,60","944,90","950,90","931,30","13,90K","-0,35%"
"24.06.2018","950,90","951,10","958,50","925,30","23,96K","0,48%"
"17.06.2018","946,40","981,30","993,90","942,30","22,41K","-3,61%"
"10.06.2018","981,80","1.005,90","1.019,80","980,50","17,86K","-2,38%"
"03.06.2018","1.005,70","995,50","1.026,00","972,40","23,10K","0,91%"
"27.05.2018","996,60","971,60","998,30","966,30","18,02K","2,14%"
"20.05.2018","975,70","955,40","996,40","955,30","13,70K","1,92%"
"13.05.2018","957,30","982,40","994,20","953,00","3,35K","-2,52%"
"06.05.2018","982,00","959,00","999,50","956,00","4,02K","2,97%"
"29.04.2018","953,65","961,85","963,65","932,05","2,30K","-0,49%"
"22.04.2018","958,30","1.014,45","1.016,25","948,40","1,49K","-6,26%"
"15.04.2018","1.022,30","976,60","1.039,45","970,95","2,59K","4,74%"
"08.04.2018","976,05","899,90","979,65","899,90","2,07K","9,39%"
"01.04.2018","892,30","944,10","944,10","889,80","1,26K","-4,94%"
"25.03.2018","938,65","969,95","973,00","933,00","0,41K","-2,93%"
"18.03.2018","967,00","985,00","987,95","963,50","0,22K","-1,68%"
"11.03.2018","983,55","984,00","994,90","964,05","0,52K","0,09%"
"04.03.2018","982,65","981,05","984,00","958,10","0,67K","0,20%"
"25.02.2018","980,70","1.042,30","1.049,60","965,95","0,31K","-5,18%"
"18.02.2018","1.034,30","1.014,00","1.033,30","1.009,00","0,10K","0,70%"
"11.02.2018","1.027,15","1.001,00","1.026,65","1.001,00","0,38K","7,61%"
"04.02.2018","954,55","1.020,00","1.026,00","966,55","0,05K","-7,82%"
"28.01.2018","1.035,50","1.069,25","1.069,25","1.010,00","0,02K","-3,58%"
"21.01.2018","1.074,00","1.086,65","1.093,90","1.071,50","0,03K","-2,26%"
"14.01.2018","1.098,80","1.118,80","1.133,00","1.084,10","","0,75%"
"07.01.2018","1.090,60","1.078,00","1.078,00","1.056,00","0,02K","2,10%"
"31.12.2017","1.068,20","1.064,95","1.064,95","1.064,95","0,00K","2,14%"
