"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"15.09.2024","16.136,00","15.948,00","16.400,00","15.940,00","","1,20%"
"08.09.2024","15.944,00","15.992,00","16.260,00","15.678,00","","0,32%"
"01.09.2024","15.893,00","16.655,00","16.689,00","15.880,00","","-5,21%"
"25.08.2024","16.766,00","16.908,00","17.157,50","16.728,00","","0,05%"
"18.08.2024","16.758,00","16.538,00","17.082,50","16.433,50","","2,35%"
"11.08.2024","16.373,00","16.216,50","16.475,00","16.131,00","","1,38%"
"04.08.2024","16.150,00","16.164,00","16.478,00","15.957,50","","-0,76%"
"28.07.2024","16.273,00","15.890,00","16.778,00","15.731,00","","3,03%"
"21.07.2024","15.794,00","16.175,00","16.160,00","15.540,00","69,23K","-2,84%"
"14.07.2024","16.256,00","16.725,00","16.710,00","16.350,00","61,97K","-3,56%"
"07.07.2024","16.856,00","17.425,00","17.375,00","16.950,00","67,20K","-2,80%"
"30.06.2024","17.341,00","17.375,00","17.515,00","17.225,00","56,29K","0,29%"
"23.06.2024","17.291,00","17.280,00","17.270,00","17.125,00","58,19K","0,39%"
"16.06.2024","17.224,00","17.400,00","17.425,00","17.190,00","59,43K","-2,00%"
"09.06.2024","17.575,00","18.125,00","18.100,00","17.490,00","69,72K","-2,53%"
"02.06.2024","18.031,00","19.600,00","19.570,00","18.200,00","77,40K","-8,52%"
"26.05.2024","19.710,00","20.400,00","20.570,00","20.085,00","38,04K","-2,67%"
"19.05.2024","20.250,00","21.650,00","21.650,00","20.030,00","80,57K","-3,94%"
"12.05.2024","21.080,00","19.125,00","20.990,00","19.100,00","97,91K","11,23%"
"05.05.2024","18.952,00","19.050,00","19.025,00","18.720,00","50,29K","-1,48%"
"28.04.2024","19.237,00","19.350,00","19.320,00","18.525,00","52,00K","0,72%"
"21.04.2024","19.100,00","19.230,00","19.375,00","18.990,00","85,33K","-1,17%"
"14.04.2024","19.326,00","18.200,00","19.250,00","17.820,00","120,99K","8,59%"
"07.04.2024","17.797,00","17.900,00","18.790,00","17.875,00","116,31K","-0,04%"
"31.03.2024","17.804,00","17.125,00","17.695,00","17.025,00","57,17K","6,30%"
"24.03.2024","16.749,00","17.105,00","17.090,00","16.550,00","69,88K","-2,86%"
"17.03.2024","17.242,00","17.975,00","17.900,00","17.380,00","82,40K","-4,60%"
"10.03.2024","18.074,00","18.150,00","18.440,00","18.050,00","85,06K","0,35%"
"03.03.2024","18.011,00","17.825,00","18.050,00","17.675,00","77,78K","1,98%"
"25.02.2024","17.662,00","17.325,00","17.700,00","17.275,00","84,96K","0,95%"
"18.02.2024","17.495,00","16.450,00","17.410,00","16.360,00","87,29K","6,96%"
"11.02.2024","16.356,00","16.050,00","16.510,00","16.040,00","45,85K","2,73%"
"04.02.2024","15.921,00","16.100,00","16.075,00","15.880,00","52,66K","-1,93%"
"28.01.2024","16.235,00","16.575,00","16.545,00","16.235,00","57,02K","-3,28%"
"21.01.2024","16.785,00","16.050,00","16.775,00","16.005,00","65,00K","4,67%"
"14.01.2024","16.036,00","16.400,00","16.300,00","16.010,00","54,53K","-1,88%"
"07.01.2024","16.343,00","16.200,00","16.525,00","16.190,00","73,51K","-0,18%"
