"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"15.09.2024","91,98","91,98","91,98","91,98","","-0,30%"
"08.09.2024","92,26","92,26","92,26","92,26","","0,71%"
"01.09.2024","91,61","91,61","91,61","91,61","","-7,18%"
"25.08.2024","98,70","98,70","98,70","98,70","","0,66%"
"18.08.2024","98,05","98,10","98,38","97,99","","0,25%"
"11.08.2024","97,81","100,67","100,67","97,81","","-3,41%"
"04.08.2024","101,26","104,18","104,18","100,75","","-2,63%"
"28.07.2024","104,00","106,59","106,59","102,83","","-2,68%"
"21.07.2024","106,86","108,16","108,16","106,86","","-1,47%"
"14.07.2024","108,45","108,45","108,45","108,45","","-1,03%"
"07.07.2024","109,58","109,58","109,58","109,58","","-1,55%"
"30.06.2024","111,31","111,31","111,31","111,31","","4,51%"
"23.06.2024","106,51","106,51","106,51","106,51","","-0,42%"
"16.06.2024","106,96","106,96","106,96","106,96","","-0,34%"
"09.06.2024","107,33","107,33","107,33","107,33","","-1,06%"
"02.06.2024","108,48","108,48","108,48","108,48","","-7,69%"
"26.05.2024","117,52","117,52","117,52","117,52","","-0,12%"
"19.05.2024","117,66","117,66","117,66","117,66","","0,55%"
"12.05.2024","117,02","117,02","117,02","117,02","","0,08%"
"05.05.2024","116,93","116,93","116,93","116,93","","-0,93%"
"28.04.2024","118,03","118,03","118,03","118,03","","7,14%"
"21.04.2024","110,16","110,16","110,16","110,16","","1,76%"
"14.04.2024","108,25","108,25","108,25","108,25","","2,07%"
"07.04.2024","106,05","106,05","106,05","106,05","","6,08%"
"31.03.2024","99,97","99,97","99,97","99,97","","-8,73%"
"24.03.2024","109,53","109,53","109,53","109,53","","-1,00%"
"17.03.2024","110,64","110,64","110,64","110,64","","0,94%"
"10.03.2024","109,61","109,61","109,61","109,61","","-6,36%"
"03.03.2024","117,05","117,05","117,05","117,05","","2,77%"
"25.02.2024","113,89","113,89","113,89","113,89","","-10,22%"
"18.02.2024","126,85","126,85","126,85","126,85","","-1,89%"
"11.02.2024","129,29","129,29","129,29","129,29","","0,42%"
"04.02.2024","128,75","128,75","128,75","128,75","","0,09%"
"28.01.2024","128,63","128,63","128,63","128,63","","-5,11%"
"21.01.2024","135,55","135,55","135,55","135,55","","-0,24%"
"14.01.2024","135,88","135,88","135,88","135,88","","-0,98%"
"07.01.2024","137,22","137,22","137,22","137,22","","-2,99%"
"31.12.2023","141,45","141,45","141,45","141,45","","3,73%"
"24.12.2023","136,37","136,37","136,37","136,37","","0,63%"
"17.12.2023","135,52","135,52","135,52","135,52","","0,33%"
"10.12.2023","135,08","135,08","135,08","135,08","","-0,27%"
"03.12.2023","135,45","135,45","135,45","135,45","","3,82%"
"26.11.2023","130,46","130,46","130,46","130,46","","0,23%"
"19.11.2023","130,16","130,16","130,16","130,16","","0,94%"
"12.11.2023","128,95","128,95","128,95","128,95","","0,69%"
"05.11.2023","128,07","128,07","128,07","128,07","","1,52%"
"29.10.2023","126,15","126,15","126,15","126,15","","6,41%"
"22.10.2023","118,55","118,55","118,55","118,55","","-0,08%"
"15.10.2023","118,65","118,65","118,65","118,65","","0,07%"
"08.10.2023","118,57","118,57","118,57","118,57","","0,70%"
