"Date","Price","Open","High","Low","Vol.","Change %"
"12/24/2023","96,500.00","96,500.00","99,000.00","94,000.00","","0.00%"
"12/17/2023","96,500.00","97,500.00","100,000.00","94,000.00","","-1.03%"
"12/10/2023","97,500.00","98,500.00","101,000.00","95,000.00","","-1.02%"
"12/03/2023","98,500.00","108,500.00","111,000.00","96,000.00","","-12.44%"
"11/26/2023","112,500.00","124,500.00","127,000.00","110,000.00","","-11.07%"
"11/19/2023","126,500.00","140,500.00","143,000.00","124,000.00","","-9.96%"
"11/12/2023","140,500.00","148,500.00","151,000.00","138,000.00","","-5.39%"
"11/05/2023","148,500.00","161,500.00","164,000.00","146,000.00","","-8.62%"
"10/29/2023","162,500.00","163,500.00","166,000.00","160,000.00","","-0.61%"
"10/22/2023","163,500.00","164,500.00","168,000.00","161,000.00","","-2.97%"
"10/15/2023","168,500.00","172,500.00","177,000.00","166,000.00","","-0.59%"
"10/08/2023","169,500.00","166,500.00","172,000.00","164,000.00","","1.80%"
"09/24/2023","166,500.00","169,500.00","172,000.00","164,000.00","","-3.48%"
"09/17/2023","172,500.00","182,500.00","185,000.00","170,000.00","","-7.01%"
"09/10/2023","185,500.00","194,500.00","197,000.00","183,000.00","","-7.48%"
"09/03/2023","200,500.00","201,500.00","204,000.00","198,000.00","","-0.50%"
"08/27/2023","201,500.00","211,500.00","214,000.00","199,000.00","","-7.36%"
"08/20/2023","217,500.00","217,500.00","220,000.00","215,000.00","","0.00%"
"08/13/2023","217,500.00","240,500.00","243,000.00","215,000.00","","-14.54%"
"08/06/2023","254,500.00","264,500.00","267,000.00","252,000.00","","-3.78%"
"07/30/2023","264,500.00","264,500.00","267,000.00","262,000.00","","-1.86%"
"07/23/2023","269,500.00","294,500.00","297,000.00","267,000.00","","-8.49%"
"07/16/2023","294,500.00","307,500.00","310,000.00","292,000.00","","-4.23%"
"07/09/2023","307,500.00","307,500.00","310,000.00","305,000.00","","0.00%"
"07/02/2023","307,500.00","307,500.00","310,000.00","305,000.00","","0.00%"
"06/25/2023","307,500.00","310,500.00","313,000.00","305,000.00","","-0.97%"
"06/18/2023","310,500.00","312,500.00","315,000.00","308,000.00","","-0.64%"
"06/11/2023","312,500.00","312,500.00","315,000.00","310,000.00","","0.00%"
"06/04/2023","312,500.00","297,500.00","315,000.00","295,000.00","","5.04%"
"05/28/2023","297,500.00","297,500.00","300,000.00","295,000.00","","0.00%"
"05/21/2023","297,500.00","287,500.00","305,000.00","285,000.00","","11.21%"
"05/14/2023","267,500.00","217,500.00","270,000.00","215,000.00","","28.92%"
"05/07/2023","207,500.00","192,500.00","210,000.00","190,000.00","","13.70%"
"04/30/2023","182,500.00","177,500.00","185,000.00","175,000.00","","2.82%"
"04/23/2023","177,500.00","165,500.00","180,000.00","163,000.00","","2.90%"
"04/16/2023","172,500.00","187,500.00","190,000.00","170,000.00","","-10.39%"
"04/09/2023","192,500.00","212,500.00","215,000.00","190,000.00","","-11.49%"
"04/02/2023","217,500.00","223,500.00","226,000.00","215,000.00","","-5.23%"
"03/26/2023","229,500.00","260,500.00","263,000.00","227,000.00","","-14.53%"
"03/19/2023","268,500.00","299,500.00","302,000.00","266,000.00","","-12.68%"
"03/12/2023","307,500.00","332,500.00","335,000.00","305,000.00","","-7.52%"
"03/05/2023","332,500.00","340,500.00","343,000.00","330,000.00","","-6.99%"
"02/26/2023","357,500.00","365,500.00","368,000.00","355,000.00","","-6.54%"
"02/19/2023","382,500.00","422,500.00","425,000.00","380,000.00","","-10.53%"
"02/12/2023","427,500.00","449,500.00","452,000.00","425,000.00","","-4.89%"
"02/05/2023","449,500.00","460,500.00","463,000.00","447,000.00","","-2.39%"
"01/29/2023","460,500.00","477,500.00","480,000.00","458,000.00","","-3.56%"
"01/15/2023","477,500.00","480,500.00","483,000.00","475,000.00","","-0.62%"
"01/08/2023","480,500.00","492,500.00","495,000.00","478,000.00","","-4.38%"
"01/01/2023","502,500.00","519,500.00","522,000.00","500,000.00","","-3.27%"
"12/25/2022","519,500.00","536,500.00","539,000.00","517,000.00","","-3.35%"
"12/18/2022","537,500.00","553,500.00","556,000.00","535,000.00","","-3.07%"
"12/11/2022","554,500.00","567,500.00","570,000.00","552,000.00","","-2.46%"
"12/04/2022","568,500.00","577,500.00","580,000.00","566,000.00","","-1.56%"
"11/27/2022","577,500.00","577,500.00","580,000.00","575,000.00","","0.00%"
"11/20/2022","577,500.00","590,500.00","593,000.00","575,000.00","","-2.37%"
"11/13/2022","591,500.00","597,500.00","600,000.00","589,000.00","","-1.00%"
"11/06/2022","597,500.00","589,500.00","600,000.00","587,000.00","","1.70%"
"10/30/2022","587,500.00","572,500.00","590,000.00","570,000.00","","4.07%"
"10/23/2022","564,500.00","552,500.00","567,000.00","550,000.00","","2.17%"
"10/16/2022","552,500.00","542,500.00","555,000.00","540,000.00","","2.79%"
"10/09/2022","537,500.00","517,500.00","540,000.00","515,000.00","","5.29%"
"09/25/2022","510,500.00","510,500.00","513,000.00","508,000.00","","1.79%"
"09/18/2022","501,500.00","500,500.00","504,000.00","498,000.00","","0.20%"
"09/11/2022","500,500.00","497,500.00","503,000.00","495,000.00","","0.60%"
"09/04/2022","497,500.00","494,500.00","500,000.00","492,000.00","","1.02%"
"08/28/2022","492,500.00","492,500.00","495,000.00","490,000.00","","0.00%"
"08/21/2022","492,500.00","484,500.00","495,000.00","482,000.00","","2.28%"
"08/14/2022","481,500.00","478,500.00","484,000.00","476,000.00","","0.84%"
"08/07/2022","477,500.00","476,500.00","480,000.00","474,000.00","","0.21%"
"07/31/2022","476,500.00","476,500.00","479,000.00","474,000.00","","0.00%"
"07/24/2022","476,500.00","475,500.00","479,000.00","473,000.00","","0.21%"
"07/17/2022","475,500.00","475,500.00","478,000.00","473,000.00","","0.00%"
"07/10/2022","475,500.00","475,500.00","478,000.00","473,000.00","","0.00%"
"07/03/2022","475,500.00","475,500.00","478,000.00","473,000.00","","0.00%"
"06/26/2022","475,500.00","477,500.00","480,000.00","473,000.00","","-0.42%"
"06/19/2022","477,500.00","477,500.00","480,000.00","475,000.00","","0.00%"
"06/12/2022","477,500.00","477,500.00","480,000.00","475,000.00","","0.63%"
"06/05/2022","474,500.00","472,500.00","477,000.00","470,000.00","","1.28%"
"05/29/2022","468,500.00","468,500.00","471,000.00","466,000.00","","0.21%"
"05/22/2022","467,500.00","457,500.00","470,000.00","455,000.00","","2.19%"
"05/15/2022","457,500.00","457,500.00","460,000.00","455,000.00","","0.00%"
"05/08/2022","457,500.00","457,500.00","460,000.00","455,000.00","","-1.08%"
"04/24/2022","462,500.00","474,500.00","477,000.00","460,000.00","","-3.55%"
"04/17/2022","479,500.00","482,500.00","485,000.00","477,000.00","","-0.62%"
"04/10/2022","482,500.00","482,500.00","485,000.00","480,000.00","","-2.82%"
"04/03/2022","496,500.00","496,500.00","499,000.00","494,000.00","","0.00%"
"03/27/2022","496,500.00","0.00","0.00","0.00","","-0.20%"
"03/20/2022","497,500.00","497,500.00","500,000.00","495,000.00","","0.00%"
"03/13/2022","497,500.00","493,500.00","500,000.00","491,000.00","","0.81%"
"03/06/2022","493,500.00","493,500.00","496,000.00","491,000.00","","0.00%"
"02/27/2022","493,500.00","483,500.00","496,000.00","481,000.00","","2.92%"
"02/20/2022","479,500.00","447,500.00","482,000.00","445,000.00","","9.60%"
"02/13/2022","437,500.00","397,500.00","440,000.00","395,000.00","","11.46%"
"02/06/2022","392,500.00","382,500.00","395,000.00","380,000.00","","3.97%"
"01/23/2022","377,500.00","367,500.00","380,000.00","365,000.00","","5.30%"
"01/16/2022","358,500.00","327,500.00","361,000.00","325,000.00","","9.47%"
"01/09/2022","327,500.00","306,500.00","330,000.00","304,000.00","","9.72%"
"01/02/2022","298,500.00","277,500.00","301,000.00","275,000.00","","7.57%"
"12/26/2021","277,500.00","268,500.00","280,000.00","266,000.00","","6.12%"
"12/19/2021","261,500.00","242,500.00","264,000.00","240,000.00","","11.04%"
"12/12/2021","235,500.00","227,500.00","238,000.00","225,000.00","","5.84%"
"12/05/2021","222,500.00","204,500.00","225,000.00","202,000.00","","8.80%"
"11/28/2021","204,500.00","198,500.00","207,000.00","196,000.00","","3.02%"
"11/21/2021","198,500.00","197,500.00","201,000.00","195,000.00","","0.51%"
"11/14/2021","197,500.00","195,500.00","200,000.00","193,000.00","","1.02%"
"11/07/2021","195,500.00","194,500.00","198,000.00","192,000.00","","0.51%"
"10/31/2021","194,500.00","192,500.00","197,000.00","190,000.00","","1.04%"
"10/24/2021","192,500.00","185,500.00","195,000.00","183,000.00","","5.48%"
"10/17/2021","182,500.00","181,000.00","185,000.00","180,000.00","","0.83%"
"10/10/2021","181,000.00","178,000.00","182,000.00","177,000.00","","2.84%"
"09/26/2021","176,000.00","171,000.00","177,000.00","170,000.00","","6.67%"
"09/19/2021","165,000.00","162,000.00","166,000.00","161,000.00","","7.84%"
"09/12/2021","153,000.00","142,000.00","154,000.00","141,000.00","","10.07%"
"09/05/2021","139,000.00","127,000.00","140,000.00","126,000.00","","11.20%"
"08/29/2021","125,000.00","115,000.00","126,000.00","114,000.00","","10.62%"
"08/22/2021","113,000.00","107,000.00","114,000.00","106,000.00","","7.62%"
"08/15/2021","105,000.00","101,000.00","106,000.00","100,000.00","","6.06%"
"08/08/2021","99,000.00","94,000.00","100,000.00","93,000.00","","7.61%"
"08/01/2021","92,000.00","91,000.00","93,000.00","90,000.00","","1.10%"
"07/25/2021","91,000.00","89,000.00","92,000.00","88,000.00","","4.60%"
"07/18/2021","87,000.00","87,000.00","88,000.00","86,000.00","","0.00%"
"07/11/2021","87,000.00","87,000.00","88,000.00","86,000.00","","0.00%"
"07/04/2021","87,000.00","87,000.00","88,000.00","86,000.00","","0.00%"
"06/27/2021","87,000.00","87,000.00","88,000.00","86,000.00","","0.00%"
"06/20/2021","87,000.00","88,000.00","89,000.00","86,000.00","","-1.14%"
"06/13/2021","88,000.00","88,000.00","89,000.00","87,000.00","","0.00%"
"06/06/2021","88,000.00","88,000.00","89,000.00","87,000.00","","0.00%"
"05/30/2021","88,000.00","89,000.00","90,000.00","87,000.00","","-1.12%"
"05/23/2021","89,000.00","89,000.00","90,000.00","88,000.00","","0.00%"
"05/16/2021","89,000.00","89,000.00","90,000.00","88,000.00","","0.00%"
"05/09/2021","89,000.00","89,000.00","90,000.00","88,000.00","","0.00%"
"05/02/2021","89,000.00","89,000.00","90,000.00","88,000.00","","0.00%"
"04/25/2021","89,000.00","89,000.00","90,000.00","88,000.00","","0.00%"
"04/18/2021","89,000.00","89,000.00","90,000.00","88,000.00","","0.00%"
"04/11/2021","89,000.00","89,000.00","90,000.00","88,000.00","","0.00%"
"04/04/2021","89,000.00","89,000.00","90,000.00","88,000.00","","0.00%"
"03/28/2021","89,000.00","88,000.00","90,000.00","87,000.00","","1.14%"
"03/21/2021","88,000.00","88,000.00","89,000.00","87,000.00","","1.15%"
"03/14/2021","87,000.00","84,000.00","88,000.00","83,000.00","","3.57%"
"03/07/2021","84,000.00","84,000.00","85,000.00","83,000.00","","0.00%"
"02/28/2021","84,000.00","81,500.00","85,000.00","80,500.00","","3.70%"
"02/21/2021","81,000.00","74,000.00","82,000.00","73,000.00","","12.50%"
"01/31/2021","72,000.00","72,000.00","73,000.00","71,000.00","","0.00%"
"01/24/2021","72,000.00","69,500.00","73,000.00","68,500.00","","5.88%"
"01/17/2021","68,000.00","62,800.00","69,000.00","61,800.00","","11.48%"
"01/10/2021","61,000.00","59,000.00","62,000.00","58,000.00","","6.09%"
"01/03/2021","57,500.00","53,000.00","58,500.00","52,000.00","","9.52%"
"12/27/2020","52,500.00","51,000.00","53,500.00","50,000.00","","5.00%"
"12/20/2020","50,000.00","47,000.00","51,000.00","46,000.00","","6.38%"
"12/13/2020","47,000.00","46,500.00","48,000.00","45,500.00","","1.08%"
"12/06/2020","46,500.00","45,500.00","47,500.00","44,500.00","","3.33%"
"11/29/2020","45,000.00","44,000.00","46,000.00","43,000.00","","2.27%"
"11/22/2020","44,000.00","44,000.00","45,000.00","43,000.00","","0.00%"
"11/15/2020","44,000.00","43,000.00","45,000.00","42,000.00","","3.53%"
"11/08/2020","42,500.00","42,000.00","43,500.00","41,000.00","","1.19%"
"11/01/2020","42,000.00","41,000.00","43,000.00","40,000.00","","2.44%"
"10/25/2020","41,000.00","41,000.00","42,000.00","40,000.00","","0.00%"
"10/18/2020","41,000.00","41,000.00","42,000.00","40,000.00","","0.00%"
"10/11/2020","41,000.00","40,500.00","42,000.00","39,500.00","","1.23%"
"09/27/2020","40,500.00","40,500.00","41,500.00","39,500.00","","0.50%"
"09/20/2020","40,300.00","40,000.00","41,300.00","39,000.00","","0.75%"
"09/13/2020","40,000.00","40,000.00","41,000.00","39,000.00","","0.00%"
"09/06/2020","40,000.00","40,000.00","41,000.00","39,000.00","","0.50%"
"08/30/2020","39,800.00","39,800.00","40,800.00","38,800.00","","0.00%"
"08/23/2020","39,800.00","39,800.00","40,800.00","38,800.00","","0.00%"
"08/16/2020","39,800.00","39,800.00","40,800.00","38,800.00","","0.76%"
"08/09/2020","39,500.00","39,500.00","40,500.00","38,500.00","","0.00%"
"08/02/2020","39,500.00","39,500.00","40,500.00","38,500.00","","0.00%"
"07/26/2020","39,500.00","40,000.00","41,000.00","38,500.00","","-1.25%"
"07/19/2020","40,000.00","40,000.00","41,000.00","39,000.00","","0.00%"
"07/12/2020","40,000.00","40,000.00","41,000.00","39,000.00","","0.00%"
"07/05/2020","40,000.00","40,000.00","41,000.00","39,000.00","","0.00%"
"06/28/2020","40,000.00","40,500.00","42,000.00","39,000.00","","-1.23%"
"06/21/2020","40,500.00","41,000.00","42,500.00","39,000.00","","-2.41%"
"06/14/2020","41,500.00","41,500.00","43,000.00","40,000.00","","0.00%"
"06/07/2020","41,500.00","42,000.00","43,500.00","40,000.00","","-1.19%"
"05/31/2020","42,000.00","42,500.00","44,000.00","40,500.00","","-1.18%"
"05/24/2020","42,500.00","42,500.00","44,000.00","41,000.00","","0.00%"
"05/17/2020","42,500.00","43,500.00","45,000.00","41,000.00","","-2.30%"
"05/10/2020","43,500.00","44,500.00","46,000.00","42,000.00","","-3.33%"
"05/03/2020","45,000.00","45,000.00","46,500.00","43,500.00","","0.00%"
"04/26/2020","45,000.00","45,500.00","47,000.00","43,500.00","","-1.10%"
"04/19/2020","45,500.00","45,500.00","47,000.00","44,000.00","","0.00%"
"04/12/2020","45,500.00","46,500.00","48,000.00","44,000.00","","-2.15%"
"04/05/2020","46,500.00","46,500.00","48,000.00","45,000.00","","0.00%"
"03/29/2020","46,500.00","47,500.00","49,000.00","45,000.00","","-2.11%"
"03/22/2020","47,500.00","48,500.00","50,000.00","46,000.00","","-2.06%"
