Date,Close,Open,High,Low
17.12.2019,25.45,25.45,25.45,25.45
16.12.2019,25.70,25.70,25.70,25.70
13.12.2019,25.70,25.70,25.70,25.70
12.12.2019,25.80,25.80,25.80,25.80
11.12.2019,26.05,26.05,26.05,26.05
10.12.2019,26.00,26.00,26.00,26.00
09.12.2019,26.00,26.00,26.00,26.00
06.12.2019,25.95,25.95,25.95,25.95
05.12.2019,25.95,25.95,25.95,25.95
04.12.2019,26.10,26.10,26.10,26.10
03.12.2019,26.10,26.10,26.10,26.10
02.12.2019,26.00,26.00,26.00,26.00
29.11.2019,26.15,26.15,26.15,26.15
27.11.2019,26.15,26.15,26.15,26.15
26.11.2019,26.10,26.10,26.10,26.10
25.11.2019,26.00,26.00,26.00,26.00
22.11.2019,26.00,26.00,26.00,26.00
21.11.2019,26.05,26.05,26.05,26.05
20.11.2019,26.00,26.00,26.00,26.00
19.11.2019,25.80,25.80,25.80,25.80
18.11.2019,25.40,25.40,25.40,25.40
15.11.2019,25.00,25.00,25.00,25.00
14.11.2019,25.00,25.00,25.00,25.00
13.11.2019,24.80,24.80,24.80,24.80
12.11.2019,24.65,24.65,24.65,24.65
11.11.2019,24.65,24.65,24.65,24.65
08.11.2019,24.70,24.70,24.70,24.70
07.11.2019,24.65,24.65,24.65,24.65
06.11.2019,24.45,24.45,24.45,24.45
05.11.2019,24.25,24.25,24.25,24.25
04.11.2019,24.15,24.15,24.15,24.15
01.11.2019,24.10,24.10,24.10,24.10
31.10.2019,23.90,23.90,23.90,23.90
30.10.2019,24.00,24.00,24.00,24.00
29.10.2019,23.95,23.95,23.95,23.95
28.10.2019,24.05,24.05,24.05,24.05
25.10.2019,24.20,24.20,24.20,24.20
24.10.2019,24.40,24.40,24.40,24.40
23.10.2019,24.40,24.40,24.40,24.40
22.10.2019,24.60,24.60,24.60,24.60
21.10.2019,24.75,24.75,24.75,24.75
18.10.2019,24.90,24.90,24.90,24.90
17.10.2019,24.95,24.95,24.95,24.95
16.10.2019,24.90,24.90,24.90,24.90
15.10.2019,24.90,24.90,24.90,24.90
14.10.2019,24.90,24.90,24.90,24.90
11.10.2019,24.95,24.95,24.95,24.95
10.10.2019,25.00,25.00,25.00,25.00
09.10.2019,25.00,25.00,25.00,25.00
08.10.2019,25.00,25.00,25.00,25.00
07.10.2019,25.30,25.30,25.30,25.30
04.10.2019,25.35,25.35,25.35,25.35
03.10.2019,25.40,25.40,25.40,25.40
02.10.2019,25.45,25.45,25.45,25.45
01.10.2019,25.70,25.70,25.70,25.70
30.09.2019,25.55,25.55,25.55,25.55
27.09.2019,25.65,25.65,25.65,25.65
26.09.2019,25.70,25.70,25.70,25.70
25.09.2019,25.70,25.70,25.70,25.70
24.09.2019,25.75,25.75,25.75,25.75
23.09.2019,25.80,25.80,25.80,25.80
20.09.2019,25.75,25.75,25.75,25.75
19.09.2019,25.75,25.75,25.75,25.75
18.09.2019,25.70,25.70,25.70,25.70
17.09.2019,25.55,25.55,25.55,25.55
16.09.2019,25.25,25.25,25.25,25.25
13.09.2019,24.95,24.95,24.95,24.95
12.09.2019,24.95,24.95,24.95,24.95
11.09.2019,25.15,25.15,25.15,25.15
10.09.2019,25.25,25.25,25.25,25.25
09.09.2019,25.20,25.20,25.20,25.20
06.09.2019,25.25,25.25,25.25,25.25
05.09.2019,25.30,25.30,25.30,25.30
04.09.2019,25.30,25.30,25.30,25.30
03.09.2019,25.30,25.30,25.30,25.30
30.08.2019,25.30,25.30,25.30,25.30
29.08.2019,25.30,25.30,25.30,25.30
28.08.2019,25.30,25.30,25.30,25.30
27.08.2019,25.30,25.30,25.30,25.30
26.08.2019,25.30,25.30,25.30,25.30
23.08.2019,25.30,25.30,25.30,25.30
22.08.2019,25.30,25.30,25.30,25.30
21.08.2019,25.25,25.25,25.25,25.25
20.08.2019,25.20,25.20,25.20,25.20
19.08.2019,25.20,25.20,25.20,25.20
16.08.2019,25.20,25.20,25.20,25.20
15.08.2019,25.35,25.35,25.35,25.35
14.08.2019,25.35,25.35,25.35,25.35
13.08.2019,25.35,25.35,25.35,25.35
12.08.2019,25.35,25.35,25.35,25.35
09.08.2019,25.35,25.35,25.35,25.35
08.08.2019,25.35,25.35,25.35,25.35
07.08.2019,25.35,25.35,25.35,25.35
06.08.2019,25.35,25.35,25.35,25.35
05.08.2019,25.35,25.35,25.35,25.35
02.08.2019,25.40,25.40,25.40,25.40
01.08.2019,25.35,25.35,25.35,25.35
31.07.2019,25.35,25.35,25.35,25.35
30.07.2019,25.45,25.45,25.45,25.45
29.07.2019,25.65,25.65,25.65,25.65
26.07.2019,25.60,25.60,25.60,25.60
25.07.2019,25.65,25.65,25.65,25.65
24.07.2019,25.70,25.70,25.70,25.70
23.07.2019,25.55,25.55,25.55,25.55
22.07.2019,25.30,25.30,25.30,25.30
19.07.2019,25.30,25.30,25.30,25.30
18.07.2019,25.75,25.75,25.75,25.75
17.07.2019,25.95,25.95,25.95,25.95
16.07.2019,26.15,26.15,26.15,26.15
15.07.2019,25.80,25.80,25.80,25.80
12.07.2019,24.95,24.95,24.95,24.95
11.07.2019,24.80,24.80,24.80,24.80
10.07.2019,24.80,24.80,24.80,24.80
09.07.2019,24.80,24.80,24.80,24.80
08.07.2019,24.80,24.80,24.80,24.80
05.07.2019,24.55,24.55,24.55,24.55
03.07.2019,24.50,24.50,24.50,24.50
02.07.2019,24.50,24.50,24.50,24.50
01.07.2019,24.60,24.60,24.60,24.60
28.06.2019,24.65,24.65,24.65,24.65
27.06.2019,24.70,24.70,24.70,24.70
26.06.2019,24.70,24.70,24.70,24.70
25.06.2019,24.80,24.80,24.80,24.80
24.06.2019,24.65,24.65,24.65,24.65
21.06.2019,24.70,24.70,24.70,24.70
20.06.2019,24.50,24.50,24.50,24.50
19.06.2019,24.45,24.45,24.45,24.45
18.06.2019,24.50,24.50,24.50,24.50
17.06.2019,24.45,24.45,24.45,24.45
14.06.2019,24.55,24.55,24.55,24.55
13.06.2019,25.00,25.00,25.00,25.00
12.06.2019,25.10,25.10,25.10,25.10
11.06.2019,24.95,24.95,24.95,24.95
10.06.2019,24.95,24.95,24.95,24.95
07.06.2019,24.70,24.70,24.70,24.70
06.06.2019,24.45,24.45,24.45,24.45
05.06.2019,24.20,24.20,24.20,24.20
04.06.2019,24.05,24.05,24.05,24.05
03.06.2019,24.05,24.05,24.05,24.05
31.05.2019,24.00,24.00,24.00,24.00
30.05.2019,24.05,24.05,24.05,24.05
29.05.2019,24.20,24.20,24.20,24.20
28.05.2019,24.20,24.20,24.20,24.20
24.05.2019,24.25,24.25,24.25,24.25
23.05.2019,24.30,24.30,24.30,24.30
22.05.2019,24.60,24.60,24.60,24.60
21.05.2019,24.65,24.65,24.65,24.65
20.05.2019,24.65,24.65,24.65,24.65
17.05.2019,24.65,25.15,25.15,25.15
16.05.2019,24.65,24.65,24.65,24.65
15.05.2019,24.65,24.65,24.65,24.65
14.05.2019,24.65,24.65,24.65,24.65
13.05.2019,24.70,24.70,24.70,24.70
10.05.2019,24.75,24.75,24.75,24.75
09.05.2019,25.00,25.00,25.00,25.00
08.05.2019,25.10,25.10,25.10,25.10
07.05.2019,25.05,25.05,25.05,25.05
06.05.2019,25.05,25.05,25.05,25.05
03.05.2019,25.10,25.10,25.10,25.10
02.05.2019,25.25,25.25,25.25,25.25
01.05.2019,25.25,25.25,25.25,25.25
30.04.2019,25.20,25.20,25.20,25.20
29.04.2019,25.30,25.30,25.30,25.30
26.04.2019,25.20,25.20,25.20,25.20
25.04.2019,25.65,25.65,25.65,25.65
24.04.2019,25.70,25.70,25.70,25.70
23.04.2019,25.80,25.80,25.80,25.80
22.04.2019,25.80,25.80,25.80,25.80
18.04.2019,25.90,25.90,25.90,25.90
17.04.2019,25.95,25.95,25.95,25.95
16.04.2019,25.95,25.95,25.95,25.95
15.04.2019,25.85,25.85,25.85,25.85
12.04.2019,25.85,25.85,25.85,25.85
11.04.2019,25.85,25.85,25.85,25.85
10.04.2019,25.85,25.85,25.85,25.85
09.04.2019,25.85,25.85,25.85,25.85
08.04.2019,25.90,25.90,25.90,25.90
05.04.2019,25.75,25.75,25.75,25.75
04.04.2019,25.75,25.75,25.75,25.75
03.04.2019,25.65,25.65,25.65,25.65
02.04.2019,25.60,25.60,25.60,25.60
01.04.2019,25.35,25.35,25.35,25.35
29.03.2019,25.00,25.00,25.00,25.00
28.03.2019,25.15,25.15,25.15,25.15
27.03.2019,25.60,25.60,25.60,25.60
26.03.2019,25.75,25.75,25.75,25.75
25.03.2019,25.75,25.75,25.75,25.75
22.03.2019,26.00,26.00,26.00,26.00
21.03.2019,26.10,26.10,26.10,26.10
20.03.2019,26.50,26.50,26.50,26.50
19.03.2019,27.00,27.00,27.00,27.00
18.03.2019,27.05,27.05,27.05,27.05
15.03.2019,27.35,27.35,27.35,27.35
14.03.2019,27.50,27.50,27.50,27.50
13.03.2019,27.85,27.85,27.85,27.85
12.03.2019,28.00,28.00,28.00,28.00
11.03.2019,28.00,28.00,28.00,28.00
08.03.2019,28.00,28.00,28.00,28.00
07.03.2019,28.15,28.15,28.15,28.15
06.03.2019,28.20,28.20,28.20,28.20
05.03.2019,28.20,28.20,28.20,28.20
04.03.2019,28.05,28.05,28.05,28.05
01.03.2019,28.00,28.00,28.00,28.00
28.02.2019,27.80,27.80,27.80,27.80
27.02.2019,27.90,27.90,27.90,27.90
26.02.2019,27.80,27.80,27.80,27.80
25.02.2019,28.20,28.20,28.20,28.20
22.02.2019,28.65,28.65,28.65,28.65
21.02.2019,28.70,28.70,28.70,28.70
20.02.2019,28.70,28.70,28.70,28.70
19.02.2019,28.70,28.70,28.70,28.70
15.02.2019,28.75,28.75,28.75,28.75
14.02.2019,28.80,28.80,28.80,28.80
13.02.2019,28.80,28.80,28.80,28.80
12.02.2019,28.85,28.85,28.85,28.85
11.02.2019,28.85,28.85,28.85,28.85
08.02.2019,28.85,28.85,28.85,28.85
07.02.2019,28.95,28.95,28.95,28.95
06.02.2019,29.00,29.00,29.00,29.00
05.02.2019,29.00,29.00,29.00,29.00
04.02.2019,29.00,29.00,29.00,29.00
01.02.2019,29.00,29.00,29.00,29.00
31.01.2019,28.95,28.95,28.95,28.95
30.01.2019,29.10,29.10,29.10,29.10
29.01.2019,29.10,29.10,29.10,29.10
28.01.2019,29.05,29.05,29.05,29.05
25.01.2019,29.05,29.05,29.05,29.05
24.01.2019,29.05,29.05,29.05,29.05
23.01.2019,28.95,28.95,28.95,28.95
22.01.2019,28.95,28.95,28.95,28.95
18.01.2019,28.90,28.90,28.90,28.90
17.01.2019,28.85,28.85,28.85,28.85
16.01.2019,28.90,28.90,28.90,28.90
15.01.2019,28.90,28.90,28.90,28.90
14.01.2019,28.90,28.90,28.90,28.90
11.01.2019,28.90,28.90,28.90,28.90
10.01.2019,28.90,28.90,28.90,28.90
09.01.2019,28.95,28.95,28.95,28.95
08.01.2019,28.90,28.90,28.90,28.90
07.01.2019,28.90,28.90,28.90,28.90
04.01.2019,28.85,28.85,28.85,28.85
03.01.2019,28.90,28.90,28.90,28.90
02.01.2019,28.90,28.90,28.90,28.90
31.12.2018,28.80,28.80,28.80,28.80
28.12.2018,28.75,28.75,28.75,28.75
27.12.2018,28.65,28.65,28.65,28.65
26.12.2018,28.65,28.65,28.65,28.65
24.12.2018,28.65,28.65,28.65,28.65
21.12.2018,28.65,28.65,28.65,28.65
20.12.2018,28.65,28.65,28.65,28.65
19.12.2018,28.65,28.65,28.65,28.65
18.12.2018,28.65,28.65,28.65,28.65
17.12.2018,28.60,28.60,28.60,28.60
14.12.2018,28.75,30.40,30.40,30.40
13.12.2018,28.80,28.80,28.80,28.80
12.12.2018,28.80,28.80,28.80,28.80
11.12.2018,28.80,28.80,28.80,28.80
10.12.2018,29.00,29.00,29.00,29.00
07.12.2018,29.00,29.00,29.00,29.00
06.12.2018,29.00,29.00,29.00,29.00
05.12.2018,29.00,29.00,29.00,29.00
04.12.2018,29.00,29.00,29.00,29.00
03.12.2018,29.10,29.10,29.10,29.10
30.11.2018,29.00,29.00,29.00,29.00
29.11.2018,28.95,28.95,28.95,28.95
28.11.2018,28.95,28.95,28.95,28.95
27.11.2018,28.95,29.20,29.20,29.20
26.11.2018,29.10,29.10,29.10,29.10
23.11.2018,29.00,29.00,29.00,29.00
21.11.2018,29.00,29.00,29.00,29.00
20.11.2018,29.15,29.15,29.15,29.15
19.11.2018,29.15,29.15,29.15,29.15
16.11.2018,29.15,29.15,29.15,29.15
15.11.2018,29.15,29.15,29.15,29.15
14.11.2018,29.15,29.15,29.15,29.15
13.11.2018,29.10,29.85,29.85,29.85
12.11.2018,29.15,29.15,29.15,29.15
09.11.2018,29.05,29.05,29.05,29.05
08.11.2018,29.00,29.00,29.00,29.00
07.11.2018,28.95,28.95,28.95,28.95
06.11.2018,28.80,28.80,28.80,28.80
05.11.2018,28.80,28.80,28.80,28.80
02.11.2018,28.55,27.85,27.85,27.85
01.11.2018,28.30,28.30,28.30,28.30
31.10.2018,28.15,27.40,27.55,27.40
30.10.2018,28.00,28.00,28.00,28.00
29.10.2018,27.95,27.95,27.95,27.95
26.10.2018,27.85,27.85,27.85,27.85
25.10.2018,27.75,27.75,27.75,27.75
24.10.2018,27.80,27.80,27.80,27.80
23.10.2018,27.75,27.75,27.75,27.75
22.10.2018,27.75,27.75,27.75,27.75
19.10.2018,27.65,27.65,27.65,27.65
18.10.2018,27.75,27.75,27.75,27.75
17.10.2018,27.70,27.70,27.70,27.70
16.10.2018,27.70,27.70,27.70,27.70
15.10.2018,27.55,27.55,27.55,27.55
12.10.2018,27.50,27.50,27.50,27.50
11.10.2018,27.50,27.50,27.50,27.50
10.10.2018,27.55,27.55,27.55,27.55
09.10.2018,27.50,27.50,27.50,27.50
08.10.2018,27.55,27.55,27.55,27.55
05.10.2018,27.50,27.50,27.50,27.50
04.10.2018,27.55,27.55,27.55,27.55
03.10.2018,27.55,27.55,27.55,27.55
02.10.2018,27.40,27.40,27.40,27.40
01.10.2018,27.40,27.40,27.40,27.40
28.09.2018,27.50,27.50,27.50,27.50
27.09.2018,27.45,27.45,27.45,27.45
26.09.2018,27.40,27.40,27.40,27.40
25.09.2018,27.45,27.45,27.45,27.45
24.09.2018,27.40,27.40,27.40,27.40
21.09.2018,27.50,27.50,27.50,27.50
20.09.2018,27.50,27.50,27.50,27.50
19.09.2018,27.40,27.40,27.40,27.40
18.09.2018,27.60,27.60,27.60,27.60
17.09.2018,27.40,27.40,27.40,27.40
14.09.2018,27.20,27.20,27.20,27.20
13.09.2018,27.20,26.50,26.50,26.50
12.09.2018,27.00,27.00,27.00,27.00
11.09.2018,27.00,27.00,27.00,27.00
10.09.2018,27.00,27.00,27.00,27.00
07.09.2018,26.70,26.70,26.70,26.70
06.09.2018,26.60,26.60,26.60,26.60
05.09.2018,26.60,26.60,26.60,26.60
04.09.2018,26.50,26.50,26.50,26.50
31.08.2018,26.45,26.45,26.45,26.45
30.08.2018,26.40,26.40,26.40,26.40
29.08.2018,26.60,26.60,26.60,26.60
28.08.2018,26.60,26.60,26.60,26.60
27.08.2018,26.30,26.30,26.30,26.30
24.08.2018,26.30,26.30,26.30,26.30
23.08.2018,26.40,26.40,26.40,26.40
22.08.2018,26.40,26.40,26.40,26.40
21.08.2018,26.15,26.15,26.15,26.15
20.08.2018,26.15,26.15,26.15,26.15
17.08.2018,26.25,26.25,26.25,26.25
16.08.2018,26.25,26.25,26.25,26.25
15.08.2018,26.25,26.25,26.25,26.25
14.08.2018,26.15,26.15,26.15,26.15
13.08.2018,26.10,26.10,26.10,26.10
10.08.2018,26.10,26.10,26.10,26.10
09.08.2018,26.10,26.10,26.10,26.10
08.08.2018,26.05,26.05,26.05,26.05
07.08.2018,26.05,26.05,26.05,26.05
06.08.2018,26.00,26.00,26.00,26.00
03.08.2018,25.95,25.95,25.95,25.95
02.08.2018,25.95,25.95,25.95,25.95
01.08.2018,25.85,25.85,25.85,25.85
31.07.2018,25.85,25.85,25.85,25.85
30.07.2018,25.75,25.75,25.75,25.75
27.07.2018,25.65,25.65,25.65,25.65
26.07.2018,25.65,25.65,25.65,25.65
25.07.2018,24.15,24.15,24.15,24.15
24.07.2018,23.75,23.75,23.75,23.75
23.07.2018,23.75,23.75,23.75,23.75
20.07.2018,23.75,23.75,23.75,23.75
19.07.2018,23.75,23.75,23.75,23.75
18.07.2018,23.50,23.50,23.50,23.50
17.07.2018,23.65,23.65,23.65,23.65
16.07.2018,23.35,23.35,23.35,23.35
13.07.2018,23.25,23.25,23.25,23.25
12.07.2018,23.15,23.15,23.15,23.15
11.07.2018,23.15,23.15,23.15,23.15
10.07.2018,23.00,23.00,23.00,23.00
09.07.2018,22.85,22.85,22.85,22.85
06.07.2018,22.85,22.85,22.85,22.85
05.07.2018,22.95,22.95,22.95,22.95
03.07.2018,22.95,22.95,22.95,22.95
02.07.2018,22.80,22.80,22.80,22.80
29.06.2018,22.70,22.70,22.70,22.70
28.06.2018,22.65,22.65,22.65,22.65
27.06.2018,22.65,22.65,22.65,22.65
26.06.2018,22.65,22.65,22.65,22.65
25.06.2018,22.65,22.65,22.65,22.65
22.06.2018,22.75,22.75,22.75,22.75
21.06.2018,22.90,22.90,22.90,22.90
20.06.2018,23.00,23.00,23.00,23.00
19.06.2018,23.15,23.15,23.15,23.15
18.06.2018,23.15,23.15,23.15,23.15
15.06.2018,23.15,23.15,23.15,23.15
14.06.2018,23.15,23.15,23.15,23.15
13.06.2018,23.40,23.40,23.40,23.40
12.06.2018,23.40,23.40,23.40,23.40
11.06.2018,23.40,23.40,23.40,23.40
08.06.2018,23.50,25.70,25.70,24.20
07.06.2018,23.75,24.40,24.60,24.40
06.06.2018,23.75,23.75,23.75,23.75
05.06.2018,23.75,23.75,23.75,23.75
04.06.2018,23.50,23.50,23.50,23.50
01.06.2018,23.00,23.00,23.00,23.00
31.05.2018,22.55,22.55,22.55,22.55
30.05.2018,22.55,22.55,22.55,22.55
29.05.2018,22.75,22.75,22.75,22.75
25.05.2018,22.75,22.75,22.75,22.75
24.05.2018,22.90,22.90,22.90,22.90
23.05.2018,22.90,22.90,22.90,22.90
22.05.2018,22.90,22.90,22.90,22.90
21.05.2018,22.70,22.70,22.70,22.70
18.05.2018,22.40,22.40,22.40,22.40
17.05.2018,22.40,22.40,22.40,22.40
16.05.2018,21.80,21.80,21.80,21.80
15.05.2018,21.80,21.80,21.80,21.80
14.05.2018,21.60,21.60,21.60,21.60
11.05.2018,21.50,21.50,21.50,21.50
10.05.2018,21.75,21.75,21.75,21.75
09.05.2018,21.75,21.75,21.75,21.75
08.05.2018,21.75,21.75,21.75,21.75
07.05.2018,21.50,21.50,21.50,21.50
04.05.2018,21.30,21.30,21.30,21.30
03.05.2018,21.30,21.30,21.30,21.30
02.05.2018,21.25,21.25,21.25,21.25
01.05.2018,21.25,21.25,21.25,21.25
30.04.2018,20.90,20.90,20.90,20.90
27.04.2018,20.75,20.75,20.75,20.75
26.04.2018,20.75,20.75,20.75,20.75
25.04.2018,21.00,21.00,21.00,21.00
24.04.2018,21.00,21.00,21.00,21.00
23.04.2018,20.75,20.75,20.75,20.75
20.04.2018,20.50,20.50,20.50,20.50
19.04.2018,20.50,20.50,20.50,20.50
18.04.2018,20.25,20.25,20.25,20.25
17.04.2018,20.50,20.50,20.50,20.50
16.04.2018,20.50,20.50,20.50,20.50
13.04.2018,20.65,20.65,20.65,20.65
12.04.2018,20.65,20.65,20.65,20.65
11.04.2018,20.65,20.65,20.65,20.65
10.04.2018,20.65,20.65,20.65,20.65
09.04.2018,21.15,21.15,21.15,21.15
06.04.2018,21.00,21.00,21.00,21.00
05.04.2018,21.00,21.00,21.00,21.00
04.04.2018,21.00,21.00,21.00,21.00
03.04.2018,21.00,21.00,21.00,21.00
02.04.2018,20.90,20.90,20.90,20.90
29.03.2018,21.00,21.00,21.00,21.00
28.03.2018,21.25,21.25,21.25,21.25
27.03.2018,21.25,21.25,21.25,21.25
26.03.2018,21.65,21.65,21.65,21.65
23.03.2018,21.75,21.75,21.75,21.75
22.03.2018,21.75,21.75,21.75,21.75
21.03.2018,22.25,22.25,22.25,22.25
20.03.2018,22.15,22.15,22.15,22.15
19.03.2018,21.75,21.75,21.75,21.75
16.03.2018,22.05,22.05,22.05,22.05
15.03.2018,22.05,22.05,22.05,22.05
14.03.2018,22.00,22.00,22.00,22.00
13.03.2018,22.00,22.00,22.00,22.00
12.03.2018,22.00,22.00,22.00,22.00
09.03.2018,21.75,21.75,21.75,21.75
08.03.2018,22.00,22.00,22.00,22.00
07.03.2018,22.00,22.00,22.00,22.00
06.03.2018,22.25,22.25,22.25,22.25
05.03.2018,22.25,22.25,22.25,22.25
02.03.2018,22.00,22.00,22.00,22.00
01.03.2018,21.65,21.65,21.65,21.65
28.02.2018,22.00,22.00,22.00,22.00
27.02.2018,21.25,21.25,21.25,21.25
26.02.2018,21.25,21.25,21.25,21.25
23.02.2018,22.00,22.00,22.00,22.00
22.02.2018,22.00,22.00,22.00,22.00
21.02.2018,22.00,22.00,22.00,22.00
20.02.2018,21.75,21.75,21.75,21.75
16.02.2018,21.75,21.75,21.75,21.75
15.02.2018,21.75,21.75,21.75,21.75
14.02.2018,21.65,21.65,21.65,21.65
13.02.2018,21.65,21.65,21.65,21.65
12.02.2018,21.65,21.65,21.65,21.65
09.02.2018,21.50,21.50,21.50,21.50
08.02.2018,21.50,21.50,21.50,21.50
07.02.2018,22.15,22.15,22.15,22.15
06.02.2018,22.25,22.25,22.25,22.25
05.02.2018,22.25,22.25,22.25,22.25
02.02.2018,22.15,22.15,22.15,22.15
01.02.2018,21.75,21.75,21.75,21.75
31.01.2018,22.25,22.25,22.25,22.25
30.01.2018,21.40,21.40,21.40,21.40
29.01.2018,21.40,21.40,21.40,21.40
26.01.2018,22.50,22.50,22.50,22.50
25.01.2018,23.00,23.00,23.00,23.00
24.01.2018,23.15,23.15,23.15,23.15
23.01.2018,23.15,23.15,23.15,23.15
22.01.2018,23.15,23.15,23.15,23.15
19.01.2018,23.40,23.40,23.40,23.40
18.01.2018,23.40,23.40,23.40,23.40
17.01.2018,23.50,23.50,23.50,23.50
16.01.2018,23.75,23.75,23.75,23.75
12.01.2018,23.75,23.75,23.75,23.75
11.01.2018,23.90,23.90,23.90,23.90
10.01.2018,24.00,24.00,24.00,24.00
09.01.2018,24.00,24.00,24.00,24.00
08.01.2018,24.00,24.00,24.00,24.00
05.01.2018,24.00,24.00,24.00,24.00
04.01.2018,24.00,24.00,24.00,24.00
03.01.2018,23.90,23.90,23.90,23.90
02.01.2018,23.90,23.90,23.90,23.90
29.12.2017,23.90,23.90,23.90,23.90
28.12.2017,24.00,24.00,24.00,24.00
27.12.2017,24.00,24.00,24.00,24.00
26.12.2017,24.00,24.00,24.00,24.00
22.12.2017,24.00,24.00,24.00,24.00
21.12.2017,24.00,24.00,24.00,24.00
20.12.2017,24.00,24.70,24.70,24.70
19.12.2017,24.00,24.00,24.00,24.00
18.12.2017,24.40,24.40,24.40,24.40
15.12.2017,24.40,24.40,24.40,24.40
14.12.2017,24.40,24.40,24.40,24.40
13.12.2017,24.65,24.65,24.65,24.65
12.12.2017,25.00,25.00,25.00,25.00
11.12.2017,25.00,25.00,25.00,25.00
08.12.2017,25.00,25.00,25.00,25.00
07.12.2017,25.00,25.00,25.00,25.00
06.12.2017,25.50,25.50,25.50,25.50
05.12.2017,25.40,25.40,25.40,25.40
04.12.2017,26.40,26.40,26.40,26.40
01.12.2017,23.00,23.00,23.00,23.00
30.11.2017,23.25,23.25,23.25,23.25
29.11.2017,23.90,23.90,23.90,23.90
28.11.2017,23.50,23.50,23.50,23.50
27.11.2017,21.65,21.65,21.65,21.65
24.11.2017,23.50,23.50,23.50,23.50
22.11.2017,24.50,24.80,24.80,24.80
21.11.2017,26.00,26.00,26.00,26.00
20.11.2017,25.50,25.50,25.50,25.50
17.11.2017,25.00,25.00,25.00,25.00
16.11.2017,24.40,24.80,24.80,24.80
15.11.2017,23.90,23.90,23.90,23.90
14.11.2017,23.40,24.80,24.80,24.80
13.11.2017,23.15,23.15,23.15,23.15
10.11.2017,22.90,22.90,22.90,22.90
09.11.2017,22.75,22.75,22.75,22.75
08.11.2017,20.45,24.80,24.80,24.80
07.11.2017,20.40,24.80,24.80,24.80
06.11.2017,20.25,24.80,24.80,24.80
03.11.2017,20.30,20.30,20.30,20.30
02.11.2017,20.30,20.30,20.30,20.30
01.11.2017,20.20,20.20,20.20,20.20
31.10.2017,20.05,20.05,20.05,20.05
30.10.2017,20.00,20.00,20.00,20.00
27.10.2017,19.95,19.95,19.95,19.95
26.10.2017,20.20,20.20,20.20,20.20
25.10.2017,20.20,20.20,20.20,20.20
24.10.2017,20.20,20.20,20.20,20.20
23.10.2017,20.15,20.15,20.15,20.15
20.10.2017,20.15,20.15,20.15,20.15
19.10.2017,20.30,20.30,20.30,20.30
18.10.2017,20.45,20.45,20.45,20.45
17.10.2017,20.45,20.45,20.45,20.45
16.10.2017,20.30,20.30,20.30,20.30
13.10.2017,20.45,20.45,20.45,20.45
12.10.2017,20.50,20.50,20.50,20.50
11.10.2017,20.50,20.50,20.50,20.50
10.10.2017,20.35,20.35,20.35,20.35
09.10.2017,20.15,20.15,20.15,20.15
06.10.2017,20.45,20.45,20.45,20.45
05.10.2017,20.45,20.45,20.45,20.45
04.10.2017,20.45,20.45,20.45,20.45
03.10.2017,20.45,20.45,20.45,20.45
02.10.2017,20.25,20.25,20.25,20.25
29.09.2017,20.25,20.25,20.25,20.25
28.09.2017,20.55,20.55,20.55,20.55
27.09.2017,20.60,20.60,20.60,20.60
26.09.2017,20.60,20.60,20.60,20.60
25.09.2017,20.50,20.50,20.50,20.50
22.09.2017,19.75,19.75,19.75,19.75
21.09.2017,20.25,20.25,20.25,20.25
20.09.2017,20.30,20.30,20.30,20.30
19.09.2017,20.30,20.30,20.30,20.30
18.09.2017,20.60,20.60,20.60,20.60
15.09.2017,20.60,20.60,20.60,20.60
14.09.2017,20.60,20.60,20.60,20.60
13.09.2017,20.65,20.65,20.65,20.65
12.09.2017,20.65,20.65,20.65,20.65
11.09.2017,20.65,20.65,20.65,20.65
08.09.2017,20.75,20.75,20.75,20.75
07.09.2017,20.90,20.90,20.90,20.90
06.09.2017,20.65,20.65,20.65,20.65
05.09.2017,20.50,20.50,20.50,20.50
01.09.2017,20.25,20.25,20.25,20.25
31.08.2017,20.15,20.15,20.15,20.15
30.08.2017,19.95,19.95,19.95,19.95
29.08.2017,20.00,20.00,20.00,20.00
28.08.2017,20.00,20.00,20.00,20.00
25.08.2017,20.15,20.15,20.15,20.15
24.08.2017,20.25,20.25,20.25,20.25
23.08.2017,20.50,20.50,20.50,20.50
22.08.2017,20.50,20.50,20.50,20.50
21.08.2017,20.50,20.50,20.50,20.50
18.08.2017,20.85,20.85,20.85,20.85
17.08.2017,20.85,20.85,20.85,20.85
16.08.2017,20.85,20.85,20.85,20.85
15.08.2017,20.75,20.75,20.75,20.75
14.08.2017,20.80,20.80,20.80,20.80
11.08.2017,20.80,20.80,20.80,20.80
10.08.2017,20.80,20.80,20.80,20.80
09.08.2017,20.65,20.65,20.65,20.65
08.08.2017,20.65,20.65,20.65,20.65
07.08.2017,20.50,20.50,20.50,20.50
04.08.2017,20.40,20.40,20.40,20.40
03.08.2017,20.40,20.40,20.40,20.40
02.08.2017,20.25,20.25,20.25,20.25
01.08.2017,20.15,20.15,20.15,20.15
31.07.2017,20.05,20.05,20.05,20.05
28.07.2017,20.50,20.50,20.50,20.50
27.07.2017,20.50,20.50,20.50,20.50
26.07.2017,20.50,20.50,20.50,20.50
25.07.2017,20.65,20.65,20.65,20.65
24.07.2017,20.65,20.65,20.65,20.65
21.07.2017,20.55,20.55,20.55,20.55
