"Date","Price","Open","High","Low","Vol.","Change %"
"05/01/2021","43,615.00","45,165.00","45,165.00","45,165.00","0.01K","-3.43%"
"04/01/2021","45,165.00","50,069.00","50,069.00","50,069.00","0.01K","-9.79%"
"03/01/2021","50,069.00","52,763.00","52,763.00","52,763.00","0.01K","-3.63%"
"02/01/2021","51,953.00","41,239.50","41,239.50","41,239.50","0.02K","25.97%"
"01/01/2021","41,243.00","33,000.00","33,000.00","33,000.00","0.00K","28.76%"
"12/01/2020","32,031.75","32,025.00","32,025.00","32,025.00","0.02K","-0.03%"
"11/01/2020","32,041.00","32,516.50","32,516.50","32,516.50","0.00K","-1.53%"
"10/01/2020","32,538.00","33,945.50","33,945.50","33,945.50","0.00K","-4.21%"
"09/01/2020","33,967.50","33,025.00","33,025.00","33,025.00","0.00K","2.80%"
"08/01/2020","33,042.50","30,200.00","30,200.00","30,200.00","0.00K","13.94%"
"07/01/2020","29,000.00","28,478.00","28,478.00","28,478.00","0.04K","1.82%"
"06/01/2020","28,481.00","29,631.00","29,631.00","29,631.00","0.02K","-3.95%"
"05/01/2020","29,652.00","29,633.00","29,633.00","29,633.00","0.01K","0.05%"
"04/01/2020","29,637.00","29,625.00","29,625.00","29,625.00","0.04K","0.02%"
"03/01/2020","29,630.50","29,695.00","29,695.00","29,695.00","0.01K","-10.63%"
"02/01/2020","33,156.50","33,156.50","33,156.50","33,156.50","0.01K","-4.28%"
"01/01/2020","34,637.50","34,637.50","34,637.50","34,637.50","0.05K","7.02%"
"12/01/2019","32,366.00","32,366.00","32,366.00","32,366.00","0.06K","-8.53%"
"11/01/2019","35,384.00","35,384.00","35,384.00","35,384.00","0.01K","-0.60%"
"10/01/2019","35,598.00","35,598.00","35,598.00","35,598.00","0.10K","0.13%"
"09/01/2019","35,552.00","35,552.00","35,552.00","35,552.00","0.58K","10.29%"
"08/01/2019","32,235.00","32,235.00","32,235.00","32,235.00","0.34K","25.59%"
"07/01/2019","25,666.00","25,666.00","25,666.00","25,666.00","0.45K","-10.42%"
"06/01/2019","28,650.00","28,650.00","28,650.00","28,650.00","0.40K","-10.47%"
"05/01/2019","32,000.00","32,000.00","32,000.00","32,000.00","0.56K","-7.25%"
"04/01/2019","34,500.00","34,500.00","34,500.00","34,500.00","1.18K","15.00%"
"03/01/2019","30,000.00","30,000.00","30,000.00","30,000.00","1.05K","-9.09%"
"02/01/2019","33,000.00","33,000.00","33,000.00","33,000.00","1.31K","-2.94%"
"01/01/2019","34,000.00","34,000.00","34,000.00","34,000.00","1.08K","-38.18%"
"12/01/2018","55,000.00","55,000.00","55,000.00","55,000.00","2.37K","0.00%"
"11/01/2018","55,000.00","55,000.00","55,000.00","55,000.00","0.96K","-7.95%"
"10/01/2018","59,750.00","59,750.00","59,750.00","59,750.00","0.29K","-3.55%"
"09/01/2018","61,951.00","61,951.00","61,951.00","61,951.00","0.64K","-3.66%"
"08/01/2018","64,306.00","64,306.00","64,306.00","64,306.00","0.34K","-6.94%"
"07/01/2018","69,100.00","69,100.00","69,100.00","69,100.00","0.32K","-10.90%"
"06/01/2018","77,550.00","77,550.00","77,550.00","77,550.00","0.15K","-13.83%"
"05/01/2018","90,000.00","90,000.00","90,000.00","90,000.00","0.23K","1.69%"
"04/01/2018","88,500.00","88,500.00","88,500.00","88,500.00","0.74K","-5.40%"
"03/01/2018","93,550.00","93,550.00","93,550.00","93,550.00","0.21K","15.49%"
"02/01/2018","81,000.00","81,000.00","81,000.00","81,000.00","0.10K","1.31%"
"01/01/2018","79,956.00","79,956.00","79,956.00","79,956.00","0.23K","6.32%"
"12/01/2017","75,205.00","75,205.00","75,205.00","75,205.00","0.08K","11.95%"
"11/01/2017","67,180.00","67,180.00","67,180.00","67,180.00","0.72K","11.23%"
"10/01/2017","60,400.00","60,400.00","60,400.00","60,400.00","0.26K","2.30%"
"09/01/2017","59,040.00","59,040.00","59,040.00","59,040.00","0.67K","-2.81%"
"08/01/2017","60,750.00","60,750.00","60,750.00","60,750.00","0.16K","6.88%"
"07/01/2017","56,840.00","56,840.00","56,840.00","56,840.00","0.05K","-4.87%"
"06/01/2017","59,750.00","59,750.00","59,750.00","59,750.00","0.60K","6.03%"
"05/01/2017","56,350.00","56,350.00","56,350.00","56,350.00","0.99K","2.45%"
"04/01/2017","55,000.00","55,000.00","55,000.00","55,000.00","0.08K","0.92%"
"03/01/2017","54,500.00","54,500.00","54,500.00","54,500.00","0.64K","8.46%"
"02/01/2017","50,250.00","50,250.00","50,250.00","50,250.00","0.24K","35.81%"
"01/01/2017","37,000.00","37,000.00","37,000.00","37,000.00","0.30K","12.98%"
"12/01/2016","32,750.00","32,750.00","32,750.00","32,750.00","0.53K","10.08%"
"11/01/2016","29,750.00","29,750.00","29,750.00","29,750.00","0.17K","4.25%"
"10/01/2016","28,537.00","28,537.00","28,537.00","28,537.00","0.11K","3.77%"
"09/01/2016","27,500.00","27,500.00","27,500.00","27,500.00","0.09K","4.76%"
"08/01/2016","26,250.00","26,250.00","26,250.00","26,250.00","0.04K","0.00%"
"07/01/2016","26,250.00","26,250.00","26,250.00","26,250.00","0.09K","10.79%"
"06/01/2016","23,693.00","23,693.00","23,693.00","23,693.00","0.10K","0.03%"
"05/01/2016","23,686.50","23,686.50","23,686.50","23,686.50","0.04K","-0.16%"
"04/01/2016","23,725.50","23,725.50","23,725.50","23,725.50","0.07K","7.94%"
"03/01/2016","21,981.00","21,981.00","21,981.00","21,981.00","0.09K","-2.78%"
"02/01/2016","22,609.50","22,609.50","22,609.50","22,609.50","0.13K","3.62%"
"01/01/2016","21,820.00","21,820.00","21,820.00","21,820.00","0.14K","-8.95%"
"12/01/2015","23,966.00","23,966.00","23,966.00","23,966.00","0.24K","-2.82%"
"11/01/2015","24,660.80","24,660.80","24,660.80","24,660.80","0.06K","-8.44%"
"10/01/2015","26,933.00","26,933.00","26,933.00","26,933.00","0.10K","-2.77%"
"09/01/2015","27,700.00","27,700.00","27,700.00","27,700.00","0.29K","-1.60%"
"08/01/2015","28,151.00","28,151.00","28,151.00","28,151.00","0.23K","-8.30%"
"07/01/2015","30,700.00","30,700.00","30,700.00","30,700.00","0.35K","-7.67%"
"06/01/2015","33,250.00","33,250.00","33,250.00","33,250.00","0.42K","9.56%"
"05/01/2015","30,350.00","30,350.00","30,350.00","30,350.00","0.33K","1.44%"
"04/01/2015","29,919.00","29,919.00","29,919.00","29,919.00","0.45K","11.81%"
"03/01/2015","26,758.00","26,758.00","26,758.00","26,758.00","1.89K","-6.83%"
"02/01/2015","28,720.00","28,720.00","28,720.00","28,720.00","0.53K","-2.46%"
"01/01/2015","29,444.00","29,444.00","29,444.00","29,444.00","0.07K","-6.21%"
"12/01/2014","31,394.00","31,394.00","31,394.00","31,394.00","0.33K","3.29%"
"11/01/2014","30,393.00","30,393.00","30,393.00","30,393.00","0.25K","1.44%"
"10/01/2014","29,962.00","29,962.00","29,962.00","29,962.00","0.33K","-6.89%"
"09/01/2014","32,180.50","32,180.50","32,180.50","32,180.50","0.56K","-0.78%"
"08/01/2014","32,434.00","32,434.00","32,434.00","32,434.00","0.18K","1.65%"
"07/01/2014","31,907.00","31,907.00","31,907.00","31,907.00","0.26K","4.51%"
"06/01/2014","30,531.00","30,531.00","30,531.00","30,531.00","0.26K","0.17%"
"05/01/2014","30,478.00","30,478.00","30,478.00","30,478.00","0.22K","1.95%"
"04/01/2014","29,895.00","29,895.00","29,895.00","29,895.00","0.21K","-4.77%"
"03/01/2014","31,393.00","31,393.00","31,393.00","31,393.00","0.20K","0.24%"
"02/01/2014","31,318.50","31,318.50","31,318.50","31,318.50","0.29K","8.28%"
"01/01/2014","28,924.00","28,924.00","28,924.00","28,924.00","0.19K","-0.12%"
"12/01/2013","28,960.00","28,960.00","28,960.00","28,960.00","0.04K","13.86%"
"11/01/2013","25,435.00","25,435.00","25,435.00","25,435.00","0.03K","-5.34%"
"10/01/2013","26,870.00","26,870.00","26,870.00","26,870.00","0.31K","1.18%"
"09/01/2013","26,556.00","26,556.00","26,556.00","26,556.00","0.34K","-4.87%"
"08/01/2013","27,916.00","27,916.00","27,916.00","27,916.00","0.07K","5.80%"
"07/01/2013","26,385.00","26,385.00","26,385.00","26,385.00","0.14K","-17.76%"
"06/01/2013","32,084.00","32,084.00","32,084.00","32,084.00","0.06K","8.76%"
"05/01/2013","29,500.00","29,500.00","29,500.00","29,500.00","0.13K","7.24%"
"04/01/2013","27,508.80","27,508.80","27,508.80","27,508.80","0.13K","2.11%"
"03/01/2013","26,940.00","26,940.00","26,940.00","26,940.00","0.15K","5.88%"
"02/01/2013","25,444.00","25,444.00","25,444.00","25,444.00","0.39K","-2.85%"
"01/01/2013","26,190.00","26,190.00","26,190.00","26,190.00","0.02K","3.05%"
"12/01/2012","25,415.00","25,415.00","25,415.00","25,415.00","0.09K","11.20%"
"11/01/2012","22,855.00","22,855.00","22,855.00","22,855.00","0.11K","-10.55%"
"10/01/2012","25,550.00","25,550.00","25,550.00","25,550.00","0.03K","-14.12%"
"09/01/2012","29,750.00","29,750.00","29,750.00","29,750.00","0.26K","0.85%"
"08/01/2012","29,500.00","29,500.00","29,500.00","29,500.00","0.19K","-0.87%"
"07/01/2012","29,760.00","29,760.00","29,760.00","29,760.00","0.24K","6.29%"
"06/01/2012","28,000.00","28,000.00","28,000.00","28,000.00","0.29K","-7.44%"
"05/01/2012","30,250.00","30,250.00","30,250.00","30,250.00","0.19K","-0.82%"
"04/01/2012","30,500.00","30,500.00","30,500.00","30,500.00","0.20K","-6.86%"
"03/01/2012","32,745.00","32,745.00","32,745.00","32,745.00","0.25K","4.45%"
"02/01/2012","31,350.00","31,350.00","31,350.00","31,350.00","0.14K","-4.68%"
"01/01/2012","32,890.00","32,890.00","32,890.00","32,890.00","0.12K","9.74%"
"12/01/2011","29,970.00","29,970.00","29,970.00","29,970.00","0.55K","-4.48%"
"11/01/2011","31,374.00","31,374.00","31,374.00","31,374.00","0.06K","10.41%"
"10/01/2011","28,415.00","28,415.00","28,415.00","28,415.00","0.08K","-12.69%"
"09/01/2011","32,545.00","32,545.00","32,545.00","32,545.00","0.15K","-8.56%"
"08/01/2011","35,590.00","35,590.00","35,590.00","35,590.00","0.08K","-1.39%"
"07/01/2011","36,090.00","36,090.00","36,090.00","36,090.00","0.03K","3.11%"
"06/01/2011","35,000.00","35,000.00","35,000.00","35,000.00","","-5.65%"
"05/01/2011","37,095.00","37,095.00","37,095.00","37,095.00","","0.26%"
"04/01/2011","37,000.00","37,000.00","37,000.00","37,000.00","","0.27%"
"03/01/2011","36,900.00","36,900.00","36,900.00","36,900.00","","-7.54%"
"02/01/2011","39,910.00","39,910.00","39,910.00","39,910.00","","2.20%"
"01/01/2011","39,050.00","39,050.00","39,050.00","39,050.00","","1.30%"
"12/01/2010","38,550.00","38,550.00","38,550.00","38,550.00","","6.49%"
"11/01/2010","36,200.00","36,200.00","36,200.00","36,200.00","","-5.73%"
"10/01/2010","38,400.00","38,400.00","38,400.00","38,400.00","","-0.98%"
"09/01/2010","38,780.00","38,780.00","38,780.00","38,780.00","","-6.89%"
"08/01/2010","41,650.00","41,650.00","41,650.00","41,650.00","","9.32%"
"07/01/2010","38,100.00","38,100.00","38,100.00","38,100.00","","-0.90%"
"06/01/2010","38,445.00","38,445.00","38,445.00","38,445.00","","-1.74%"
"05/01/2010","39,125.00","39,125.00","39,125.00","39,125.00","","-8.69%"
"04/01/2010","42,850.00","42,850.00","42,850.00","42,850.00","","-4.81%"
