"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"01.09.2024","79,50","79,50","79,50","79,50","","0,32%"
"01.08.2024","79,25","79,25","79,25","79,25","","-6,16%"
"01.07.2024","84,45","84,45","84,45","84,45","","-1,52%"
"01.06.2024","85,75","85,75","85,75","85,75","","-3,22%"
"01.05.2024","88,60","88,60","88,60","88,60","","-1,83%"
"01.04.2024","90,25","90,25","90,25","90,25","","2,04%"
"01.03.2024","88,45","88,45","88,45","88,45","","-6,60%"
"01.02.2024","94,70","94,70","94,70","94,70","","-6,52%"
"01.01.2024","101,30","101,30","101,30","101,30","","10,59%"
"01.12.2023","91,60","91,60","91,60","91,60","","13,65%"
"01.11.2023","80,60","80,60","80,60","80,60","","8,04%"
"01.10.2023","74,60","75,00","75,00","75,00","0,00K","46,13%"
"01.02.2023","51,05","51,05","51,05","51,05","","0,39%"
"01.01.2023","50,85","50,85","50,85","50,85","","3,78%"
"01.12.2022","49,00","49,00","49,00","49,00","","-1,90%"
"01.11.2022","49,95","49,95","49,95","49,95","","-5,40%"
"01.10.2022","52,80","52,80","52,80","52,80","","7,76%"
"01.09.2022","49,00","49,00","49,00","49,00","","-8,07%"
"01.08.2022","53,30","53,30","53,30","53,30","","7,35%"
"01.07.2022","49,65","49,65","49,65","49,65","","-2,36%"
"01.06.2022","50,85","50,85","50,85","50,85","","4,95%"
"01.05.2022","48,45","48,45","48,45","48,45","","-8,76%"
"01.04.2022","53,10","62,50","62,50","62,50","0,00K","-9,39%"
"01.03.2022","58,60","50,35","58,95","50,35","0,02K","19,71%"
"01.02.2022","48,95","49,50","49,50","49,50","0,00K","11,25%"
"01.01.2022","44,00","44,00","44,00","44,00","","2,21%"
"01.09.2021","43,05","47,75","47,75","45,00","0,01K","27,74%"
"01.08.2021","33,70","33,70","33,70","33,70","","4,01%"
"01.07.2021","32,40","32,40","32,40","32,40","","-0,15%"
"01.06.2021","32,45","32,45","32,45","32,45","","3,02%"
"01.05.2021","31,50","31,50","31,50","31,50","0,06K","7,33%"
"01.04.2021","29,35","29,35","29,35","29,35","","-6,38%"
"01.03.2021","31,35","31,35","31,35","31,35","","10,19%"
"01.02.2021","28,45","28,45","28,45","28,45","","-5,48%"
"01.01.2021","30,10","30,10","30,10","30,10","","-1,95%"
"01.12.2020","30,70","30,70","30,70","30,70","","5,32%"
"01.11.2020","29,15","29,15","29,15","29,15","","-0,85%"
"01.10.2020","29,40","32,35","32,35","32,35","0,00K","-1,67%"
"01.09.2020","29,90","29,90","29,90","29,90","","-4,78%"
"01.08.2020","31,40","31,40","31,40","31,40","","-1,57%"
"01.07.2020","31,90","31,90","31,90","31,90","","-2,00%"
"01.06.2020","32,55","33,80","33,80","33,80","0,01K","-4,41%"
"01.05.2020","34,05","35,05","35,05","35,05","0,00K","1,64%"
"01.04.2020","33,50","26,70","32,10","26,70","0,01K","22,26%"
"01.03.2020","27,40","27,40","27,40","27,40","","10,04%"
"01.02.2020","24,90","24,90","24,90","24,90","0,60K","0,40%"
"01.01.2020","24,80","24,85","24,85","24,85","0,00K","-1,00%"
"01.12.2019","25,05","25,05","25,05","25,05","","-4,21%"
"01.11.2019","26,15","26,15","26,15","26,15","","9,41%"
"01.10.2019","23,90","23,90","23,90","23,90","","-6,46%"
"01.09.2019","25,55","25,55","25,55","25,55","0,60K","0,99%"
"01.08.2019","25,30","25,30","25,30","25,30","","-0,20%"
"01.07.2019","25,35","25,35","25,35","25,35","","2,84%"
"01.06.2019","24,65","24,65","24,65","24,65","0,60K","2,71%"
"01.05.2019","24,00","25,15","25,15","25,15","0,00K","-4,76%"
"01.04.2019","25,20","25,20","25,20","25,20","0,30K","0,80%"
"01.03.2019","25,00","25,00","25,00","25,00","0,60K","-10,07%"
"01.02.2019","27,80","27,80","27,80","27,80","0,40K","-3,97%"
"01.01.2019","28,95","28,95","28,95","28,95","0,02K","0,52%"
"01.12.2018","28,80","30,40","30,40","30,40","0,37K","-0,69%"
"01.11.2018","29,00","27,85","29,85","27,85","0,43K","3,02%"
"01.10.2018","28,15","27,40","27,55","27,40","0,03K","2,36%"
"01.09.2018","27,50","26,50","26,50","26,50","0,01K","3,97%"
"01.08.2018","26,45","26,45","26,45","26,45","","2,32%"
"01.07.2018","25,85","25,85","25,85","25,85","0,01K","13,88%"
"01.06.2018","22,70","24,40","25,70","24,20","0,02K","0,67%"
"01.05.2018","22,55","22,55","22,55","22,55","0,10K","7,89%"
"01.04.2018","20,90","20,90","20,90","20,90","","-0,48%"
"01.03.2018","21,00","21,00","21,00","21,00","0,10K","-4,55%"
"01.02.2018","22,00","22,00","22,00","22,00","","-1,12%"
"01.01.2018","22,25","22,25","22,25","22,25","0,30K","-6,90%"
"01.12.2017","23,90","24,70","24,70","24,70","0,17K","2,80%"
"01.11.2017","23,25","24,80","24,80","24,80","0,40K","15,96%"
"01.10.2017","20,05","20,05","20,05","20,05","","-0,99%"
"01.09.2017","20,25","20,25","20,25","20,25","","0,50%"
"01.08.2017","20,15","20,15","20,15","20,15","","0,50%"
"01.07.2017","20,05","20,05","20,05","20,05","","-2,20%"
"01.06.2017","20,50","20,50","20,50","20,50","0,14K","3,80%"
"01.05.2017","19,75","21,50","24,30","24,30","","-13,19%"
"01.04.2017","22,75","21,50","24,30","24,30","","-2,15%"
"01.03.2017","23,25","23,25","23,25","23,25","","1,09%"
"01.02.2017","23,00","23,00","23,00","23,00","","-6,69%"
"01.01.2017","24,65","24,65","24,65","24,65","","20,83%"
"01.12.2016","20,40","20,40","20,40","20,40","0,15K","14,93%"
"01.11.2016","17,75","17,75","17,75","17,75","0,00K","-5,33%"
"01.10.2016","18,75","18,75","18,75","18,75","0,20K","-16,29%"
"01.09.2016","22,40","22,40","22,40","22,40","","-11,29%"
"01.08.2016","25,25","25,25","25,25","25,25","","-2,88%"
"01.07.2016","26,00","26,00","26,00","26,00","","-1,52%"
"01.06.2016","26,40","26,40","26,40","26,40","","-3,12%"
"01.05.2016","27,25","27,25","27,25","27,25","0,43K","-1,45%"
"01.04.2016","27,65","27,65","27,65","27,65","0,01K","-1,78%"
"01.03.2016","28,15","28,15","28,15","28,15","0,28K","-12,44%"
"01.02.2016","32,15","32,15","32,15","32,15","","-7,35%"
"01.01.2016","34,70","34,70","34,70","34,70","","0,73%"
"01.12.2015","34,45","34,45","34,45","34,45","0,28K","-4,57%"
"01.11.2015","36,10","36,10","36,10","36,10","","1,98%"
"01.10.2015","35,40","35,40","35,40","35,40","","-3,41%"
"01.09.2015","36,65","36,65","36,65","36,65","0,20K","-0,68%"
"01.08.2015","36,90","36,90","36,90","36,90","","4,53%"
"01.07.2015","35,30","35,30","35,30","35,30","","-1,26%"
"01.06.2015","35,75","35,75","35,75","35,75","0,28K","1,85%"
"01.05.2015","35,10","35,10","35,10","35,10","","-5,14%"
"01.04.2015","37,00","37,00","37,00","37,00","","-6,33%"
"01.03.2015","39,50","39,50","39,50","39,50","","1,94%"
"01.02.2015","38,75","38,75","38,75","38,75","0,10K","4,03%"
"01.01.2015","37,25","37,25","37,25","37,25","0,09K","5,67%"
"01.12.2014","35,25","35,25","35,25","35,25","0,18K","-12,42%"
"01.11.2014","40,25","37,60","37,60","37,60","0,09K","10,27%"
"01.10.2014","36,50","36,00","36,00","36,00","0,01K","3,40%"
"01.09.2014","35,30","35,30","35,30","35,30","0,09K","7,79%"
"01.08.2014","32,75","32,75","32,75","32,75","","13,91%"
"01.07.2014","28,75","28,75","28,75","28,75","","1,77%"
"01.06.2014","28,25","28,25","28,25","28,25","","0,00%"
"01.05.2014","28,25","28,25","28,25","28,25","","-7,38%"
"01.04.2014","30,50","30,50","30,50","30,50","","-10,29%"
"01.03.2014","34,00","34,00","34,00","34,00","","-4,09%"
"01.02.2014","35,45","35,45","35,45","35,45","","-0,98%"
"01.01.2014","35,80","35,80","35,80","35,80","","4,07%"
"01.12.2013","34,40","34,40","34,40","34,40","0,20K","-5,10%"
"01.11.2013","36,25","36,25","36,50","36,25","","5,07%"
"01.10.2013","34,50","34,50","34,50","34,50","","-2,13%"
"01.09.2013","35,25","35,25","35,25","35,25","","3,68%"
"01.08.2013","34,00","34,00","36,00","34,00","","-2,86%"
"01.07.2013","35,00","35,00","35,00","35,00","","-11,95%"
"01.06.2013","39,75","39,75","39,75","39,75","","-1,85%"
"01.05.2013","40,50","40,50","40,50","40,50","0,40K","0,00%"
"01.04.2013","40,50","40,50","40,50","40,50","","-4,48%"
"01.03.2013","42,40","42,40","42,40","42,40","0,00K","0,95%"
"01.02.2013","42,00","42,00","42,00","42,00","","-4,00%"
"01.01.2013","43,75","43,75","43,75","43,75","","1,39%"
"01.12.2012","43,15","43,15","43,15","43,15","0,60K","2,13%"
"01.11.2012","42,25","42,25","42,25","42,25","","1,81%"
"01.10.2012","41,50","41,50","41,50","41,50","","-9,09%"
"01.09.2012","45,65","45,65","45,65","45,65","","-4,90%"
"01.08.2012","48,00","48,00","48,00","48,00","","-3,03%"
"01.07.2012","49,50","49,50","49,50","49,50","","-2,46%"
"01.06.2012","50,75","50,75","50,75","50,75","","-0,49%"
"01.05.2012","51,00","51,25","51,50","51,00","0,00K","-1,45%"
"01.04.2012","51,75","51,75","51,75","51,75","","1,97%"
"01.03.2012","50,75","50,75","50,75","50,75","","-2,50%"
"01.02.2012","52,05","52,05","52,05","52,05","","-0,38%"
"01.01.2012","52,25","52,25","52,25","52,25","","0,00%"
"01.12.2011","52,25","52,25","52,25","52,25","","0,97%"
"01.11.2011","51,75","51,75","52,75","51,75","0,15K","-0,48%"
"01.10.2011","52,00","52,00","52,00","52,00","0,15K","-0,10%"
"01.09.2011","52,05","52,05","52,05","52,05","","5,90%"
"01.08.2011","49,15","49,15","49,15","49,15","0,11K","-5,21%"
"01.07.2011","51,85","51,85","51,85","51,85","","0,39%"
"01.06.2011","51,65","51,65","51,65","51,65","0,37K","-10,17%"
"01.05.2011","57,50","55,00","56,50","55,00","0,01K","4,07%"
"01.04.2011","55,25","55,25","55,25","55,25","","-6,36%"
"01.03.2011","59,00","59,00","59,00","59,00","0,46K","-12,59%"
"01.02.2011","67,50","67,50","67,50","67,50","0,60K","-6,25%"
"01.01.2011","72,00","72,00","72,00","72,00","0,00K","15,94%"
"01.12.2010","62,10","62,10","62,10","62,10","0,45K","1,80%"
"01.11.2010","61,00","61,00","53,00","61,00","1,92K","17,31%"
"01.10.2010","52,00","52,00","52,00","52,00","0,00K","11,83%"
"01.09.2010","46,50","46,50","47,75","46,50","","3,33%"
"01.08.2010","45,00","45,00","45,00","45,00","","-1,10%"
"01.07.2010","45,50","45,50","45,50","45,50","","8,98%"
"01.06.2010","41,75","41,75","41,75","41,75","","3,09%"
"01.05.2010","40,50","40,50","40,50","40,50","","-2,99%"
"01.04.2010","41,75","41,75","41,75","41,75","","0,00%"
"01.03.2010","41,75","41,75","41,75","41,75","","1,83%"
"01.02.2010","41,00","41,00","41,00","41,00","","-0,61%"
"01.01.2010","41,25","41,25","41,25","41,25","0,00K","-7,30%"
"01.12.2009","44,50","44,50","44,50","44,50","","-1,11%"
"01.11.2009","45,00","45,00","45,00","45,00","0,75K","-2,17%"
"01.10.2009","46,00","46,00","46,00","46,00","","9,52%"
"01.09.2009","42,00","42,00","42,00","42,00","","-10,64%"
"01.08.2009","47,00","47,00","47,00","47,00","","-1,05%"
"01.07.2009","47,50","47,50","47,50","47,50","","-10,38%"
