"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"15.09.2024","79,50","79,50","79,50","79,50","","-0,19%"
"08.09.2024","79,65","79,65","79,65","79,65","","-0,38%"
"01.09.2024","79,95","79,95","79,95","79,95","","0,88%"
"25.08.2024","79,25","79,25","79,25","79,25","","-3,82%"
"18.08.2024","82,40","81,20","82,40","79,85","","1,48%"
"11.08.2024","81,20","81,50","81,55","81,20","","-0,43%"
"04.08.2024","81,55","81,85","81,85","81,55","","-1,27%"
"28.07.2024","82,60","82,30","85,05","82,30","","0,18%"
"21.07.2024","82,45","83,45","83,45","82,25","","-2,25%"
"14.07.2024","84,35","84,35","84,35","84,35","","-2,09%"
"07.07.2024","86,15","86,15","86,15","86,15","","0,58%"
"30.06.2024","85,65","85,65","85,65","85,65","","-0,12%"
"23.06.2024","85,75","85,75","85,75","85,75","","1,48%"
"16.06.2024","84,50","84,50","84,50","84,50","","-2,48%"
"09.06.2024","86,65","86,65","86,65","86,65","","-0,86%"
"02.06.2024","87,40","87,40","87,40","87,40","","-1,35%"
"26.05.2024","88,60","88,60","88,60","88,60","","-3,33%"
"19.05.2024","91,65","91,65","91,65","91,65","","0,77%"
"12.05.2024","90,95","90,95","90,95","90,95","","-1,41%"
"05.05.2024","92,25","92,25","92,25","92,25","","-0,16%"
"28.04.2024","92,40","92,40","92,40","92,40","","5,78%"
"21.04.2024","87,35","87,35","87,35","87,35","","-2,18%"
"14.04.2024","89,30","89,30","89,30","89,30","","-0,39%"
"07.04.2024","89,65","89,65","89,65","89,65","","0,28%"
"31.03.2024","89,40","89,40","89,40","89,40","","1,07%"
"24.03.2024","88,45","88,45","88,45","88,45","","-0,95%"
"17.03.2024","89,30","89,30","89,30","89,30","","4,44%"
"10.03.2024","85,50","85,50","85,50","85,50","","-6,35%"
"03.03.2024","91,30","91,30","91,30","91,30","","-3,08%"
"25.02.2024","94,20","94,20","94,20","94,20","","-2,38%"
"18.02.2024","96,50","96,50","96,50","96,50","","-5,21%"
"11.02.2024","101,80","101,80","101,80","101,80","","1,04%"
"04.02.2024","100,75","100,75","100,75","100,75","","-5,22%"
"28.01.2024","106,30","106,30","106,30","106,30","","6,09%"
"21.01.2024","100,20","100,20","100,20","100,20","","-5,47%"
"14.01.2024","106,00","106,00","106,00","106,00","","3,16%"
"07.01.2024","102,75","102,75","102,75","102,75","","11,14%"
"31.12.2023","92,45","92,45","92,45","92,45","","0,93%"
"24.12.2023","91,60","91,60","91,60","91,60","","0,05%"
"17.12.2023","91,55","91,55","91,55","91,55","","5,41%"
"10.12.2023","86,85","86,85","86,85","86,85","","5,02%"
"03.12.2023","82,70","82,70","82,70","82,70","","1,16%"
"26.11.2023","81,75","81,75","81,75","81,75","","1,24%"
"19.11.2023","80,75","80,75","80,75","80,75","","3,53%"
"12.11.2023","78,00","78,00","78,00","78,00","","6,34%"
"05.11.2023","73,35","73,35","73,35","73,35","","-1,34%"
"29.10.2023","74,35","74,35","74,35","74,35","","-0,07%"
"22.10.2023","74,40","74,40","74,40","74,40","","2,62%"
"15.10.2023","72,50","72,50","72,50","72,50","","4,09%"
"08.10.2023","69,65","69,65","69,65","69,65","","-0,21%"
"01.10.2023","69,80","75,00","75,00","75,00","0,00K","36,73%"
"26.02.2023","51,05","51,05","51,05","51,05","","-1,26%"
"19.02.2023","51,70","51,70","51,70","51,70","","-0,19%"
"12.02.2023","51,80","51,80","51,80","51,80","","2,47%"
"05.02.2023","50,55","50,55","50,55","50,55","","-1,37%"
"29.01.2023","51,25","51,25","51,25","51,25","","1,08%"
"22.01.2023","50,70","50,70","50,70","50,70","","3,68%"
"15.01.2023","48,90","48,90","48,90","48,90","","-3,17%"
"08.01.2023","50,50","50,50","50,50","50,50","","3,06%"
"01.01.2023","49,00","49,00","49,00","49,00","","0,00%"
"25.12.2022","49,00","49,00","49,00","49,00","","1,87%"
"18.12.2022","48,10","48,10","48,10","48,10","","-0,10%"
"11.12.2022","48,15","48,15","48,15","48,15","","-1,13%"
"04.12.2022","48,70","48,70","48,70","48,70","","-1,02%"
"27.11.2022","49,20","49,20","49,20","49,20","","-2,28%"
"20.11.2022","50,35","50,35","50,35","50,35","","-0,69%"
"13.11.2022","50,70","50,70","50,70","50,70","","-0,10%"
"06.11.2022","50,75","50,75","50,75","50,75","","0,30%"
"30.10.2022","50,60","50,60","50,60","50,60","","-4,62%"
"23.10.2022","53,05","53,05","53,05","53,05","","0,00%"
"16.10.2022","53,05","53,05","53,05","53,05","","4,84%"
"09.10.2022","50,60","50,60","50,60","50,60","","4,12%"
"02.10.2022","48,60","48,60","48,60","48,60","","-0,82%"
"25.09.2022","49,00","49,00","49,00","49,00","","-1,71%"
"18.09.2022","49,85","49,85","49,85","49,85","","1,94%"
"11.09.2022","48,90","48,90","48,90","48,90","","-7,30%"
"04.09.2022","52,75","52,75","52,75","52,75","","0,38%"
"28.08.2022","52,55","52,55","52,55","52,55","","6,38%"
"21.08.2022","49,40","49,40","49,40","49,40","","0,41%"
"14.08.2022","49,20","49,20","49,20","49,20","","0,72%"
"07.08.2022","48,85","48,85","48,85","48,85","","0,00%"
"31.07.2022","48,85","48,85","48,85","48,85","","-1,61%"
"24.07.2022","49,65","49,65","49,65","49,65","","5,75%"
"17.07.2022","46,95","46,95","46,95","46,95","","0,64%"
"10.07.2022","46,65","46,65","46,65","46,65","","-3,81%"
