"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"01.07.2022","23.619,00","21.750,00","22.700,00","19.050,00","134,80K","4,06%"
"01.06.2022","22.698,00","27.800,00","29.425,00","22.850,00","152,52K","-20,05%"
"01.05.2022","28.392,00","31.025,00","31.000,00","26.130,00","153,77K","-10,64%"
"01.04.2022","31.771,00","32.650,00","33.950,00","32.450,00","80,21K","-1,05%"
"01.03.2022","32.107,00","24.900,00","42.100,00","24.900,00","294,72K","32,23%"
"01.02.2022","24.282,00","22.730,00","25.625,00","22.730,00","359,05K","8,75%"
"01.01.2022","22.328,00","20.625,00","23.715,00","20.360,00","435,38K","7,57%"
"01.12.2021","20.757,00","20.300,00","20.750,00","19.240,00","319,20K","4,32%"
"01.11.2021","19.897,00","19.500,00","21.000,00","19.200,00","401,69K","2,31%"
"01.10.2021","19.448,00","18.100,00","20.475,00","17.810,00","433,10K","8,43%"
"01.09.2021","17.936,00","19.620,00","20.350,00","18.100,00","450,66K","-8,24%"
"01.08.2021","19.547,00","19.547,50","19.807,50","18.345,00","420,88K","-0,03%"
"01.07.2021","19.552,00","18.242,50","19.957,50","17.925,00","402,78K","7,35%"
"01.06.2021","18.214,00","18.180,00","18.597,50","17.095,00","386,83K","0,56%"
"01.05.2021","18.113,00","17.665,00","18.257,50","16.627,50","329,24K","2,48%"
"01.04.2021","17.674,00","16.150,00","17.697,50","15.927,50","291,76K","10,00%"
"01.03.2021","16.068,00","18.672,50","18.887,50","15.670,00","414,53K","-13,51%"
"01.02.2021","18.577,00","17.700,00","20.107,50","17.482,50","364,31K","5,01%"
"01.01.2021","17.691,00","16.660,00","18.510,00","16.660,00","379,81K","6,49%"
"01.12.2020","16.613,00","16.065,00","17.877,50","15.825,00","387,18K","3,62%"
"01.11.2020","16.033,00","15.145,00","16.520,00","14.932,50","375,96K","5,79%"
"01.10.2020","15.156,00","14.495,00","16.307,50","14.047,50","360,38K","4,40%"
"01.09.2020","14.517,00","15.445,00","15.812,50","14.127,50","371,36K","-5,53%"
"01.08.2020","15.367,00","13.795,00","15.500,00","13.607,50","339,74K","11,47%"
"01.07.2020","13.786,00","12.815,00","13.992,50","12.607,50","471,80K","7,66%"
"01.06.2020","12.805,00","12.410,00","13.117,50","12.402,50","1,40M","3,90%"
"01.05.2020","12.324,00","12.110,00","12.907,50","11.802,50","1,08M","1,08%"
"01.04.2020","12.192,00","11.440,00","12.592,50","10.962,50","1,30M","6,17%"
"01.03.2020","11.484,00","12.530,00","12.890,00","11.230,00","2,25M","-6,29%"
"01.02.2020","12.255,00","12.875,00","13.280,00","12.180,00","1,75M","-4,63%"
"01.01.2020","12.850,00","14.185,00","14.360,00","12.550,00","1,74M","-8,38%"
"01.12.2019","14.025,00","13.723,50","14.500,00","13.090,00","2,02M","2,60%"
"01.11.2019","13.670,00","16.800,00","16.770,00","13.670,00","1,87M","-17,87%"
"01.10.2019","16.645,00","17.250,00","17.800,00","16.040,00","3,29M","-2,38%"
"01.09.2019","17.050,00","18.550,00","18.450,00","16.905,00","3,14M","-4,75%"
"01.08.2019","17.900,00","14.320,00","17.900,00","14.315,00","3,12M","23,53%"
"01.07.2019","14.490,00","12.435,00","14.860,00","12.100,00","2,86M","14,18%"
"01.06.2019","12.690,00","11.900,00","12.725,00","11.640,00","2,60M","5,60%"
"01.05.2019","12.017,00","12.220,00","12.375,00","11.750,00","2,16M","-1,51%"
"01.04.2019","12.201,00","13.275,00","13.375,00","12.300,00","2,01M","-6,03%"
"01.03.2019","12.984,00","13.300,00","13.665,00","12.870,00","2,03M","-0,51%"
"01.02.2019","13.050,00","12.550,00","13.260,00","12.200,00","2,04M","4,57%"
"01.01.2019","12.480,00","10.540,00","12.485,00","10.530,00","2,37M","16,74%"
"01.12.2018","10.690,00","11.290,00","11.340,00","10.675,00","2,02M","-4,55%"
"01.11.2018","11.200,00","11.675,00","12.030,00","10.760,00","2,35M","-2,61%"
"01.10.2018","11.500,00","12.415,00","13.010,00","11.480,00","2,62M","-8,73%"
"01.09.2018","12.600,00","12.800,00","13.250,00","12.225,00","1,81M","-1,56%"
"01.08.2018","12.800,00","13.925,00","14.100,00","12.800,00","2,20M","-8,77%"
"01.07.2018","14.030,00","14.670,00","14.675,00","13.285,00","1,91M","-5,84%"
"01.06.2018","14.900,00","15.240,00","15.755,00","14.605,00","2,00M","-2,10%"
"01.05.2018","15.220,00","13.650,00","15.280,00","13.650,00","1,90M","11,50%"
"01.04.2018","13.650,00","13.600,00","15.780,00","12.920,00","2,45M","2,63%"
"01.03.2018","13.300,00","13.550,00","13.970,00","12.875,00","1,84M","-3,55%"
"01.02.2018","13.790,00","13.600,00","14.180,00","12.850,00","1,80M","1,40%"
"01.01.2018","13.600,00","12.750,00","13.880,00","12.400,00","2,36M","6,58%"
"01.12.2017","12.760,00","11.175,00","12.750,00","10.805,00","1,83M","14,85%"
"01.11.2017","11.110,00","12.790,00","12.915,00","11.110,00","1,91M","-9,64%"
"01.10.2017","12.295,00","10.500,00","12.295,00","10.340,00","1,81M","17,10%"
"01.09.2017","10.500,00","12.000,00","12.260,00","10.240,00","2,14M","-11,02%"
"01.08.2017","11.800,00","10.215,00","11.795,00","10.205,00","1,92M","15,52%"
"01.07.2017","10.215,00","9.415,00","10.270,00","8.915,00","1,72M","8,79%"
"01.06.2017","9.390,00","8.875,00","9.390,00","8.780,00","1,55M","4,68%"
"01.05.2017","8.970,00","9.525,00","9.520,00","8.860,00","1,66M","-5,08%"
"01.04.2017","9.450,00","10.050,00","10.320,00","9.225,00","1,48M","-5,74%"
"01.03.2017","10.025,00","11.080,00","11.095,00","9.750,00","1,64M","-8,70%"
"01.02.2017","10.980,00","10.100,00","11.150,00","10.075,00","1,64M","10,30%"
"01.01.2017","9.955,00","10.270,00","10.620,00","9.410,00","1,78M","-0,65%"
"01.12.2016","10.020,00","11.270,00","11.720,00","10.025,00","1,66M","-10,93%"
"01.11.2016","11.250,00","10.500,00","11.760,00","10.320,00","1,94M","7,40%"
"01.10.2016","10.475,00","10.250,00","10.610,00","9.970,00","1,49M","-0,95%"
"01.09.2016","10.575,00","9.800,00","10.900,00","9.700,00","1,50M","8,29%"
"01.08.2016","9.765,00","10.775,00","10.940,00","9.770,00","1,66M","-8,14%"
"01.07.2016","10.630,00","9.580,00","10.760,00","9.580,00","1,71M","12,55%"
"01.06.2016","9.445,00","8.375,00","9.450,00","8.365,00","1,77M","11,97%"
"01.05.2016","8.435,00","9.525,00","9.565,00","8.330,00","1,66M","-10,69%"
"01.04.2016","9.445,00","8.430,00","9.485,00","8.270,00","1,66M","11,25%"
"01.03.2016","8.490,00","8.620,00","9.390,00","8.360,00","1,75M","-0,35%"
"01.02.2016","8.520,00","8.460,00","8.770,00","7.590,00","1,54M","-1,16%"
"01.01.2016","8.620,00","8.600,00","8.855,00","8.195,00","1,54M","-2,27%"
"01.12.2015","8.820,00","8.900,00","9.050,00","8.530,00","1,68M","-0,90%"
"01.11.2015","8.900,00","10.100,00","10.120,00","8.200,00","1,78M","-11,53%"
"01.10.2015","10.060,00","10.575,00","10.775,00","9.890,00","1,60M","-3,27%"
"01.09.2015","10.400,00","9.940,00","10.450,00","9.675,00","1,83M","3,38%"
"01.08.2015","10.060,00","10.750,00","11.170,00","9.450,00","1,48M","-8,88%"
"01.07.2015","11.040,00","12.050,00","12.200,00","10.650,00","1,80M","-7,85%"
"01.06.2015","11.980,00","12.625,00","13.600,00","11.690,00","1,73M","-5,07%"
"01.05.2015","12.620,00","13.900,00","14.470,00","12.620,00","1,52M","-9,53%"
"01.04.2015","13.950,00","12.500,00","13.945,00","12.250,00","1,80M","12,55%"
"01.03.2015","12.395,00","13.960,00","14.625,00","12.390,00","1,82M","-12,06%"
"01.02.2015","14.095,00","15.200,00","15.450,00","13.955,00","1,39M","-7,06%"
"01.01.2015","15.165,00","15.025,00","15.550,00","14.290,00","1,47M","0,10%"
"01.12.2014","15.150,00","16.230,00","17.125,00","14.925,00","1,59M","-6,91%"
"01.11.2014","16.275,00","15.800,00","16.700,00","15.030,00","1,37M","3,14%"
"01.10.2014","15.780,00","16.210,00","16.950,00","14.775,00","1,47M","-3,25%"
"01.09.2014","16.310,00","18.850,00","19.930,00","16.310,00","1,51M","-13,24%"
"01.08.2014","18.800,00","18.325,00","19.025,00","18.325,00","1,45M","1,59%"
"01.07.2014","18.505,00","18.970,00","19.875,00","18.500,00","1,48M","-2,81%"
"01.06.2014","19.040,00","19.440,00","19.450,00","17.950,00","1,63M","-1,09%"
"01.05.2014","19.250,00","18.100,00","21.240,00","18.070,00","1,56M","5,05%"
"01.04.2014","18.325,00","15.830,00","18.590,00","15.830,00","1,58M","15,25%"
"01.03.2014","15.900,00","14.550,00","16.325,00","14.510,00","1,63M","8,02%"
"01.02.2014","14.720,00","13.930,00","14.720,00","13.760,00","1,23M","5,29%"
"01.01.2014","13.980,00","14.050,00","14.795,00","13.355,00","1,40M","0,58%"
"01.12.2013","13.900,00","13.500,00","14.420,00","13.415,00","1,53M","2,85%"
"01.11.2013","13.515,00","14.660,00","14.640,00","13.285,00","1,20M","-7,53%"
"01.10.2013","14.615,00","13.810,00","14.850,00","13.530,00","1,29M","4,73%"
"01.09.2013","13.955,00","13.830,00","14.400,00","13.625,00","1,18M","1,12%"
"01.08.2013","13.800,00","13.975,00","14.995,00","13.635,00","1,02M","-0,54%"
"01.07.2013","13.875,00","13.870,00","14.370,00","13.245,00","1,14M","1,20%"
"01.06.2013","13.710,00","15.180,00","15.420,00","13.600,00","1,12M","-7,52%"
"01.05.2013","14.825,00","15.100,00","15.490,00","14.680,00","1,05M","-3,67%"
"01.04.2013","15.390,00","16.450,00","16.445,00","15.130,00","1,09M","-7,62%"
"01.03.2013","16.660,00","16.450,00","17.290,00","16.450,00","988,19K","0,36%"
"01.02.2013","16.600,00","18.490,00","18.725,00","16.495,00","1,01M","-9,41%"
"01.01.2013","18.325,00","17.550,00","18.575,00","17.175,00","1,02M","7,42%"
"01.12.2012","17.060,00","17.630,00","17.890,00","17.000,00","953,33K","-3,34%"
"01.11.2012","17.650,00","16.390,00","17.650,00","15.855,00","992,39K","8,98%"
"01.10.2012","16.195,00","18.500,00","18.875,00","15.850,00","1,06M","-12,34%"
"01.09.2012","18.475,00","16.290,00","18.580,00","15.885,00","1,10M","15,83%"
"01.08.2012","15.950,00","15.850,00","16.550,00","15.250,00","967,46K","0,54%"
"01.07.2012","15.865,00","17.600,00","17.400,00","15.550,00","881,49K","-5,17%"
"01.06.2012","16.730,00","16.170,00","17.350,00","16.025,00","809,30K","3,08%"
"01.05.2012","16.230,00","17.650,00","17.750,00","16.225,00","889,63K","-9,30%"
"01.04.2012","17.895,00","17.920,00","18.800,00","17.405,00","863,78K","0,39%"
"01.03.2012","17.825,00","19.780,00","20.100,00","17.125,00","919,85K","-7,43%"
"01.02.2012","19.255,00","20.900,00","22.000,00","19.255,00","885,21K","-7,67%"
"01.01.2012","20.855,00","18.550,00","21.725,00","18.425,00","793,14K","11,46%"
"01.12.2011","18.710,00","17.125,00","18.975,00","16.750,00","742,96K","6,91%"
"01.11.2011","17.500,00","18.800,00","18.900,00","16.700,00","712,02K","-10,60%"
"01.10.2011","19.575,00","18.175,00","20.025,00","18.005,00","637,41K","11,06%"
"01.09.2011","17.625,00","22.208,00","22.234,00","16.800,00","","-20,77%"
"01.08.2011","22.245,00","24.901,00","25.190,00","20.100,00","","-10,14%"
"01.07.2011","24.756,00","23.305,00","24.890,00","22.735,00","","5,68%"
"01.06.2011","23.425,00","23.495,00","23.601,00","21.336,00","","-0,11%"
"01.05.2011","23.450,00","26.621,00","27.300,00","22.202,00","","-12,66%"
"01.04.2011","26.850,00","26.105,00","27.936,00","25.050,00","","2,74%"
"01.03.2011","26.135,00","29.000,00","29.220,00","24.675,00","","-9,80%"
"01.02.2011","28.975,00","27.310,00","29.425,00","27.130,00","","6,14%"
"01.01.2011","27.300,00","24.850,00","27.374,00","23.822,00","","9,42%"
"01.12.2010","24.950,00","22.850,00","25.000,00","22.850,00","","9,21%"
"01.11.2010","22.845,00","23.090,00","24.849,00","20.450,00","","-0,72%"
"01.10.2010","23.010,00","23.300,00","25.200,00","22.661,00","","-1,33%"
"01.09.2010","23.320,00","20.775,00","23.570,00","20.775,00","","12,58%"
"01.08.2010","20.715,00","21.025,00","22.898,00","20.000,00","","-1,59%"
"01.07.2010","21.050,00","19.358,00","21.204,00","18.545,00","","7,12%"
"01.06.2010","19.650,00","21.050,00","21.050,00","17.375,00","","-6,65%"
"01.05.2010","21.050,00","26.150,00","26.469,00","20.450,00","","-20,42%"
"01.04.2010","26.450,00","25.001,00","27.590,00","24.269,00","","5,59%"
"01.03.2010","25.050,00","21.188,00","25.085,00","20.990,00","","18,41%"
"01.02.2010","21.156,00","18.550,00","21.175,00","16.975,00","","13,74%"
"01.01.2010","18.600,00","18.800,00","19.400,00","17.325,00","","-1,32%"
"01.12.2009","18.848,00","16.200,00","19.450,00","15.720,00","","15,24%"
"01.11.2009","16.355,00","18.180,00","18.400,00","15.751,00","","-10,14%"
"01.10.2009","18.200,00","17.800,00","19.750,00","16.900,00","","2,25%"
"01.09.2009","17.800,00","18.800,00","18.850,00","16.282,00","","-6,90%"
"01.08.2009","19.120,00","17.900,00","21.325,00","17.900,00","","7,11%"
"01.07.2009","17.850,00","15.350,00","17.900,00","14.120,00","","15,83%"
"01.06.2009","15.411,00","13.945,00","16.100,00","13.800,00","","12,49%"
"01.05.2009","13.700,00","11.675,00","13.940,00","11.625,00","","17,80%"
"01.04.2009","11.630,00","9.800,00","12.844,00","9.625,00","","18,67%"
"01.03.2009","9.800,00","9.975,00","10.420,00","9.425,00","","-1,26%"
"01.02.2009","9.925,00","11.180,00","12.051,00","9.250,00","","-12,17%"
"01.01.2009","11.300,00","11.700,00","13.550,00","10.180,00","","14,72%"
"01.12.2008","9.850,00","9.800,00","10.000,00","9.750,00","","-2,58%"
"01.11.2008","10.111,00","10.111,00","10.111,00","10.111,00","","-15,47%"
"01.10.2008","11.962,00","11.962,00","11.962,00","11.962,00","","-23,61%"
"01.09.2008","15.660,00","15.660,00","15.660,00","15.660,00","","-22,46%"
"01.08.2008","20.195,00","20.195,00","20.195,00","20.195,00","","10,54%"
"01.07.2008","18.270,00","18.270,00","18.270,00","18.270,00","","-16,29%"
"01.06.2008","21.825,00","21.825,00","21.825,00","21.825,00","","-0,79%"
"01.05.2008","21.998,00","21.998,00","21.998,00","21.998,00","","-22,61%"
"01.04.2008","28.425,00","28.425,00","28.425,00","28.425,00","","-3,87%"
"01.03.2008","29.570,00","29.570,00","29.570,00","29.570,00","","-5,72%"
"01.02.2008","31.365,00","31.365,00","31.365,00","31.365,00","","15,23%"
"01.01.2008","27.220,00","27.220,00","27.220,00","27.220,00","","4,45%"
"01.12.2007","26.060,00","26.060,00","26.060,00","26.060,00","","-2,83%"
"01.11.2007","26.820,00","26.820,00","26.820,00","26.820,00","","-15,59%"
"01.10.2007","31.775,00","31.775,00","31.775,00","31.775,00","","4,85%"
"01.09.2007","30.305,00","30.305,00","30.305,00","30.305,00","","2,38%"
"01.08.2007","29.600,00","29.600,00","29.600,00","29.600,00","","-6,14%"
"01.07.2007","31.535,00","31.535,00","31.535,00","31.535,00","","-13,19%"
"01.06.2007","36.325,00","36.325,00","36.325,00","36.325,00","","-23,45%"
"01.05.2007","47.450,00","47.450,00","47.450,00","47.450,00","","-4,48%"
"01.04.2007","49.675,00","49.675,00","49.675,00","49.675,00","","6,26%"
"01.03.2007","46.750,00","46.750,00","46.750,00","46.750,00","","6,75%"
"01.02.2007","43.795,00","43.795,00","43.795,00","43.795,00","","12,22%"
"01.01.2007","39.025,00","39.025,00","39.025,00","39.025,00","","14,70%"
"01.12.2006","34.025,00","34.025,00","34.025,00","34.025,00","","-1,52%"
"01.11.2006","34.550,00","34.550,00","34.550,00","34.550,00","","6,72%"
"01.10.2006","32.375,00","32.375,00","32.375,00","32.375,00","","4,44%"
"01.09.2006","31.000,00","31.000,00","31.000,00","31.000,00","","-0,96%"
"01.08.2006","31.300,00","31.300,00","31.300,00","31.300,00","","16,47%"
"01.07.2006","26.875,00","26.875,00","26.875,00","26.875,00","","21,47%"
"01.06.2006","22.125,00","22.125,00","22.125,00","22.125,00","","-1,91%"
"01.05.2006","22.555,00","22.555,00","22.555,00","22.555,00","","16,29%"
"01.04.2006","19.395,00","19.395,00","19.395,00","19.395,00","","27,72%"
"01.03.2006","15.186,00","15.186,00","15.186,00","15.186,00","","2,28%"
"01.02.2006","14.848,00","14.848,00","14.848,00","14.848,00","","-1,73%"
"01.01.2006","15.110,00","15.110,00","15.110,00","15.110,00","","12,81%"
"01.12.2005","13.394,00","13.394,00","13.394,00","13.394,00","","4,68%"
"01.11.2005","12.795,00","12.795,00","12.795,00","12.795,00","","6,89%"
"01.10.2005","11.970,00","11.970,00","11.970,00","11.970,00","","-11,60%"
