"Date","Price","Open","High","Low","Vol.","Change %"
"12/01/2020","52,500.00","44,000.00","53,500.00","43,000.00","","19.32%"
"11/01/2020","44,000.00","41,000.00","45,000.00","40,000.00","","7.32%"
"10/01/2020","41,000.00","40,500.00","42,000.00","39,500.00","","1.23%"
"09/01/2020","40,500.00","39,800.00","41,500.00","38,800.00","","1.76%"
"08/01/2020","39,800.00","39,500.00","40,800.00","38,500.00","","0.76%"
"07/01/2020","39,500.00","40,500.00","42,000.00","38,500.00","","-2.47%"
"06/01/2020","40,500.00","42,500.00","44,000.00","39,000.00","","-4.71%"
"05/01/2020","42,500.00","45,000.00","46,500.00","41,000.00","","-5.56%"
"04/01/2020","45,000.00","46,500.00","48,000.00","43,500.00","","-3.23%"
"03/01/2020","46,500.00","49,000.00","50,500.00","45,000.00","","-5.10%"
"02/01/2020","49,000.00","49,000.00","50,500.00","47,500.00","","0.00%"
"01/01/2020","49,000.00","49,000.00","51,000.00","47,500.00","","-1.01%"
"12/01/2019","49,500.00","49,500.00","55,000.00","48,000.00","","-8.33%"
"11/01/2019","54,000.00","54,000.00","60,000.00","52,500.00","","-7.69%"
"10/01/2019","58,500.00","58,500.00","60,500.00","57,000.00","","-0.85%"
"09/01/2019","59,000.00","59,000.00","63,000.00","57,500.00","","-4.07%"
"08/01/2019","61,500.00","61,500.00","68,500.00","60,000.00","","-8.21%"
"07/01/2019","67,000.00","67,000.00","74,000.00","65,500.00","","-8.84%"
"06/01/2019","73,500.00","73,500.00","78,500.00","72,000.00","","-4.55%"
"05/01/2019","77,000.00","77,000.00","78,500.00","75,000.00","","0.65%"
"04/01/2019","76,500.00","76,500.00","78,000.00","74,500.00","","0.00%"
"03/01/2019","76,500.00","76,500.00","79,000.00","74,000.00","","-2.55%"
"02/01/2019","78,500.00","78,500.00","80,000.00","76,000.00","","1.29%"
"01/01/2019","77,500.00","77,500.00","81,000.00","76,000.00","","-2.52%"
"12/01/2018","79,500.00","79,500.00","82,000.00","78,000.00","","-0.63%"
"11/01/2018","80,000.00","80,000.00","82,000.00","78,000.00","","2.56%"
"10/01/2018","78,000.00","78,000.00","83,000.00","76,000.00","","-3.11%"
"09/01/2018","80,500.00","80,500.00","87,000.00","78,000.00","","-4.17%"
"08/01/2018","84,000.00","84,000.00","104,000.00","81,000.00","","-18.45%"
"07/01/2018","103,000.00","103,000.00","126,000.00","100,000.00","","-16.26%"
"06/01/2018","123,000.00","123,000.00","136,000.00","120,000.00","","-7.52%"
"05/01/2018","133,000.00","133,000.00","145,000.00","130,000.00","","-7.32%"
"04/01/2018","143,500.00","143,500.00","158,000.00","140,000.00","","-7.12%"
"03/01/2018","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"02/01/2018","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"01/01/2018","154,500.00","154,500.00","170,000.00","151,000.00","","-6.93%"
"12/01/2017","166,000.00","166,000.00","175,000.00","162,000.00","","-2.92%"
"11/01/2017","171,000.00","171,000.00","175,000.00","167,000.00","","0.00%"
"10/01/2017","171,000.00","171,000.00","175,000.00","159,000.00","","4.91%"
"09/01/2017","163,000.00","163,000.00","167,000.00","152,000.00","","4.49%"
"08/01/2017","156,000.00","156,000.00","160,000.00","144,000.00","","5.05%"
"07/01/2017","148,500.00","148,500.00","153,000.00","141,000.00","","2.06%"
"06/01/2017","145,500.00","145,500.00","150,000.00","139,000.00","","3.19%"
"05/01/2017","141,000.00","141,000.00","145,000.00","131,000.00","","5.22%"
"04/01/2017","134,000.00","134,000.00","138,000.00","128,000.00","","1.52%"
"03/01/2017","132,000.00","132,000.00","136,000.00","124,000.00","","3.13%"
"02/01/2017","128,000.00","128,000.00","132,000.00","122,000.00","","1.59%"
"01/01/2017","126,000.00","126,000.00","130,000.00","122,000.00","","0.00%"
"12/01/2016","126,000.00","126,000.00","130,000.00","121,000.00","","1.20%"
"11/01/2016","124,500.00","124,500.00","128,000.00","120,000.00","","0.81%"
"10/01/2016","123,500.00","123,500.00","132,000.00","120,000.00","","-2.76%"
"09/01/2016","127,000.00","127,000.00","134,000.00","122,000.00","","-1.55%"
"08/01/2016","129,000.00","129,000.00","156,000.00","124,000.00","","-14.57%"
"07/01/2016","151,000.00","151,000.00","165,000.00","146,000.00","","-5.63%"
"06/01/2016","160,000.00","160,000.00","174,000.00","155,000.00","","-4.76%"
"05/01/2016","168,000.00","168,000.00","177,000.00","162,000.00","","-1.18%"
"04/01/2016","170,000.00","170,000.00","178,000.00","165,000.00","","-0.87%"
"03/01/2016","171,500.00","171,500.00","176,000.00","166,000.00","","1.78%"
"02/01/2016","168,500.00","168,500.00","171,000.00","150,000.00","","10.13%"
"01/01/2016","153,000.00","153,000.00","156,000.00","128,000.00","","18.60%"
"12/01/2015","129,000.00","129,000.00","130,000.00","81,000.00","","57.32%"
"11/01/2015","82,000.00","82,000.00","83,000.00","66,000.00","","24.24%"
"10/01/2015","66,000.00","66,000.00","67,000.00","51,500.00","","26.92%"
"09/01/2015","52,000.00","52,000.00","53,000.00","50,500.00","","0.97%"
"08/01/2015","51,500.00","51,500.00","52,500.00","50,000.00","","0.98%"
"07/01/2015","51,000.00","51,000.00","52,000.00","49,500.00","","0.99%"
"06/01/2015","50,500.00","50,500.00","52,000.00","48,000.00","","3.06%"
"05/01/2015","49,000.00","49,000.00","50,000.00","48,000.00","","0.00%"
"04/01/2015","49,000.00","49,000.00","50,000.00","45,700.00","","5.38%"
"03/01/2015","46,500.00","46,500.00","47,500.00","44,000.00","","4.03%"
"02/01/2015","44,700.00","44,700.00","45,700.00","43,700.00","","0.00%"
"01/01/2015","44,700.00","44,700.00","45,700.00","42,000.00","","3.95%"
"12/01/2014","43,000.00","43,000.00","44,000.00","40,500.00","","3.61%"
"11/01/2014","41,500.00","41,500.00","42,500.00","40,000.00","","1.22%"
"10/01/2014","41,000.00","41,000.00","42,000.00","40,000.00","","0.00%"
"09/01/2014","41,000.00","41,000.00","42,000.00","38,500.00","","3.80%"
"08/01/2014","39,500.00","39,500.00","40,500.00","38,500.00","","0.00%"
"07/01/2014","39,500.00","39,500.00","40,500.00","38,000.00","","1.28%"
"06/01/2014","39,000.00","39,000.00","41,000.00","38,000.00","","-2.50%"
"05/01/2014","40,000.00","40,000.00","41,000.00","39,000.00","","0.00%"
"04/01/2014","40,000.00","40,000.00","42,000.00","39,000.00","","-2.44%"
"03/01/2014","41,000.00","41,000.00","42,000.00","40,000.00","","0.00%"
"02/01/2014","41,000.00","41,000.00","42,000.00","40,000.00","","0.00%"
"01/01/2014","41,000.00","41,000.00","42,000.00","39,000.00","","2.50%"
"12/01/2013","40,000.00","40,000.00","41,000.00","39,000.00","","0.00%"
"11/01/2013","40,000.00","40,000.00","42,000.00","39,000.00","","-2.44%"
"10/01/2013","41,000.00","41,000.00","42,500.00","40,000.00","","-1.20%"
"09/01/2013","41,500.00","41,500.00","43,000.00","40,500.00","","-1.19%"
"08/01/2013","42,000.00","42,000.00","43,500.00","41,000.00","","-1.18%"
"07/01/2013","42,500.00","42,500.00","44,000.00","41,500.00","","-1.16%"
"06/01/2013","43,000.00","43,000.00","44,000.00","42,000.00","","0.00%"
"05/01/2013","43,000.00","43,000.00","44,500.00","42,000.00","","-1.15%"
"04/01/2013","43,500.00","43,500.00","44,500.00","42,500.00","","0.00%"
"03/01/2013","43,500.00","43,500.00","44,500.00","42,500.00","","0.00%"
"02/01/2013","43,500.00","43,500.00","44,500.00","42,000.00","","1.16%"
"01/01/2013","43,000.00","43,000.00","44,000.00","42,000.00","","0.00%"
"12/01/2012","43,000.00","43,000.00","44,000.00","42,000.00","","0.00%"
"11/01/2012","43,000.00","43,000.00","44,000.00","42,000.00","","0.00%"
"10/01/2012","43,000.00","43,000.00","44,000.00","42,000.00","","0.00%"
"09/01/2012","43,000.00","43,000.00","44,000.00","42,000.00","","0.00%"
"08/01/2012","43,000.00","43,000.00","44,000.00","42,000.00","","0.00%"
"07/01/2012","43,000.00","43,000.00","44,000.00","42,000.00","","0.00%"
"06/01/2012","43,000.00","43,000.00","44,000.00","41,000.00","","3.61%"
"05/01/2012","41,500.00","41,500.00","42,500.00","39,000.00","","3.75%"
"04/01/2012","40,000.00","40,000.00","41,000.00","38,000.00","","2.56%"
"03/01/2012","39,000.00","39,000.00","40,000.00","38,000.00","","0.00%"
"02/01/2012","39,000.00","39,000.00","40,000.00","38,000.00","","0.00%"
"01/01/2012","39,000.00","39,000.00","40,000.00","37,000.00","","2.63%"
"12/01/2011","38,000.00","38,000.00","39,000.00","37,000.00","","0.00%"
"11/01/2011","38,000.00","38,000.00","39,000.00","37,000.00","","0.00%"
"10/01/2011","38,000.00","38,000.00","39,000.00","37,000.00","","0.00%"
"09/01/2011","38,000.00","38,000.00","39,000.00","37,000.00","","0.00%"
"08/01/2011","38,000.00","38,000.00","39,000.00","37,000.00","","0.00%"
"07/01/2011","38,000.00","38,000.00","39,000.00","37,000.00","","0.00%"
