"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"01.09.2024","2.888,00","2.887,50","2.977,50","2.681,00","","-0,31%"
"01.08.2024","2.897,00","2.703,00","2.947,00","2.553,00","","8,28%"
"01.07.2024","2.675,50","2.975,00","3.012,00","2.630,00","655,34K","-8,92%"
"01.06.2024","2.937,50","2.980,00","2.976,00","2.770,50","586,58K","-1,08%"
"01.05.2024","2.969,50","2.850,00","3.143,00","2.846,00","652,77K","1,49%"
"01.04.2024","2.926,00","2.493,00","2.931,00","2.485,00","954,69K","19,97%"
"01.03.2024","2.439,00","2.412,00","2.571,00","2.408,00","660,73K","0,54%"
"01.02.2024","2.426,00","2.490,00","2.488,00","2.311,00","627,25K","-4,02%"
"01.01.2024","2.527,50","2.627,00","2.626,00","2.453,00","580,06K","-4,91%"
"01.12.2023","2.658,00","2.479,00","2.653,00","2.388,00","557,05K","7,37%"
"01.11.2023","2.475,50","2.488,00","2.649,00","2.477,00","608,73K","1,89%"
"01.10.2023","2.429,50","2.620,00","2.617,00","2.044,50","496,24K","-8,30%"
"01.09.2023","2.649,50","2.480,00","2.649,00","2.430,00","598,58K","9,01%"
"01.08.2023","2.430,50","2.558,00","2.553,00","2.282,00","648,21K","-5,24%"
"01.07.2023","2.565,00","2.375,00","2.538,00","2.348,00","487,33K","7,41%"
"01.06.2023","2.388,00","2.295,00","2.486,00","2.278,00","530,05K","6,20%"
"01.05.2023","2.248,50","2.620,00","2.673,00","2.233,00","491,27K","-15,07%"
"01.04.2023","2.647,50","2.915,00","2.908,00","2.611,50","401,99K","-9,41%"
"01.03.2023","2.922,50","3.074,00","3.066,00","2.847,00","486,80K","-2,60%"
"01.02.2023","3.000,50","3.410,00","3.408,00","2.989,00","417,95K","-11,46%"
"01.01.2023","3.389,00","2.977,00","3.485,00","2.950,00","405,10K","14,01%"
"01.12.2022","2.972,50","3.060,00","3.263,00","2.964,00","390,01K","-2,14%"
"01.11.2022","3.037,50","2.752,00","3.130,00","2.665,00","438,70K","12,63%"
"01.10.2022","2.697,00","2.915,00","3.070,00","2.714,00","402,51K","-9,13%"
"01.09.2022","2.968,00","3.235,00","3.299,00","2.812,00","443,47K","-14,21%"
"01.08.2022","3.459,50","3.296,00","3.796,00","3.269,00","481,67K","4,56%"
"01.07.2022","3.308,50","3.060,00","3.261,00","2.850,00","450,33K","4,80%"
"01.06.2022","3.157,00","3.877,00","3.894,00","3.220,00","451,36K","-19,33%"
"01.05.2022","3.913,50","3.993,00","3.991,00","3.492,00","393,58K","-4,71%"
"01.04.2022","4.107,00","4.270,00","4.458,00","4.164,00","320,47K","-1,59%"
"01.03.2022","4.173,50","3.727,00","4.205,00","3.722,00","533,39K","13,84%"
"01.02.2022","3.666,00","3.608,00","3.728,00","3.574,00","385,64K","2,23%"
"01.01.2022","3.586,00","3.550,00","3.645,00","3.517,00","379,51K","1,47%"
"01.12.2021","3.534,00","3.227,00","3.538,00","3.142,00","424,73K","10,42%"
"01.11.2021","3.200,50","3.354,00","3.350,00","3.161,00","422,58K","-5,27%"
"01.10.2021","3.378,50","3.008,00","3.755,00","3.008,00","631,23K","13,07%"
"01.09.2021","2.988,00","3.020,00","3.121,00","3.007,00","458,70K","-0,52%"
"01.08.2021","3.003,50","3.024,75","3.059,00","2.916,75","443,21K","-0,78%"
"01.07.2021","3.027,00","2.973,25","3.047,75","2.905,25","387,92K","1,77%"
"01.06.2021","2.974,50","3.055,50","3.099,25","2.810,25","432,21K","-2,79%"
"01.05.2021","3.060,00","2.927,25","3.108,00","2.882,25","416,12K","4,58%"
"01.04.2021","2.926,00","2.805,00","2.974,75","2.752,75","357,15K","3,81%"
"01.03.2021","2.818,50","2.792,75","2.899,25","2.642,50","407,62K","0,93%"
"01.02.2021","2.792,50","2.577,00","2.952,75","2.546,50","370,29K","8,26%"
"01.01.2021","2.579,50","2.745,50","2.896,75","2.552,50","348,69K","-6,23%"
"01.12.2020","2.751,00","2.789,25","2.899,75","2.723,75","361,63K","-1,42%"
"01.11.2020","2.790,50","2.516,00","2.843,50","2.507,00","419,71K","10,60%"
"01.10.2020","2.523,00","2.402,50","2.596,00","2.282,00","412,47K","4,99%"
"01.09.2020","2.403,00","2.525,75","2.582,75","2.354,00","464,30K","-4,45%"
"01.08.2020","2.515,00","2.306,75","2.558,50","2.278,25","458,88K","8,48%"
"01.07.2020","2.318,50","2.042,25","2.332,00","2.016,75","643,60K","13,24%"
"01.06.2020","2.047,50","1.986,00","2.093,00","1.957,25","1,90M","2,99%"
"01.05.2020","1.988,00","1.928,50","2.053,75","1.893,25","1,74M","2,50%"
"01.04.2020","1.939,50","1.898,50","1.969,50","1.843,50","1,73M","1,78%"
"01.03.2020","1.905,50","2.023,00","2.027,00","1.825,00","2,50M","-5,74%"
"01.02.2020","2.021,50","2.191,00","2.227,00","2.009,00","2,61M","-8,11%"
"01.01.2020","2.200,00","2.297,00","2.454,00","2.167,00","2,45M","-3,17%"
"01.12.2019","2.272,00","2.265,00","2.341,00","2.202,00","2,15M","-0,07%"
"01.11.2019","2.273,50","2.497,00","2.542,00","2.273,00","2,28M","-8,42%"
"01.10.2019","2.482,50","2.348,00","2.546,00","2.270,30","3,56M","4,39%"
"01.09.2019","2.378,00","2.220,50","2.393,00","2.203,50","3,56M","7,85%"
"01.08.2019","2.205,00","2.409,00","2.404,00","2.205,00","3,28M","-9,78%"
"01.07.2019","2.444,00","2.490,00","2.483,00","2.361,00","3,35M","-2,04%"
"01.06.2019","2.495,00","2.475,00","2.543,00","2.419,00","3,27M","-1,15%"
"01.05.2019","2.524,00","2.814,00","2.806,00","2.517,50","3,42M","-10,67%"
"01.04.2019","2.825,50","2.956,00","2.948,00","2.735,00","3,14M","-3,34%"
"01.03.2019","2.923,00","2.798,50","2.924,00","2.700,50","2,93M","5,22%"
"01.02.2019","2.778,00","2.727,00","2.801,00","2.588,00","2,80M","2,17%"
"01.01.2019","2.719,00","2.393,50","2.728,00","2.362,00","3,17M","10,21%"
"01.12.2018","2.467,00","2.586,50","2.621,00","2.441,00","2,65M","-2,95%"
"01.11.2018","2.542,00","2.526,50","2.625,00","2.428,50","2,84M","1,97%"
"01.10.2018","2.493,00","2.581,50","2.700,00","2.491,00","3,22M","-4,56%"
"01.09.2018","2.612,00","2.468,00","2.635,00","2.309,00","2,82M","6,31%"
"01.08.2018","2.457,00","2.570,00","2.653,00","2.300,50","2,95M","-6,40%"
"01.07.2018","2.625,00","2.868,00","2.863,00","2.474,00","2,75M","-8,02%"
"01.06.2018","2.854,00","3.098,00","3.216,00","2.840,00","3,02M","-7,94%"
"01.05.2018","3.100,00","3.120,00","3.130,00","2.975,00","2,70M","-0,86%"
"01.04.2018","3.127,00","3.282,00","3.284,00","3.094,00","3,01M","-4,49%"
"01.03.2018","3.274,00","3.390,00","3.411,00","3.194,00","2,85M","-5,03%"
"01.02.2018","3.447,50","3.530,00","3.585,00","3.361,00","2,77M","-2,61%"
"01.01.2018","3.540,00","3.349,00","3.550,00","3.325,00","3,25M","6,66%"
"01.12.2017","3.319,00","3.200,00","3.319,00","3.082,00","2,60M","5,16%"
"01.11.2017","3.156,00","3.280,00","3.277,00","3.127,00","2,83M","-3,34%"
"01.10.2017","3.265,00","3.200,00","3.304,00","3.059,00","2,80M","3,26%"
"01.09.2017","3.162,00","3.152,50","3.205,00","2.990,00","2,93M","0,51%"
"01.08.2017","3.146,00","2.782,00","3.146,00","2.766,00","2,73M","12,56%"
"01.07.2017","2.795,00","2.783,00","2.847,00","2.724,00","2,39M","1,34%"
"01.06.2017","2.758,00","2.565,00","2.758,00","2.429,00","2,58M","6,08%"
"01.05.2017","2.600,00","2.645,00","2.659,00","2.470,00","2,23M","-0,88%"
