"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"01.09.2024","759,00","740,00","786,00","720,00","1,47K","0,66%"
"01.08.2024","754,00","784,00","786,00","678,00","7,84K","-3,95%"
"01.07.2024","785,00","765,00","788,00","675,00","8,15K","4,25%"
"01.06.2024","753,00","810,00","810,00","655,00","7,37K","-7,04%"
"01.05.2024","810,00","820,00","833,00","761,00","5,45K","-2,99%"
"01.04.2024","835,00","915,00","921,00","794,00","4,95K","-8,44%"
"01.03.2024","912,00","820,00","1.001,00","810,00","5,69K","11,22%"
"01.02.2024","820,00","842,00","843,00","770,00","7,02K","-2,84%"
"01.01.2024","844,00","1.005,00","1.048,00","810,00","7,13K","-15,18%"
"01.12.2023","995,00","1.069,00","1.098,00","992,00","4,56K","-7,53%"
"01.11.2023","1.076,00","994,00","1.120,00","985,00","6,56K","8,03%"
"01.10.2023","996,00","807,00","1.003,00","775,00","8,63K","22,21%"
"01.09.2023","815,00","727,00","835,00","706,00","5,04K","12,41%"
"01.08.2023","725,00","775,00","780,00","708,00","3,85K","-7,64%"
"01.07.2023","785,00","856,00","958,00","777,00","5,81K","-10,90%"
"01.06.2023","881,00","794,00","965,00","792,00","8,69K","11,24%"
"01.05.2023","792,00","878,00","887,00","785,00","4,43K","-10,00%"
"01.04.2023","880,00","1.004,00","1.032,00","870,00","3,88K","-13,30%"
"01.03.2023","1.015,00","1.192,00","1.313,00","986,00","9,15K","-15,28%"
"01.02.2023","1.198,00","800,00","1.202,00","800,00","8,64K","49,75%"
"01.01.2023","800,00","793,00","809,00","770,00","4,60K","0,00%"
"01.12.2022","800,00","730,00","824,00","730,00","3,05K","11,11%"
"01.11.2022","720,00","687,00","720,00","631,00","3,87K","4,80%"
"01.10.2022","687,00","770,00","770,00","676,00","3,08K","-9,61%"
"01.09.2022","760,00","806,00","860,00","749,00","3,50K","-5,71%"
"01.08.2022","806,00","875,00","915,00","775,00","3,45K","-10,34%"
"01.07.2022","899,00","875,00","905,00","805,00","3,02K","1,93%"
"01.06.2022","882,00","980,00","1.025,00","880,00","5,47K","-12,50%"
"01.05.2022","1.008,00","1.110,00","1.190,00","995,00","3,57K","-15,29%"
"01.04.2022","1.190,00","1.564,00","1.564,00","1.100,00","3,84K","-22,22%"
"01.03.2022","1.530,00","1.124,00","1.683,00","1.124,00","5,95K","40,11%"
"01.02.2022","1.092,00","962,00","1.108,00","936,00","4,63K","13,75%"
"01.01.2022","960,00","1.252,00","1.254,00","945,00","5,39K","-23,20%"
"01.12.2021","1.250,00","1.334,00","1.375,00","1.219,00","2,97K","-9,29%"
"01.11.2021","1.378,00","1.523,00","1.595,00","1.378,00","2,66K","-11,78%"
"01.10.2021","1.562,00","1.610,00","1.699,00","1.511,00","4,67K","-3,52%"
"01.09.2021","1.619,00","1.790,00","1.865,00","1.570,00","4,19K","-11,29%"
"01.08.2021","1.825,00","1.790,00","1.864,00","1.721,00","2,34K","1,67%"
"01.07.2021","1.795,00","1.815,00","1.815,00","1.735,00","2,70K","-1,64%"
"01.06.2021","1.825,00","1.640,00","1.875,00","1.620,00","3,06K","16,24%"
"01.05.2021","1.570,00","1.538,00","1.660,00","1.450,00","4,00K","2,55%"
"01.04.2021","1.531,00","1.281,00","1.544,00","1.280,00","3,42K","19,61%"
