"Date","Price","Open","High","Low","Vol.","Change %"
"09/16/2024","24,081.00","24,081.00","24,081.00","24,081.00","","0.00%"
"09/13/2024","24,081.00","24,081.00","24,081.00","24,081.00","","0.00%"
"09/12/2024","24,081.00","24,081.00","24,081.00","24,081.00","","0.00%"
"09/11/2024","24,081.00","24,081.00","24,081.00","24,081.00","","0.00%"
"09/10/2024","24,081.00","24,081.00","24,081.00","24,081.00","","0.00%"
"09/09/2024","24,081.00","24,081.00","24,081.00","24,081.00","","0.00%"
"09/06/2024","24,081.00","24,081.00","24,081.00","24,081.00","","0.00%"
"09/05/2024","24,081.00","24,081.00","24,081.00","24,081.00","","0.00%"
"09/04/2024","24,081.00","24,081.00","24,081.00","24,081.00","","0.00%"
"09/03/2024","24,081.00","24,081.00","24,081.00","24,081.00","","0.00%"
"09/02/2024","24,081.00","24,081.00","24,081.00","24,081.00","","0.00%"
"08/30/2024","24,081.00","24,081.00","24,081.00","24,081.00","","0.00%"
"08/29/2024","24,081.00","24,081.00","24,081.00","24,081.00","","0.00%"
"08/28/2024","24,081.00","24,081.00","24,081.00","24,081.00","","0.00%"
"08/27/2024","24,081.00","24,081.00","24,081.00","24,081.00","","0.00%"
"08/23/2024","24,081.00","24,081.00","24,081.00","24,081.00","","0.00%"
"08/22/2024","24,081.00","24,081.00","24,081.00","24,081.00","","-2.43%"
"08/21/2024","24,681.00","24,681.00","24,681.00","24,681.00","","0.61%"
"08/19/2024","24,531.00","24,531.00","24,531.00","24,531.00","","0.00%"
"08/16/2024","24,531.00","24,531.00","24,531.00","24,531.00","","-4.29%"
"08/15/2024","25,631.00","25,631.00","25,631.00","25,631.00","","-1.91%"
"08/14/2024","26,131.00","26,131.00","26,131.00","26,131.00","","0.00%"
"08/13/2024","26,131.00","26,131.00","26,131.00","26,131.00","","0.00%"
"08/12/2024","26,131.00","26,131.00","26,131.00","26,131.00","","0.00%"
"08/09/2024","26,131.00","26,131.00","26,131.00","26,131.00","","0.00%"
"08/08/2024","26,131.00","26,131.00","26,131.00","26,131.00","","0.00%"
"08/07/2024","26,131.00","26,131.00","26,131.00","26,131.00","","0.00%"
"08/06/2024","26,131.00","26,131.00","26,131.00","26,131.00","","0.00%"
"08/05/2024","26,131.00","26,131.00","26,131.00","26,131.00","","0.00%"
"08/02/2024","26,131.00","26,131.00","26,131.00","26,131.00","","0.00%"
"08/01/2024","26,131.00","26,131.00","26,131.00","26,131.00","","-0.49%"
"07/31/2024","26,260.00","26,260.00","26,260.00","26,260.00","","-0.02%"
"07/30/2024","26,264.00","26,264.00","26,264.00","26,264.00","","-0.02%"
"07/29/2024","26,268.00","26,268.00","26,268.00","26,268.00","","-0.06%"
"07/26/2024","26,285.00","26,285.00","26,285.00","26,285.00","","0.00%"
"07/25/2024","26,285.00","26,285.00","26,285.00","26,285.00","","-0.02%"
"07/24/2024","26,289.00","26,289.00","26,289.00","26,289.00","","-0.02%"
"07/23/2024","26,293.50","26,293.50","26,293.50","26,293.50","","-0.02%"
"07/22/2024","26,298.00","26,298.00","26,298.00","26,298.00","","-0.06%"
"07/19/2024","26,315.00","26,315.00","26,315.00","26,315.00","","0.00%"
"07/18/2024","26,315.00","26,315.00","26,315.00","26,315.00","","-0.02%"
"07/17/2024","26,319.00","26,319.00","26,319.00","26,319.00","","0.54%"
"07/15/2024","26,178.00","26,178.00","26,178.00","26,178.00","","-0.08%"
"07/12/2024","26,200.00","26,200.00","26,200.00","26,200.00","","-1.97%"
"07/11/2024","26,727.00","26,727.00","26,727.00","26,727.00","0.29K","-0.02%"
"07/10/2024","26,732.50","26,732.50","26,732.50","26,732.50","","-0.02%"
"07/09/2024","26,738.00","26,738.00","26,738.00","26,738.00","","-0.02%"
"07/08/2024","26,743.50","26,743.50","26,743.50","26,743.50","","-0.08%"
"07/05/2024","26,765.00","26,765.00","26,765.00","26,765.00","","0.00%"
"07/04/2024","26,765.00","26,765.00","26,765.00","26,765.00","","-0.02%"
"07/03/2024","26,770.00","26,770.00","26,770.00","26,770.00","","-0.02%"
"07/02/2024","26,775.00","26,775.00","26,775.00","26,775.00","","-0.02%"
"07/01/2024","26,780.00","26,780.00","26,780.00","26,780.00","","-0.08%"
"06/28/2024","26,801.50","26,801.50","26,801.50","26,801.50","","0.00%"
"06/27/2024","26,801.50","26,801.50","26,801.50","26,801.50","","-0.02%"
"06/26/2024","26,807.00","26,807.00","26,807.00","26,807.00","","-0.02%"
"06/25/2024","26,812.50","26,812.50","26,812.50","26,812.50","","-0.02%"
"06/24/2024","26,818.00","26,818.00","26,818.00","26,818.00","","-0.08%"
"06/21/2024","26,840.00","26,840.00","26,840.00","26,840.00","","0.00%"
"06/20/2024","26,840.00","26,840.00","26,840.00","26,840.00","","-0.02%"
"06/19/2024","26,845.00","26,845.00","26,845.00","26,845.00","","0.13%"
