Date,High,Low,Open,Close,returns
2022-10-01,92.43,92.43,92.43,92.43,
2022-11-01,93.25,93.25,93.25,93.25,0.88715553
2022-12-01,111.28,111.28,111.28,111.28,19.335115
2023-01-01,123.37,123.37,123.37,123.37,10.864485
2023-02-01,125.75,125.75,125.75,125.75,1.929152
2023-03-01,127.06,127.06,127.06,127.06,1.0417461
2023-04-01,116.14,116.14,116.14,116.14,-8.594364
2023-05-01,105.07,105.07,105.07,105.07,-9.531599
2023-06-01,112.57,112.57,112.57,112.57,7.1380973
2023-07-01,112.46,112.46,112.46,112.46,-0.097715855
2023-08-01,109.4,109.4,109.4,109.4,-2.720964
2023-09-01,120.79,120.79,120.79,120.79,10.411334
2023-10-01,118.91,118.91,118.91,118.91,-1.5564203
2023-11-01,130.46,130.46,130.46,130.46,9.713232
2023-12-01,136.37,136.37,136.37,136.37,4.53012
2024-01-01,135.13,135.13,135.13,135.13,-0.90928674
2024-02-01,124.86,124.86,124.86,124.86,-7.600093
2024-03-01,109.53,109.53,109.53,109.53,-12.277752
2024-04-01,110.91,110.91,110.91,110.91,1.2599349
2024-05-01,117.52,117.52,117.52,117.52,5.959785
2024-06-01,106.51,106.51,106.51,106.51,-9.368616
2024-07-01,105.94,105.94,105.94,105.94,-0.5351603
2024-08-01,98.7,98.7,98.7,98.7,-6.8340597
2024-09-01,91.98,91.98,91.98,91.98,-6.8085012
