Date,High,Low,Open,Close,returns
2008-10-26,625.0,625.0,625.0,625.0,
2008-11-02,625.0,625.0,625.0,625.0,0.0
2008-11-09,640.0,640.0,640.0,640.0,2.4000049
2008-11-16,640.0,640.0,640.0,640.0,0.0
2008-11-23,615.0,615.0,615.0,615.0,-3.90625
2008-11-30,610.0,610.0,610.0,610.0,-0.81300735
2008-12-07,580.0,580.0,580.0,580.0,-4.9180326
2008-12-14,550.0,550.0,550.0,550.0,-5.172414
2008-12-21,550.0,550.0,550.0,550.0,0.0
2008-12-28,550.0,550.0,550.0,550.0,0.0
2009-01-04,550.0,550.0,550.0,550.0,0.0
2009-01-11,550.0,550.0,550.0,550.0,0.0
2009-01-18,550.0,550.0,550.0,550.0,0.0
2009-01-25,530.0,530.0,530.0,530.0,-3.6363661
2009-02-01,500.0,500.0,500.0,500.0,-5.660379
2009-02-08,505.0,505.0,505.0,505.0,0.99999905
2009-02-15,505.0,505.0,505.0,505.0,0.0
2009-02-22,505.0,505.0,505.0,505.0,0.0
2009-03-01,505.0,505.0,505.0,505.0,0.0
2009-03-08,470.0,470.0,470.0,480.0,-4.950494
2009-03-15,475.0,475.0,475.0,475.0,-1.0416687
2009-03-22,450.0,450.0,450.0,450.0,-5.263156
2009-03-29,435.0,435.0,435.0,435.0,-3.333336
2009-04-05,430.0,430.0,430.0,430.0,-1.1494279
2009-04-12,415.0,415.0,415.0,415.0,-3.4883738
2009-04-19,420.0,420.0,420.0,420.0,1.2048244
2009-04-26,430.0,420.0,420.0,430.0,2.3809552
2009-05-03,425.0,425.0,425.0,425.0,-1.1627913
2009-05-10,430.0,430.0,430.0,430.0,1.1764765
2009-05-17,420.0,420.0,420.0,420.0,-2.3255825
2009-05-24,425.0,425.0,425.0,425.0,1.1904716
2009-05-31,420.0,420.0,420.0,420.0,-1.1764705
2009-06-07,430.0,430.0,430.0,430.0,2.3809552
2009-06-14,450.0,450.0,450.0,450.0,4.651165
2009-06-21,470.0,470.0,470.0,460.0,2.222228
2009-06-28,480.0,480.0,480.0,470.0,2.1739125
2009-07-05,480.0,480.0,480.0,480.0,2.1276593
2009-07-12,485.0,485.0,485.0,485.0,1.0416627
2009-07-19,495.0,495.0,495.0,490.0,1.0309219
2009-07-26,500.0,500.0,500.0,500.0,2.0408154
2009-08-02,510.0,510.0,510.0,510.0,1.9999981
2009-08-09,510.0,510.0,510.0,510.0,0.0
2009-08-16,525.0,525.0,525.0,520.0,1.9607902
2009-08-23,540.0,530.0,530.0,530.0,1.9230723
2009-08-30,545.0,545.0,545.0,545.0,2.8301835
2009-09-06,545.0,545.0,545.0,545.0,0.0
2009-09-13,545.0,545.0,545.0,545.0,0.0
2009-09-20,545.0,545.0,545.0,545.0,0.0
2009-09-27,550.0,550.0,550.0,550.0,0.9174347
2009-10-04,540.0,540.0,540.0,540.0,-1.8181801
2009-10-11,545.0,545.0,545.0,545.0,0.9259224
2009-10-18,545.0,545.0,545.0,545.0,0.0
2009-10-25,535.0,535.0,535.0,535.0,-1.8348634
2009-11-01,540.0,525.0,525.0,520.0,-2.803737
