Date,High,Low,Open,Close,returns
2011-07-01,39.0,37.0,38.0,38.0,
2011-08-01,39.0,37.0,38.0,38.0,0.0
2011-09-01,39.0,37.0,38.0,38.0,0.0
2011-10-01,39.0,37.0,38.0,38.0,0.0
2011-11-01,39.0,37.0,38.0,38.0,0.0
2011-12-01,39.0,37.0,38.0,38.0,0.0
2012-01-01,40.0,37.0,39.0,39.0,2.6315808
2012-02-01,40.0,38.0,39.0,39.0,0.0
2012-03-01,40.0,38.0,39.0,39.0,0.0
2012-04-01,41.0,38.0,40.0,40.0,2.5641084
2012-05-01,42.5,39.0,41.5,41.5,3.7500024
2012-06-01,44.0,41.0,43.0,43.0,3.6144614
2012-07-01,44.0,42.0,43.0,43.0,0.0
2012-08-01,44.0,42.0,43.0,43.0,0.0
2012-09-01,44.0,42.0,43.0,43.0,0.0
2012-10-01,44.0,42.0,43.0,43.0,0.0
2012-11-01,44.0,42.0,43.0,43.0,0.0
2012-12-01,44.0,42.0,43.0,43.0,0.0
2013-01-01,44.0,42.0,43.0,43.0,0.0
2013-02-01,44.5,42.0,43.5,43.5,1.1627913
2013-03-01,44.5,42.5,43.5,43.5,0.0
2013-04-01,44.5,42.5,43.5,43.5,0.0
2013-05-01,44.5,42.0,43.0,43.0,-1.1494279
2013-06-01,44.0,42.0,43.0,43.0,0.0
2013-07-01,44.0,41.5,42.5,42.5,-1.1627913
2013-08-01,43.5,41.0,42.0,42.0,-1.1764705
2013-09-01,43.0,40.5,41.5,41.5,-1.1904776
2013-10-01,42.5,40.0,41.0,41.0,-1.2048185
2013-11-01,42.0,39.0,40.0,40.0,-2.439022
2013-12-01,41.0,39.0,40.0,40.0,0.0
2014-01-01,42.0,39.0,41.0,41.0,2.4999976
2014-02-01,42.0,40.0,41.0,41.0,0.0
2014-03-01,42.0,40.0,41.0,41.0,0.0
2014-04-01,42.0,39.0,40.0,40.0,-2.439022
2014-05-01,41.0,39.0,40.0,40.0,0.0
2014-06-01,41.0,38.0,39.0,39.0,-2.4999976
2014-07-01,40.5,38.0,39.5,39.5,1.2820482
2014-08-01,40.5,38.5,39.5,39.5,0.0
2014-09-01,42.0,38.5,41.0,41.0,3.7974715
2014-10-01,42.0,40.0,41.0,41.0,0.0
2014-11-01,42.5,40.0,41.5,41.5,1.219511
2014-12-01,44.0,40.5,43.0,43.0,3.6144614
2015-01-01,45.7,42.0,44.7,44.7,3.9534926
2015-02-01,45.7,43.7,44.7,44.7,0.0
2015-03-01,47.5,44.0,46.5,46.5,4.026842
2015-04-01,50.0,45.7,49.0,49.0,5.376339
2015-05-01,50.0,48.0,49.0,49.0,0.0
2015-06-01,52.0,48.0,50.5,50.5,3.061223
2015-07-01,52.0,49.5,51.0,51.0,0.9901047
2015-08-01,52.5,50.0,51.5,51.5,0.9803891
2015-09-01,53.0,50.5,52.0,52.0,0.9708762
2015-10-01,67.0,51.5,66.0,66.0,26.923073
2015-11-01,83.0,66.0,82.0,82.0,24.242424
2015-12-01,130.0,81.0,129.0,129.0,57.317078
2016-01-01,156.0,128.0,153.0,153.0,18.604649
2016-02-01,171.0,150.0,168.5,168.5,10.130715
2016-03-01,176.0,166.0,171.5,171.5,1.7804146
2016-04-01,178.0,165.0,170.0,170.0,-0.8746326
2016-05-01,177.0,162.0,168.0,168.0,-1.1764705
2016-06-01,174.0,155.0,160.0,160.0,-4.7619047
2016-07-01,165.0,146.0,151.0,151.0,-5.6249976
