Date,High,Low,Open,Close,returns
2009-05-17,236.6,236.0,236.0,233.55,
2009-05-24,237.2,221.0,224.9,236.05,1.0704398
2009-05-31,258.3,235.45,237.0,259.05,9.7436905
2009-06-07,264.0,246.75,246.75,253.05,-2.316147
2009-06-14,244.75,239.15,243.5,245.5,-2.9836
2009-06-21,246.3,230.9,235.4,247.0,0.6109953
2009-08-23,291.25,283.7,287.35,290.6,17.651821
2009-08-30,295.5,282.6,288.75,295.15,1.5657187
2009-09-06,298.35,292.6,292.6,293.1,-0.69455504
2009-09-13,306.7,292.2,295.5,304.15,3.7700415
2009-09-20,301.85,294.0,300.85,294.55,-3.1563401
2009-11-22,375.15,350.0,375.0,365.7,24.155499
2009-11-29,390.45,357.0,371.0,376.85,3.0489445
2009-12-06,369.75,360.25,365.0,360.15,-4.431474
2009-12-20,387.5,350.05,358.5,387.65,7.6357126
2010-01-03,425.0,425.0,425.0,424.15,9.41571
2010-02-21,433.0,414.5,420.55,432.4,1.9450665
2010-02-28,476.95,432.1,433.9,475.4,9.944498
2010-03-07,476.05,451.0,476.0,462.25,-2.7660906
2010-03-14,474.65,474.65,474.65,467.55,1.1465669
2010-03-21,457.35,439.85,455.5,454.7,-2.7483642
2010-03-28,472.1,471.75,472.1,489.55,7.6643944
2010-04-25,553.3,542.95,542.95,554.75,13.318359
2010-05-23,470.45,434.0,437.75,461.85,-16.746283
2010-05-30,466.3,427.2,464.0,429.8,-6.9394884
2010-06-06,455.0,421.75,423.3,448.25,4.2927027
2010-06-13,491.0,455.25,455.3,490.9,9.514772
2010-06-20,499.1,472.7,499.1,477.2,-2.7907908
2010-06-27,450.0,434.1,449.95,426.9,-10.540658
2010-07-25,477.35,477.35,477.35,500.0,17.12345
2010-08-01,503.35,503.3,503.3,487.6,-2.4800003
2010-08-29,528.55,486.0,506.15,529.05,8.500814
2010-09-05,530.6,512.45,529.0,517.55,-2.1737099
2010-09-12,560.0,516.5,519.7,543.3,4.9753666
2010-09-19,558.85,536.75,536.75,558.5,2.7977228
2010-09-26,558.6,556.65,558.1,571.25,2.2829056
2010-11-14,668.35,657.15,657.15,702.95,23.054707
2010-11-28,777.0,669.3,677.5,768.85,9.374773
2010-12-05,768.0,730.0,759.6,731.35,-4.8774123
2010-12-12,760.1,735.7,753.3,737.6,0.85458755
2010-12-19,750.0,750.0,750.0,758.2,2.7928472
2010-12-26,788.1,764.6,764.6,803.3,5.948293
2011-01-02,748.1,748.1,748.1,755.95,-5.8944345
2011-02-20,791.75,774.3,775.0,785.45,3.9023757
2011-02-27,821.9,797.1,798.0,807.8,2.845502
2011-03-06,798.8,750.4,794.45,763.75,-5.45308
